"code","iso","country","PPD.raw.2001","PPD.raw.2002","PPD.raw.2003","PPD.raw.2004","PPD.raw.2005","PPD.raw.2006","PPD.raw.2007","PPD.raw.2008","PPD.raw.2009","PPD.raw.2010","PPD.raw.2011","PPD.raw.2012","PPD.raw.2013","PPD.raw.2014","PPD.raw.2015","PPD.raw.2016","PPD.raw.2017","PPD.raw.2018","PPD.raw.2019","PPD.raw.2020","PPD.raw.2021","PPD.raw.2022"
124,"CAN","Canada",0.0035480586838431,0.00291199332085592,0.00315656891342475,0.00183530275978635,0.00185245138608662,0.00222426911217135,0.00137700877240218,0.00168541044532278,0.00237876614115157,0.00183185909230361,0.00124784371307016,0.00269530733076507,0.00164246291108627,0.00199816554613179,0.0012025448637336,0.00322093732422231,0.00220961063481129,0.00275579353130023,0.0030211350059595,0.00491655812101936,0.00396783066894912,0.00235713205138934
136,"CYM","Cayman Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,"CAF","Central African Republic",0.00729350691828604,0.00274707534939495,0.00900422371112858,0.00702471566816861,0.00684572255647487,0.00184187440944653,0.0149962103506441,0.00136207720565054,0.00815817864228691,0.00492116439180425,0.00243180886700639,0.00328295511046921,0.00421432498936111,0.00497118672369157,0.00459301381831591,0.00438471056975514,0.00392741376363048,0.00213522930846679,0.00425255228110373,0.00337040797791196,0.00222727727157272,0.00317750955615898
148,"TCD","Chad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,"CHL","Chile",0.00923258234144944,0.0103449321906252,0.014502864470506,0.0100936789118914,0.00877872669997263,0.0118737458270526,0.0212785159027201,0.069015627193344,0.0471491353051837,0.0333950748959456,0.0260199995718324,0.0618592394941793,0.00471061771965535,0.0143790792035431,0.0201164273169182,0.0110857872761631,0.00451578468603658,0.00911060754159651,0.0298870502839191,0.0251838734787589,0.00517587621512461,0.00415429942938631
156,"CHN","China",0.0113158384812707,0.0103029441587482,0.00999687912794238,0.0101149191733343,0.0127680955126228,0.0108535031836691,0.0120430089939911,0.0169048361620072,0.0179838151771708,0.0141090226148326,0.0142904327274059,0.017264634468236,0.0162636031799207,0.015231959646403,0.0129564287227676,0.0136464057707088,0.0139709406381371,0.0115041270840178,0.0201023241654999,0.0156662813044148,0.0132169128766863,0.0107700161095864
170,"COL","Colombia",0.132203651463703,0.19727177237991,0.121649928651921,0.18762889966048,0.178007360117024,0.163025432243538,0.239162898681846,0.239059911481641,0.157203331706387,0.177644434329316,0.253863229855102,0.162744729712365,0.272418202251116,0.278763738487401,0.237223158714546,0.200454307816546,0.25128700698367,0.37446165443681,0.270308621151616,0.35279490427672,0.335850401504591,0.339514980212926
174,"COM","Comoros",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",0.00811374447810377,0.0410740629138694,0.00554265244426094,0.0131471759508333,0.00748276231482649,0.0138577244615374,0.00787972552231806,0.00641436995376749,0.00874327263443175,0.0028603969976125,0.00511336245495966,0.00962193678778402,0.00235629710316716,0.00268971378290533,0.00337730487622791,0.00158872250479878,0.000837075581280158,0.00592299432952515,0.0032338637401339,0.00224803618129138,0.00607562394417271,0.00308946865004512
384,"CIV","Cote d'Ivoire",0.0416668087996176,0.0361756209893227,0.052037818384164,0.0352174564233165,0.0270897119699025,0.0343864195925686,0.0329780855971937,0.038945899327652,0.039858596912308,0.0305411274442911,0.0371040916056329,0.0280605053593413,0.0270006757102711,0.0159833816459386,0.019123953661969,0.0174958867579836,0.017284689387262,0.0176368156144206,0.0189341055431702,0.0222628862441973,0.0223934995136562,0.0182608149584185
191,"HRV","Croatia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,"CUB","Cuba",0.0170373750877783,0.300287254880328,0.00621877954431937,0.0139102117909882,0.0218998236380748,0.0279663942328451,0.09646870740006,0.00180016519903661,0.0105830768754125,0.00335977149210238,0.0124171304807174,0.00411523583119843,0.00812504523776842,0.0053487733851684,0.00694722944442328,0.000903250882986228,0.0217736084017591,0.0144550837084737,0.00448637330252545,0.0204062772423454,0.0120199983332931,0.00659616733344414
531,"CUW","Curacao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,"CYP","Cyprus",0.0661076040632671,0.103787274370154,0.268742478442386,0.210643095901324,0.142695694828453,0.170906433228539,0.0132815858544309,0.309190573481606,0.236090280550247,0.17540901285517,0.373628378629288,0.406249999445808,0.267632293585238,0.443830916120576,0.269873965158938,0.192282546893498,0.0601823837089809,0.013677312095082,0.189711638558301,0.492182774942688,0.0142154356307212,0.0348339848500427
203,"CZE","Czech Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,"COD","Dem. Rep. Congo",0.00340176757398632,0.00242117763512493,0.00448257352039807,0.00488717511774162,0.00373778570718574,0.00472674942778382,0.00533482359562653,0.002234856025023,0.00445279401271619,0.003026653476415,0.00415109663448883,0.00377687125536726,0.00337884726226178,0.00349094660817969,0.00316569530842668,0.00359853339917827,0.00281508811817335,0.00255121634705425,0.00323583266716704,0.00373067198138752,0.00272031539121616,0.00301806091806609
208,"DNK","Denmark",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,"DMA","Dominica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,"DOM","Dominican Republic",0.0109834739267032,0.006517949456517,0.00935361337875116,0.00628330476308473,0.00477582656603931,0.0164558062688823,0.0268607634946304,0.0122392564561776,0.011846021417811,0.0074384056679647,0.00685668562149337,0.0143215241106544,0.120063097615839,0.0444806968987272,0.114240762823419,0.0608855363615542,0.0145042160309039,0.0070707441707616,0.0177511168432182,0.094184476225223,0.01200345880984,0.109104880321327
218,"ECU","Ecuador",0.00241530152237082,0.0016975062397688,0.00490944290290073,0.0025689511066798,0.00528477267674137,0.0076095471688434,0.00483108690445754,0.00085535630456552,0.00361216687116947,0.000667347668178268,0.0018777032878499,0.000818929155256194,0.000976144896671709,0.0010378973856136,0.000171363572459173,8.03482383423291e-05,9.08798554195704e-05,0.000256372090801421,5.3951466880466e-05,4.71798608069975e-05,2.28689527674127e-05,1.46321751005754e-05
818,"EGY","Egypt",0.242358356012849,0.316348936299041,0.34813640782079,0.255673081048943,0.248044191901572,0.269833061661725,0.290593758886718,0.229882948597993,0.321033089370943,0.404292869526722,0.336646545305617,0.242295411731012,0.434515804110303,0.543752063728848,0.849903686741194,0.674967946352355,0.733317561075598,0.656781649350242,0.674857131273331,0.563465241260744,0.484814710274814,0.833972782611118
222,"SLV","El Salvador",0.0164777255017673,0.0181415044202587,0.0185095999968011,0.0179310802257097,0.0213032744684738,0.0216721765023881,0.0429075264029085,0.0164442720200686,0.0276551946738689,0.00971073366098032,0.0276793491033887,0.0441841921773706,0.0312507447514073,0.0207640321765961,0.0308100483161747,0.0382285909929064,0.0520371277142035,0.0417418482608924,0.0324894839732363,0.0343743053486839,0.034513803043717,0.0354146224819695
226,"GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,"ERI","Eritrea",0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0
233,"EST","Estonia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,"SWZ","Eswatini",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,"ETH","Ethiopia",0.00175857226634737,0.00340873926706206,0.00118514739688408,0.00153224148469061,0.00365879836894743,0.00144244456504824,0.00350159380936592,0.00254290325039606,0.00279450576722747,0.00281495743312764,0.00219628191156297,0.00218038729615935,0.00141226747304622,0.00129277346747808,0.00214002577255098,0.00312623568563048,0.00291141244312357,0.00382166044422221,0.00355527102875274,0.00425874895611325,0.00243334881408127,0.00475673922127452
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,"FIN","Finland",0.000433721189400943,0.000332935626120065,0.000871229160327826,0.000492052656725715,0.000246974471812764,0.000833072132319691,0.000440721868656942,0.000620205049498519,0.0002545970236005,0.00055515257181972,0.000295945311566888,0.000511068096275666,0.000389886025427002,0.000390733016831146,0.000393610169372347,0.000361833186006254,0.000394553115910476,0.000210953367273515,0.000218125627312815,0.000352689899160776,0.000154098600781184,0.000248518104266545
250,"FRA","France",0.00363978347433725,0.00119494106399214,0.00360569184229701,0.00148153140090544,0.00363488154119618,0.00189562655273895,0.00213155462372892,0.0026630536905544,0.00346687914895955,0.000596870091352757,0.00155222028648106,0.000867408474184201,0.00162404406028637,0.00155285285217403,0.000897823487129039,0.00241455636762043,0.00169044961744034,0.00139129283364157,0.0013775465931398,0.000870031126267848,0.00113763128033029,0.00162232854062157
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",0.00489146117500677,0.000599809236439467,0.0011645576769003,0.00290560516554207,0.00889311514511652,0.00116786194226854,0.00268998596862306,0.0022945534141566,0.00206106223729912,0.00305582965383317,0.007036143233753,0.00341597846521604,0.00277786504369224,0.0011787517715173,0.00114160625789688,0.00150507739774073,0.00284677345189793,0.00215673378037837,0.00144104628858049,0.000716124844995125,0.00106254775362842,0.00108388598980735
270,"GMB","Gambia",0.159071094296802,0.457103629771204,0.418406629170953,0,0,0.476155651569798,0.481802932247286,0.441187776677933,0.483296096489986,0.672892477037873,0.411277274033998,0.506415606792234,0.190163068995609,0.223108966531628,0,0.362237406134309,0.425876814301192,0.463285241585493,0.48499912957582,0.242413803625667,0.350363322076413,0.302586434964067
268,"GEO","Georgia",0,0.000758053753840593,0.011336813865151,0.00212598195007105,0.0115340783038046,0.0319205538346528,0.00854459196581324,0.000311570218723609,0,0.0031221914740368,0.000753456226039252,0.00331571762652165,0.000667206543966612,0,0,0.00110608737628146,0,0,0,0,0,0
276,"DEU","Germany",0.000649673513172445,0.00112183943865303,0.00103835621312866,0.00029714083878391,0.00024123305627453,0.00027435151197647,0.000804684255375083,0.000800398930062667,0.000413090377107048,0.000849078111412917,0.00054118867214508,0.000451782172030158,0.00029890870299712,0.000161748125717774,0.000370604840266873,0.000261291490334088,0.000459272140567609,0.000159226752643973,0.000548987366946182,0.00019981474699893,8.51367490972972e-05,0.000197365165234841
288,"GHA","Ghana",0.0249627135540064,0.033586447526649,0.0317756463678376,0.0326778684310802,0.0406176451904394,0.0250223025413004,0.0665643891247453,0.0277947267094229,0.03785039777104,0.0166158885988384,0.0299335719459466,0.0458880757196469,0.0533393860397069,0.0255995828809449,0.0358067025341963,0.0335998936565024,0.0258705360486321,0.0319428579114313,0.0334573931619006,0.0278592385288464,0.0263609648244286,0.026995376232989
300,"GRC","Greece",1.93157711786151e-05,0.000190098322903396,4.75428168352132e-05,8.94246985059185e-06,0,1.65944682869563e-05,5.82153326401387e-05,0.00205584500947375,0.000120589215682468,0.000273735679711757,0,4.60139336462874e-06,0,0,0,0,0,0,0.000176347233183537,0.000101078810664321,0,2.48773686195647e-05
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,"GTM","Guatemala",0.0463297133710004,0.0281078974273999,0.0855461851964897,0.0482440152114133,0.0752945974970461,0.0710341593031981,0.0843908746601038,0.0991669094748395,0.111083084606706,0.0482304515454317,0.0554197680180085,0.0458262274875872,0.0550842825694127,0.0652658727602896,0.109635617581751,0.0894523288245555,0.0445306225822713,0.0397053318897784,0.0630809080784916,0.175548308235497,0.0614002640515161,0.0668944424354577
831,"GGY","Guernsey",0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0
324,"GIN","Guinea",0.00144792129389967,0.000537699998786174,0.00095754872748084,0.00125003456757727,0.000782189481022094,0.00121392410933827,0.00119035849111252,0.000154714739161553,0.000901021080339374,0.000724946508733886,0.000879943798858347,0.0197609473349207,0.0175798432868281,0.020262371770736,0.0251338005804251,0.0205371556173467,0.0191155081393781,0.0184629444101968,0.0141372932032045,0.0134553376901293,0.0125613124886501,0.00991284258603766
624,"GNB","Guinea-Bissau",0.00251930070522353,0.00105409823326378,0.00029483829419952,0.00114942519731232,0.000134225916011191,0.002575340207264,0.000510965152450918,0.00234215419463642,0.0101206923230936,0.00553364997321802,0.00193424155031273,0.00124413649305076,0.00123692061288872,0.00083182584710002,0.000309365408648603,0.000406535690206538,0.00097617207828968,0.000947203224694655,0.000978797187448331,0.000647255731542657,0.00128253308412925,0.00207173783552144
328,"GUY","Guyana",0.045038816006711,0.0898177710498597,0.0992962162699782,0.0559839457196342,0.0312529003917617,0.0588155026987803,0.0475482551062876,0.0406779781396093,0.0404729291691758,0.0359158635294136,0.0345309848130375,0.0530086564310525,0.0293098904517321,0.048008964147207,0.0594371952248328,0.0742841167342207,0.025729755347606,0.081073808137448,0.0732351160297667,0.035691859819069,0.0210209577640618,0.0141036265498084
332,"HTI","Haiti",0.00168892270931954,0.00062095884355902,0.00888530571192433,0.0197081874750587,0.00967759753939931,0.0074852971427501,0.002289201376101,0.0136176038268455,0.00264154429163236,0.000666804684857877,0.00111255106388331,0.00130127728064186,9.19747366831225e-05,0.000663473983804241,0.00132670197843798,0.00024996016606073,0.00168980992292316,5.31316507319412e-05,0.000133152014621932,0.00125065467398749,0.0140043479347628,0.000793318568345007
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",0.0128856938093201,0.0248361035228387,0.0266826415754354,0.0305996623673654,0.0565363011839866,0.04822411343447,0.0252132861863816,0.0385518131497147,0.0560176370568915,0.0547353232181432,0.0491644344314376,0.0357748696873937,0.057196166897517,0.0558933768975536,0.0512781804098103,0.0409738911898308,0.0671922435749315,0.100303515209765,0.0921112920286897,0.113500511736798,0.129156591333693,0.142965482019554
344,"HKG","Hong Kong",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,"HUN","Hungary",6.94887724387604e-05,5.42739248723506e-05,0.000309968269315711,0.00054875808225087,0.000316654219129758,0.00117705893113095,0.000206549541095679,1.75922431377471e-05,8.82557529800339e-05,4.17691002929277e-05,3.81309968323287e-05,0.00011834403541782,0.000642366112820211,0.000852653716878078,0.000185180376175696,0.000346567873182634,0.000296264675988539,0.000113675419050936,0.000337556661140328,0.000265280510924462,0.000391469631831681,0
352,"ISL","Iceland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,"IND","India",0.0154544082609097,0.0231162018972977,0.0215373516716603,0.0288208082644837,0.0288151318038653,0.0260124372738017,0.0318568448585057,0.0249391450153242,0.0316152656611069,0.0234754544235775,0.0246079376538174,0.0268091483428277,0.0333848518901662,0.0318691231860486,0.0407034012390841,0.0353803478009828,0.0408456066467358,0.0331291258258464,0.034686472058346,0.030789223701932,0.0324242407529115,0.0344060247734577
