"code","iso","country","NDP.raw.2000","NDP.raw.2001","NDP.raw.2002","NDP.raw.2003","NDP.raw.2004","NDP.raw.2005","NDP.raw.2006","NDP.raw.2007","NDP.raw.2008","NDP.raw.2009","NDP.raw.2010","NDP.raw.2011","NDP.raw.2012","NDP.raw.2013","NDP.raw.2014","NDP.raw.2015","NDP.raw.2016","NDP.raw.2017","NDP.raw.2018","NDP.raw.2019","NDP.raw.2020","NDP.raw.2021","NDP.raw.2022"
174,"COM","Comoros",3.50250951080375e-07,3.54181994774903e-07,3.52385398723184e-07,3.26241383544104e-07,3.2521500325215e-07,3.35761275420419e-07,3.34073145480586e-07,3.24202178962845e-07,3.27259440481675e-07,3.20626061295609e-07,3.24683243295977e-07,3.23846278976407e-07,3.19916792417826e-07,3.18847915263664e-07,3.14856173699854e-07,3.12236379372679e-07,3.1089527117572e-07,3.1378665658348e-07,3.10441793451868e-07,3.11004240277325e-07,3.05148071240911e-07,3.04275064658451e-07,3.01156584693119e-07
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",1.29423227272465e-06,1.13489959345923e-06,1.09881500200237e-06,1.18177629332881e-06,1.07693754702784e-06,1.11448701043378e-06,1.12604073115446e-06,1.18693185772403e-06,1.22614323974143e-06,1.04752727679944e-06,1.12499275245054e-06,1.26284048081102e-06,1.20761906290027e-06,1.22090311351164e-06,1.14567919991545e-06,1.172567158069e-06,1.25778405546383e-06,1.22951426977465e-06,1.26370484933345e-06,1.26461983128437e-06,1.18678028266061e-06,1.10594636315359e-06,1.12916291967946e-06
384,"CIV","Cote d'Ivoire",6.19059779150424e-07,6.26251488217078e-07,6.89893183612187e-07,6.45821855505805e-07,5.44624040363004e-07,6.58927692701427e-07,6.08433810419347e-07,6.20657291209373e-07,5.6805695230332e-07,5.36808577253186e-07,5.35036814794213e-07,5.51873462000544e-07,5.54275572730223e-07,5.83018547822742e-07,5.1314264865536e-07,5.085448028607e-07,5.86446752988875e-07,5.03058272338524e-07,4.90311676619601e-07,4.9717849293037e-07,4.99780134038048e-07,4.91297680576372e-07,4.97149522193145e-07
191,"HRV","Croatia",1.98733210065031e-06,1.90713552430644e-06,2.04547747255225e-06,1.96821163921821e-06,2.24178785485295e-06,2.11361798732989e-06,2.45873557435483e-06,2.5984770604357e-06,2.8540236512708e-06,1.92094130304858e-06,2.16043713465506e-06,2.26135360702253e-06,2.00114444841757e-06,1.87278722669819e-06,1.87099390829865e-06,2.04348459084157e-06,1.9547958256485e-06,2.099632661265e-06,2.12826177521984e-06,2.13516846306983e-06,2.20620207130998e-06,2.24026811033772e-06,2.20809548521017e-06
192,"CUB","Cuba",1.42268119398249e-06,1.45433300114093e-06,1.33392407966624e-06,1.25901659017769e-06,1.29172563319945e-06,1.20930661026555e-06,1.32319417297256e-06,1.31323410784864e-06,1.31245128743934e-06,1.18760793162569e-06,1.23113256135712e-06,1.24793007343316e-06,1.23792032921607e-06,1.27190739030307e-06,1.30603300768989e-06,1.2786715643021e-06,1.25198245249608e-06,1.25260168457284e-06,1.23584908658394e-06,1.23711008609668e-06,1.15037141953532e-06,1.18155299060834e-06,1.1772899694627e-06
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",1.37096527555875e-06,1.40957474373724e-06,1.45592418605693e-06,1.44949267756285e-06,1.36450557778467e-06,1.29211175416706e-06,1.26961507923725e-06,1.24781980737015e-06,1.1900511722004e-06,1.19714772802964e-06,1.21272636821205e-06,1.17021778276915e-06,1.14131957293897e-06,1.0197366165996e-06,9.9405689913721e-07,1.04440401590189e-06,1.03516125558382e-06,1.0508695324789e-06,1.05018661323842e-06,1.04977393240432e-06,1.05855420888426e-06,1.06093291367543e-06,1.07072540847375e-06
203,"CZE","Czech Republic",2.32080485512376e-06,2.43720883796525e-06,2.09867375586893e-06,2.11889388245907e-06,2.15747593360113e-06,2.12511418816329e-06,2.08030057901699e-06,2.08761618312297e-06,1.98370606945687e-06,1.94371164281359e-06,1.9189625000358e-06,1.99121806143394e-06,2.09308819464959e-06,2.073372269616e-06,2.09969324526783e-06,2.22832055083325e-06,2.26190129176331e-06,2.14263371025438e-06,2.06962831733197e-06,1.99590137436082e-06,1.87888080024992e-06,2.00841975249415e-06,1.95704513924614e-06
180,"COD","Dem. Rep. Congo",7.07581366149147e-07,7.32437608040784e-07,8.82659156269597e-07,9.35991014035185e-07,9.70526514465123e-07,9.24841230136448e-07,9.19809878552552e-07,7.96159565105799e-07,8.11248576780838e-07,7.84188860559893e-07,7.89260549773896e-07,7.25373683608808e-07,6.84527578080864e-07,7.05145455920847e-07,6.74684070306657e-07,6.76355123257839e-07,6.56998134751595e-07,6.52561273931543e-07,5.95953339035271e-07,5.95060067142796e-07,5.84794288754662e-07,5.75634889305724e-07,5.67618216997657e-07
208,"DNK","Denmark",4.34488172932286e-06,4.21737547499124e-06,4.0551115704424e-06,4.15540163255342e-06,3.7561131666939e-06,3.69042364587285e-06,3.43922467001835e-06,3.42400664440391e-06,3.47675968182006e-06,3.34957120962069e-06,3.31669996284936e-06,3.3569263623197e-06,3.41585514771159e-06,3.34821508078816e-06,3.43759828828869e-06,3.50137406938668e-06,3.50907208611717e-06,3.50391501791854e-06,3.33124138278622e-06,3.38812697117615e-06,3.41255725036372e-06,3.2782781800024e-06,3.26950347761669e-06
262,"DJI","Djibouti",1.2438799891649e-06,1.20968268690643e-06,1.17598009957814e-06,1.1557382029759e-06,1.14739855787031e-06,1.13135650848939e-06,1.10042304890389e-06,1.08414740706152e-06,1.07261866197901e-06,1.04871474182197e-06,1.03568432950863e-06,1.00660645530422e-06,1.01016769412458e-06,9.9510883938614e-07,9.84746538979887e-07,9.66947873261258e-07,9.54790615493017e-07,9.50748534222621e-07,9.35491743268527e-07,9.20861755279825e-07,9.11796109914544e-07,9.04521431278532e-07,8.92180837918399e-07
212,"DMA","Dominica",9.6274836859509e-07,9.74278461696477e-07,7.06102956256775e-07,7.52461938575728e-07,8.07886370927757e-07,8.21271514692606e-07,7.41904512525094e-07,9.17484551072337e-07,7.77819778430403e-07,7.66133135621556e-07,7.98487382735801e-07,8.26277966890693e-07,8.07107188479851e-07,8.54415205103242e-07,7.87072407778466e-07,8.68484580113417e-07,7.97716732072779e-07,7.75535133446018e-07,7.58228259181339e-07,8.37206697653581e-07,8.04222515452462e-07,8.05115174280506e-07,8.12516325941405e-07
214,"DOM","Dominican Republic",8.68771990791017e-07,9.13595969103845e-07,1.01988595696627e-06,9.43961850488102e-07,1.0051832734407e-06,1.00166201697632e-06,1.05232908323072e-06,1.10612339274421e-06,1.0710968914248e-06,1.07793679994353e-06,1.10477400466767e-06,1.07030305833041e-06,1.03679815992253e-06,1.02391924585197e-06,1.03091630467078e-06,1.06670951443383e-06,1.09236756135686e-06,1.09887591568297e-06,1.20755771359536e-06,1.16707753309584e-06,1.17276309530909e-06,1.13331030134991e-06,1.13992377294108e-06
218,"ECU","Ecuador",1.13253808040498e-06,1.44019070927524e-06,1.27767573798589e-06,1.23297294436345e-06,1.26342919953337e-06,1.18373172078572e-06,1.19208560802184e-06,1.10862916950694e-06,1.17267283248845e-06,1.20737180526368e-06,1.25420416909474e-06,1.24690505041171e-06,1.1947907382147e-06,1.17662106104634e-06,1.14676067681188e-06,1.03112503397464e-06,1.08883527169329e-06,1.07804158653224e-06,1.05784831771557e-06,1.05513574350169e-06,1.04044694871876e-06,1.03945799401351e-06,1.04994166990723e-06
818,"EGY","Egypt",8.86910243044091e-07,8.7846612019028e-07,8.85826995245663e-07,8.93852430519034e-07,9.44242883417466e-07,9.34552137702653e-07,9.1281534452516e-07,9.02470488637294e-07,9.23134358878358e-07,9.11099772980603e-07,9.24902787502278e-07,9.30492710239839e-07,8.99820930154869e-07,8.67443031749807e-07,8.54671134473099e-07,8.56495560513361e-07,8.5484621136268e-07,8.32110334175707e-07,8.12602451890537e-07,7.21463348085491e-07,7.23955734331472e-07,7.19370613315067e-07,7.1808204376565e-07
222,"SLV","El Salvador",6.88094719426861e-07,7.33121301515758e-07,7.08668294163884e-07,7.0849626396812e-07,7.55510379569409e-07,8.33082552849813e-07,8.10349136191021e-07,8.61993229465079e-07,8.9649163601319e-07,8.43841956610106e-07,8.4068881527319e-07,8.1468399466936e-07,7.92042054836253e-07,7.145580038418e-07,6.71548842858537e-07,6.94905173528895e-07,6.511468664157e-07,5.87235229518017e-07,6.19787768098042e-07,5.15905740199742e-07,5.75266923057731e-07,6.17658671365518e-07,6.24961334462893e-07
226,"GNQ","Equatorial Guinea",1.56209624556737e-07,1.72397013638828e-07,1.73713558276921e-07,1.77286777825476e-07,1.94831519141289e-07,2.04689115396091e-07,2.08743364943043e-07,1.77063154633047e-07,1.99000774896957e-07,1.88754088873473e-07,1.84555112542073e-07,1.80851101007524e-07,1.64204162743081e-07,1.55152053031454e-07,1.43609049840833e-07,1.32890562765549e-07,1.24381043471175e-07,1.16495966757979e-07,1.09846873458399e-07,1.13326778409446e-07,1.10272303669875e-07,1.10739532055118e-07,1.0328925529044e-07
232,"ERI","Eritrea",2.35281334626057e-06,2.08779545453622e-06,1.98239476427952e-06,1.95598837713265e-06,1.86744066533002e-06,1.87164604560036e-06,1.77772037222409e-06,1.87959132900093e-06,1.80984696479681e-06,1.77373497351395e-06,1.69963913643083e-06,1.74586992645523e-06,1.72785061532388e-06,1.72007546489817e-06,1.71509812918901e-06,1.71855978701835e-06,1.72347856215532e-06,1.71625404445716e-06,1.71824597271588e-06,1.69199998399459e-06,1.67891496534742e-06,1.64350475870588e-06,1.62050709657245e-06
233,"EST","Estonia",3.89410050931112e-06,3.89737161546414e-06,3.92213723855439e-06,4.0489669662659e-06,4.13929764045356e-06,4.13352770755291e-06,4.15054833272696e-06,4.32616284273652e-06,4.47239901577306e-06,4.33865486712401e-06,4.43117595148238e-06,4.47478189204928e-06,4.57399130261224e-06,4.64340965874733e-06,4.72406802353666e-06,4.77418776089834e-06,4.60559815776074e-06,4.69870592021764e-06,4.66725215340358e-06,4.75545218999501e-06,4.7385451312577e-06,4.75606567427938e-06,4.81123881591472e-06
748,"SWZ","Eswatini",1.53324224451138e-06,1.39236179128785e-06,1.52263636874066e-06,1.55837237921906e-06,1.54818515168461e-06,1.56733085421397e-06,1.49387372591593e-06,1.59592918133446e-06,1.55064365474781e-06,1.5161395798284e-06,1.60920794239581e-06,1.58317886031025e-06,1.58352557573751e-06,1.59167464739488e-06,1.56324248466734e-06,1.49038393701232e-06,1.43541842447073e-06,1.48516141359574e-06,1.47359422557884e-06,1.53042074600744e-06,1.43987871139325e-06,1.45101239567179e-06,1.44798488769795e-06
231,"ETH","Ethiopia",1.27103725158065e-06,1.27646136280405e-06,1.40559281017469e-06,1.31203395631348e-06,1.32136313786747e-06,1.35536441618517e-06,1.38033066448491e-06,1.48787410048407e-06,1.49365011992766e-06,1.50998924161482e-06,1.53522401736726e-06,1.47030107812604e-06,1.51400806849838e-06,1.4935463450418e-06,1.5138335412298e-06,1.51260987219959e-06,1.5290631986323e-06,1.51574036291815e-06,1.48475510152404e-06,1.56851619612145e-06,1.62128614223333e-06,1.52141167449512e-06,1.53185375604543e-06
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",1.51349715138215e-06,1.58084914182475e-06,1.60020520278483e-06,1.42140448744387e-06,1.59225747495656e-06,1.49727461730918e-06,1.43814341347303e-06,1.42592808831323e-06,1.42740688121633e-06,1.30909946160511e-06,1.31467162485679e-06,1.354096140826e-06,1.32812474274443e-06,1.34653890238469e-06,7.44899296605356e-07,8.29699084169211e-07,7.72019151301598e-07,8.56347910108496e-07,8.17196157545844e-07,9.04770459407816e-07,8.60474869136114e-07,7.20303695612204e-07,7.32442356463885e-07
246,"FIN","Finland",5.11957689498241e-06,5.33923617696812e-06,5.44168189888932e-06,5.60136611948481e-06,5.52774468781823e-06,5.33730225295153e-06,5.4687683953798e-06,5.55900104373081e-06,5.36379820149023e-06,4.90740458048153e-06,5.33248610197503e-06,5.10367702298622e-06,5.00556800174955e-06,4.96417337688078e-06,5.0169257158091e-06,4.90917927099965e-06,4.91328685606599e-06,4.88361563294382e-06,4.96779545011581e-06,5.01665638584137e-06,4.7743547703671e-06,4.74642109923142e-06,4.73287168339068e-06
250,"FRA","France",2.75631271903457e-06,2.68739380213697e-06,2.58701280121843e-06,2.55262177615308e-06,2.51796829345639e-06,2.40423219524099e-06,2.3247615187378e-06,2.34167820021236e-06,2.25102020504869e-06,2.1468172484441e-06,2.16699599626742e-06,2.08009646997993e-06,2.11573316105481e-06,2.15027945758686e-06,2.14025197819572e-06,2.16270472177915e-06,2.08211891999743e-06,2.15077802303949e-06,2.05380981721093e-06,2.01717200731249e-06,1.98214120359756e-06,1.91792519442598e-06,1.86854145817533e-06
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",8.40577091524705e-07,8.03618579661562e-07,9.16750143102461e-07,1.00841701743618e-06,1.15022828150249e-06,1.11084216235712e-06,1.21128706571698e-06,1.21953265443865e-06,1.33751839087787e-06,1.20347714179622e-06,1.25649799398634e-06,1.13963328631876e-06,1.01812757084017e-06,1.2459087406018e-06,1.09311565926314e-06,1.10918469009626e-06,1.10247981263595e-06,1.1026929537453e-06,9.89958084171072e-07,1.07009811462088e-06,9.63982390091831e-07,9.18340716365558e-07,9.16704618516931e-07
270,"GMB","Gambia",7.99978296241006e-07,6.8268659480658e-07,6.70072650327843e-07,7.15080602991719e-07,7.38110375412861e-07,7.34776868742351e-07,7.59659065011623e-07,7.30926639329633e-07,7.08580192052696e-07,7.40102197997039e-07,7.27826457266005e-07,6.65595041967519e-07,5.8223767524141e-07,5.97683904278334e-07,6.03009841394707e-07,5.85850901833136e-07,5.69651554501413e-07,5.3754815885556e-07,5.52166209391243e-07,5.26130552919367e-07,5.28361554703875e-07,5.11379907542513e-07,4.98892827473252e-07
268,"GEO","Georgia",1.66048135318684e-06,1.34516648054379e-06,1.57596490147706e-06,1.62966352003271e-06,1.65251798927518e-06,1.72967421393994e-06,1.71634134782276e-06,1.68386889863057e-06,1.62922777461777e-06,1.62803299794805e-06,1.67692407231108e-06,1.7037403222891e-06,1.80215260692638e-06,1.91517908538363e-06,1.916968640759e-06,1.77973390427984e-06,1.77866964631838e-06,1.71137155432237e-06,1.68252181844382e-06,1.65853037005656e-06,1.79707503876202e-06,1.65560681764866e-06,1.67272637159522e-06
276,"DEU","Germany",1.99485454031569e-06,1.94292830260623e-06,1.91541862898578e-06,1.89012609758169e-06,1.89053648335492e-06,1.86735878905517e-06,1.83304813653601e-06,1.84765653698695e-06,1.79027921499106e-06,1.77040190088907e-06,1.78534459535226e-06,1.76891971437727e-06,1.77803589277538e-06,1.810390039234e-06,1.83990368289445e-06,1.78731860965563e-06,1.74866214291818e-06,1.68164821656609e-06,1.62835446145361e-06,1.62468633625072e-06,1.57526007634047e-06,1.5385340640697e-06,1.48668269485049e-06
288,"GHA","Ghana",8.13607504146093e-07,6.43705302403591e-07,6.11802705092887e-07,6.56367510295828e-07,5.88867823550002e-07,7.15652534425665e-07,6.84024554576631e-07,6.32689283761987e-07,6.20732796030862e-07,5.93168256745024e-07,6.09977376486522e-07,6.48707863610011e-07,6.21771025782946e-07,6.61202734313083e-07,6.27740646504772e-07,6.40782760823955e-07,6.25966377890895e-07,6.48528558186677e-07,6.21950156460956e-07,6.24954595621067e-07,6.83645924735369e-07,6.15234091546406e-07,6.24330301199043e-07
300,"GRC","Greece",2.20251923780249e-06,2.10824173375908e-06,2.08218255292459e-06,2.058917997414e-06,2.05383025193377e-06,1.98410639761456e-06,1.91463764983401e-06,1.97312334473732e-06,1.87762218287841e-06,1.77365353811919e-06,1.80733600381465e-06,1.72896664796321e-06,1.60253348774392e-06,1.61419602413488e-06,1.58826148072057e-06,1.55255352081711e-06,1.54046442775319e-06,1.56211077987544e-06,1.50006307718654e-06,1.49231708529581e-06,1.43944080902556e-06,1.45659976425638e-06,1.47635964916016e-06
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",3.18340904013702e-07,3.27045656685443e-07,3.81591226173647e-07,3.83483538716204e-07,3.53373023119909e-07,3.58263645763419e-07,3.90132266551339e-07,3.76818080107407e-07,4.08079802272444e-07,4.15897712121078e-07,4.44584747323284e-07,4.1333820637324e-07,4.39988957139899e-07,4.74582068493736e-07,4.36544264740786e-07,4.38729198184569e-07,4.34289715419369e-07,3.75451741219474e-07,3.75088231914509e-07,4.31863368208337e-07,4.26966837291672e-07,4.22117005055774e-07,4.28099937817886e-07
320,"GTM","Guatemala",9.14600395987458e-07,9.09736837561012e-07,9.05534776733815e-07,9.584921356123e-07,9.69870308626925e-07,9.88547369799816e-07,9.61150595648485e-07,9.72025189253675e-07,8.80685397413653e-07,9.64272627728624e-07,9.95814284002166e-07,1.04672274208304e-06,1.02828166962095e-06,1.03031238872211e-06,9.99587359884639e-07,1.02778758636868e-06,1.02984074113152e-06,1.02564625348828e-06,1.03383199924145e-06,1.00578016440109e-06,1.05585765804958e-06,1.02280887162206e-06,1.03699263838926e-06
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",1.3074299082628e-06,1.44451915686969e-06,1.62046401229221e-06,1.57314186296931e-06,1.495362312339e-06,1.7067620819609e-06,1.66119632929198e-06,1.63400712385208e-06,1.66670330687229e-06,1.61655302398695e-06,1.61624375604144e-06,1.68127699541933e-06,1.80744802057562e-06,1.76383912701722e-06,1.72940693253945e-06,1.67727536165067e-06,1.96966134816195e-06,1.83811680766656e-06,1.71248370352717e-06,1.79382100881232e-06,1.84019071948655e-06,1.75880618739149e-06,1.78940687006691e-06
624,"GNB","Guinea-Bissau",1.608645739648e-06,1.94849607914871e-06,1.99894530356746e-06,1.97620497197969e-06,1.84853998748338e-06,1.69600489377139e-06,1.85985201801016e-06,1.76482104990307e-06,1.57212527822922e-06,1.65008289702173e-06,1.69089215298427e-06,1.63453835478432e-06,1.72443316066816e-06,1.58444720757378e-06,1.60040474752324e-06,1.62109072573996e-06,1.52080725975606e-06,1.5373763316392e-06,1.54289321049063e-06,1.49711462873841e-06,1.47333998734019e-06,1.37815842125159e-06,1.36780324150371e-06
328,"GUY","Guyana",1.98932614541052e-06,2.02682516263956e-06,2.17013032619032e-06,2.27463375766867e-06,2.53805771516943e-06,2.11923249560029e-06,2.0834239886493e-06,2.1545998062182e-06,2.42657296293841e-06,2.183005039547e-06,2.44674649567073e-06,2.28424008706986e-06,2.56732162491297e-06,2.70263038184689e-06,2.6227674856713e-06,2.8475651993097e-06,2.50300690171219e-06,2.42383904660584e-06,2.60975615966106e-06,2.70421519543589e-06,2.60912541614296e-06,2.57281245688675e-06,2.54721623887448e-06
332,"HTI","Haiti",6.44719490205108e-07,6.33243919448554e-07,6.17672641812443e-07,6.05974981403717e-07,5.90303687255544e-07,6.05801205017614e-07,6.03262061356176e-07,5.98673619489416e-07,5.98417983368993e-07,5.85778650896272e-07,5.87226502812185e-07,5.84671245988673e-07,5.90589797398022e-07,5.85701134934822e-07,5.95424451201125e-07,5.85965769564749e-07,5.8802396785693e-07,5.82682831926932e-07,5.54828043715365e-07,5.78830329060562e-07,5.5011138871198e-07,5.46840993052761e-07,5.4035409248307e-07
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",1.15071600524282e-06,1.07051020779744e-06,9.00296699045059e-07,1.05805691596404e-06,9.42654251621237e-07,1.05623380865617e-06,1.04839126168466e-06,1.04991354618143e-06,1.01212363657997e-06,1.00032595162047e-06,9.88056584994816e-07,1.07741324329916e-06,1.01337899111809e-06,1.02447845063147e-06,1.0331024427888e-06,9.97363495958096e-07,1.03373943720181e-06,1.02941338395291e-06,1.07221084771032e-06,9.88067974658466e-07,1.10652660015849e-06,9.92377663913791e-07,9.87265236953242e-07
344,"HKG","Hong Kong",4.03600900225056e-07,3.64892840653531e-07,3.32142168710428e-07,3.50626968562429e-07,2.94833050784993e-07,3.06757470791992e-07,3.04793571626489e-07,3.18089151714067e-07,3.09005720198913e-07,3.47062872877467e-07,3.16050226360297e-07,3.35143390463262e-07,3.27268150095803e-07,3.23169287773893e-07,3.33356387025382e-07,3.16815931315403e-07,3.28490036256577e-07,3.35443380403614e-07,3.30086144432815e-07,3.3964224350351e-07,3.16802566501805e-07,3.15657417274824e-07,3.00839901444304e-07
348,"HUN","Hungary",2.5071073064452e-06,2.679734610078e-06,3.85879640202673e-06,3.30715514368256e-06,3.57173033811919e-06,2.9245375141332e-06,2.7007249262017e-06,2.81430182442337e-06,2.73953825132584e-06,2.37462148234249e-06,2.30999468701222e-06,2.34663464011801e-06,2.40918627767817e-06,2.54723452206299e-06,2.56424082052463e-06,2.58050673024602e-06,2.77154435036478e-06,2.77892260761838e-06,2.80290733097344e-06,2.78370765502207e-06,2.87175098554904e-06,2.9042550529146e-06,2.86053448622167e-06
352,"ISL","Iceland",4.83632936825448e-06,4.49173240504197e-06,4.55615724655071e-06,4.45563534251401e-06,4.38245102268603e-06,4.31362769348979e-06,4.47689461521749e-06,4.42923810685376e-06,4.4736527059298e-06,3.9560563769431e-06,3.96175335884367e-06,3.98101650711254e-06,3.9910699809177e-06,3.86083690589442e-06,4.03193783484938e-06,4.08083067575533e-06,3.96495338943891e-06,3.9895165987187e-06,3.77068561270806e-06,3.60547255264683e-06,3.52013709433149e-06,3.48974551701922e-06,3.48258706467662e-06
356,"IND","India",6.29462818836897e-07,6.28376535086687e-07,5.97279624939425e-07,6.06757494188666e-07,6.1869392966902e-07,6.34830611296159e-07,6.53375235646261e-07,6.74124167227918e-07,6.7951963921392e-07,6.86476324869887e-07,6.98847720211229e-07,7.14046492239808e-07,7.03812474101594e-07,6.95513670316156e-07,6.968846301964e-07,6.98483177635524e-07,6.88760623366911e-07,6.96354311217416e-07,7.07814214730611e-07,7.23007221287675e-07,7.37617799594625e-07,7.31760769398906e-07,7.40911569598277e-07
360,"IDN","Indonesia",7.61424564820519e-07,7.55368979622296e-07,7.81409391047116e-07,7.75506124097898e-07,7.96676636853478e-07,7.95436662035885e-07,8.06738894474441e-07,8.13256371802998e-07,8.27951845967603e-07,8.63137516741496e-07,8.40108249710153e-07,8.74141096174634e-07,8.95202571453401e-07,8.52824862725401e-07,8.85923630081363e-07,8.72277130009085e-07,8.70726910550706e-07,9.45183686468325e-07,9.81027809580989e-07,9.49615205161509e-07,9.78452093937139e-07,9.86289873055763e-07,1.00543975940531e-06
364,"IRN","Iran",1.29835687064138e-06,1.30034036371525e-06,1.34269821771813e-06,1.38033132925804e-06,1.95477451067867e-06,1.82381403571376e-06,1.83793199819967e-06,2.00499401142858e-06,1.60941877695794e-06,1.45312295969932e-06,1.45939198678375e-06,1.32297706883847e-06,1.3579145877156e-06,1.33827981947446e-06,1.27561114529971e-06,1.23485709115034e-06,1.22439820858058e-06,1.19519447565493e-06,1.23806375145324e-06,1.25918101803792e-06,1.28307655362842e-06,1.27383562552472e-06,1.30998592103924e-06
368,"IRQ","Iraq",7.83633573265963e-07,9.95057631338856e-07,9.86465878583266e-07,5.68920192798926e-07,6.10216868203351e-07,6.55082302728585e-07,6.40014236684253e-07,6.28033598541455e-07,6.6738810750671e-07,7.42842955735804e-07,7.26054398106501e-07,7.41242658107291e-07,7.55955058117441e-07,7.41225078772779e-07,6.77615776506315e-07,5.72067031530666e-07,5.99515069832006e-07,6.33499845360416e-07,6.30686339481704e-07,6.97727237731549e-07,6.83789057983996e-07,6.56963937182119e-07,6.58484350613746e-07
372,"IRL","Ireland",9.7236026525988e-06,9.46655448196091e-06,8.95230785155548e-06,8.80766046268742e-06,8.42697595388208e-06,8.0530510967294e-06,7.8388409185624e-06,7.41087288716241e-06,7.19449458564166e-06,7.25408593556211e-06,6.84187269950254e-06,6.72476749334728e-06,7.06593473728746e-06,6.96394493206477e-06,6.95616328949233e-06,6.93328331160834e-06,7.00266122155432e-06,7.11405029092721e-06,6.80046251363174e-06,6.54596156730181e-06,6.49900047779689e-06,6.61611530716756e-06,6.54611333858071e-06
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",1.27842264270949e-06,1.23621680385153e-06,1.28158295281583e-06,1.30200158452546e-06,1.28212659715083e-06,1.24384929510397e-06,1.24331910912004e-06,1.28131920168243e-06,1.10414842381786e-06,1.0379929464572e-06,1.03232068838869e-06,1.05333642380695e-06,1.08463434675431e-06,1.02984056082884e-06,1.01391238725854e-06,1.01072779561103e-06,9.88766674467587e-07,9.8929223141634e-07,9.71540505246094e-07,9.59796774906119e-07,9.34336035420126e-07,9.30088523924952e-07,9.41302117144473e-07
380,"ITA","Italy",1.67538581465934e-06,1.60599289852758e-06,1.66494310004378e-06,1.65581393173925e-06,1.6416653059798e-06,1.5749665806927e-06,1.24862455663724e-06,1.22864607138707e-06,1.13383828858347e-06,1.03561421441428e-06,1.02062476845103e-06,1.00876651785705e-06,1.03124440447038e-06,1.01105775102107e-06,9.88663435607084e-07,9.96203197920942e-07,9.97897026857351e-07,9.86178485520249e-07,9.9798483195458e-07,9.91141986597785e-07,9.69063146930616e-07,9.82918733361859e-07,9.88839922056987e-07
388,"JAM","Jamaica",8.03918528599402e-07,7.92258718178719e-07,7.95983995415132e-07,8.29867066612298e-07,7.9578862652889e-07,7.65821784678558e-07,6.95255162362529e-07,6.77471410151187e-07,6.0854777265983e-07,5.76696820196584e-07,5.52325326201143e-07,5.49856909753187e-07,5.6887829881474e-07,5.48117307200639e-07,5.42279289635678e-07,5.15308048646511e-07,5.24495173395607e-07,5.26994960788726e-07,5.69023431317983e-07,5.29538097067532e-07,5.07013809212476e-07,5.16321597626335e-07,5.19916516262246e-07
392,"JPN","Japan",7.5684113431565e-07,7.36144208762947e-07,7.29726548707285e-07,7.34430542288479e-07,7.29487089174318e-07,7.00460973758149e-07,6.83592222378651e-07,6.84369653362083e-07,6.37186384826218e-07,5.96655915406062e-07,6.16069337081284e-07,5.94525670210353e-07,5.98610033769755e-07,6.04182196241516e-07,5.92413337942739e-07,5.8203097348613e-07,5.68163933394189e-07,5.71779604952273e-07,5.5752261239167e-07,5.59095970244723e-07,5.49655079557425e-07,5.59350007602147e-07,5.65834215577833e-07
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
