"code","iso","country","FGP.raw.2000","FGP.raw.2001","FGP.raw.2002","FGP.raw.2003","FGP.raw.2004","FGP.raw.2005","FGP.raw.2006","FGP.raw.2007","FGP.raw.2008","FGP.raw.2009","FGP.raw.2010","FGP.raw.2011","FGP.raw.2012","FGP.raw.2013","FGP.raw.2014","FGP.raw.2015","FGP.raw.2016","FGP.raw.2017","FGP.raw.2018","FGP.raw.2019","FGP.raw.2020","FGP.raw.2021","FGP.raw.2022"
96,"BRN","Brunei Darussalam",7.15727436617694e-05,9.68457628511393e-05,0.000120012778338989,0.00014602663503227,0.000171447119105812,0.000201517791648601,0.0002086865088732,0.000209638070696083,0.000214526429656134,0.000218543674147026,0.000214112757635973,0.000212450125278327,0.000213951612506578,0.000217147354154218,0.000234486002841673,0.000256266061119456,0.000291083911979981,0.000323048461917467,0.000361522909499533,0.000394933888523632,0.00042786801743166,0.000464778960556657,0.000492202707337607
100,"BGR","Bulgaria",4.83465953960333e-06,6.55500926316452e-06,8.75316967457986e-06,1.17551326137152e-05,1.65870574300946e-05,2.65048625324652e-05,4.02577442875445e-05,5.2350206180293e-05,8.47507280888337e-05,8.71791213929639e-05,9.22170063574296e-05,0.000104785741736079,0.000114838880639835,0.000136129985554255,0.000155040090321927,0.000172750286256976,0.000199219340774784,0.000258622626766424,0.000323129970703357,0.000263770504752098,0.000285548848682906,0.000312602549993508,0.000371224128578427
854,"BFA","Burkina Faso",9.50947278136426e-06,1.27349392200535e-05,1.55949813924957e-05,1.87251675691456e-05,2.17165327592037e-05,2.51511102485586e-05,2.57050698081242e-05,2.54115416104846e-05,2.5661414740114e-05,2.58146601966438e-05,2.48808001814251e-05,2.4273232027825e-05,2.40742346555386e-05,2.39844757503909e-05,2.54267483448673e-05,2.73533219514309e-05,3.02975310936195e-05,3.30210067041214e-05,3.63364912081628e-05,3.90422916316953e-05,4.16306077148764e-05,4.43877684685129e-05,4.63090333223044e-05
108,"BDI","Burundi",4.43904783058184e-06,5.9854039660493e-06,7.35455797602564e-06,8.83272995779238e-06,1.01678310050311e-05,1.17203243687739e-05,1.19088191857345e-05,1.17060512354982e-05,1.16814117813621e-05,1.14818920229096e-05,1.08802780442454e-05,1.0575594721213e-05,1.04129670432656e-05,1.03452587235902e-05,1.08624054339469e-05,1.18391207057085e-05,1.32986931420107e-05,1.45218636068921e-05,1.60090875933747e-05,1.70949700534862e-05,1.81666019788339e-05,1.93606785256533e-05,2.00937563811253e-05
132,"CPV","Cabo Verde",3.05509426056899e-07,4.52830512621309e-07,6.86768195659202e-07,9.91482829225414e-07,1.34406668543702e-06,1.7288013846644e-06,2.20492138453027e-06,2.81336865233698e-06,3.54668296965137e-06,4.36352634988112e-06,5.21860586479206e-06,5.40262852094988e-06,5.93784184736187e-06,6.46368114975738e-06,6.97705081343989e-06,7.47963474752158e-06,7.98719183945386e-06,8.46086584040471e-06,8.92854016617589e-06,9.39292584441017e-06,9.8517094603872e-06,1.03074371731088e-05,1.07561506468021e-05
116,"KHM","Cambodia",4.83544589783792e-06,6.56498131979142e-06,8.11986900899944e-06,9.93141070606074e-06,1.16007756693475e-05,1.36639010981172e-05,1.41714743950023e-05,1.42182261472304e-05,1.44866338570706e-05,1.47643288164377e-05,1.44811178754641e-05,1.4340719718867e-05,1.44048952297479e-05,1.46003085531874e-05,1.57125024908261e-05,1.71882344524474e-05,1.93925163063541e-05,2.14141026963514e-05,2.39622026206413e-05,2.61603309923539e-05,2.82981009778702e-05,3.06226593332229e-05,3.23237778600252e-05
120,"CMR","Cameroon",7.55387403080152e-05,6.8416877979079e-05,7.54051471427764e-05,7.64323763632937e-05,9.69695123688777e-05,9.49339372675385e-05,9.46407799346674e-05,9.64284966808325e-05,8.41451341664873e-05,7.71250513865066e-05,7.34478999836805e-05,6.99305042385465e-05,6.65630691736728e-05,6.79522115671305e-05,7.44408472175603e-05,7.43069701763109e-05,8.26598593179803e-05,8.93692380669827e-05,9.80988483075576e-05,0.00010472284111051,0.000110980723441058,0.00011802065898324,0.000121800340869001
124,"CAN","Canada",0.000492085409081029,0.000451308604759462,0.000497447726455026,0.000442421552654422,0.000453966895794717,0.000412483000970762,0.000488161710105997,0.000583781367796704,0.00050831473573138,0.000475781318416796,0.000470520577202884,0.000477586515379684,0.000475309514354088,0.000484565809367136,0.00051922493826091,0.000501359721174533,0.000520638800545685,0.000519903606587737,0.000528799557017057,0.000523919031372112,0.000528847638889992,0.000538893204394501,0.000534293664546086
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",1.25293615345941e-05,1.69060696171139e-05,2.08617001573277e-05,2.53300291717503e-05,2.96466363946968e-05,3.44513468575857e-05,3.56281925654907e-05,3.56525059940776e-05,3.62640587585201e-05,3.680546122939e-05,3.58363946269442e-05,3.55027935204021e-05,3.58242274851015e-05,3.66481288215045e-05,4.00105527832966e-05,4.41969874254383e-05,4.95495982302433e-05,5.44354810465461e-05,6.04540333439324e-05,6.52675855830814e-05,6.98107063046741e-05,7.4764245245782e-05,7.79689500754955e-05
148,"TCD","Chad",7.64002340680388e-06,1.02122030204698e-05,1.24457351803257e-05,1.47884501334549e-05,1.69553179522594e-05,1.94902314959742e-05,1.97769278308067e-05,1.94913031017937e-05,1.96420037582902e-05,1.95718071336714e-05,1.88318739892055e-05,1.82663526477687e-05,1.80322771488869e-05,1.78561079162633e-05,1.88360682379647e-05,2.02259164143495e-05,2.23401131465056e-05,2.42610906990933e-05,2.65313014885085e-05,2.82757976658329e-05,3.00395903777424e-05,3.18980380378283e-05,3.29509462535649e-05
152,"CHL","Chile",1.8499460551822e-05,3.02113285653973e-05,4.21185704664074e-05,5.39752793220705e-05,6.43027959979438e-05,7.48053623203906e-05,8.63199685330044e-05,9.69959270197795e-05,0.00010803373677532,0.000118811078919249,0.000129380089415756,0.000252131574483656,0.000281978120919715,0.00020445547311025,0.000231807257579928,0.000258532061668962,0.000283678075926078,0.000325011567308671,0.000364142887316224,0.000396019115012827,0.000432635425898489,0.000474011839215184,0.000501435109323311
156,"CHN","China",4.56185230211184e-05,5.96768486849864e-05,6.04498594189316e-05,8.30487426265135e-05,0.000106475319715294,0.00014650385052005,0.000168571036292353,0.000147205560424468,0.000129090215943019,0.000159998798131094,0.000190624988319547,0.00021635124736531,0.000242949659944321,0.000264076758311082,0.000293761754114851,0.000251474787297262,0.000262287521887317,0.000276461719720817,0.000290142290912202,0.000303321979477817,0.000318191481822692,0.000334192415531451,0.00033352806840512
170,"COL","Colombia",2.32563269258158e-05,3.16281930198335e-05,3.93038521483016e-05,4.79812708397334e-05,5.64249154370597e-05,6.65546527386647e-05,6.92026799205385e-05,6.9735358010937e-05,7.16644429768195e-05,7.33403910107969e-05,7.22954344897598e-05,7.195054552087e-05,7.27353472840894e-05,7.3965248876842e-05,7.99092556491398e-05,8.76490628299043e-05,9.86856851479409e-05,0.000108579494594923,0.000120340213350413,0.000130311576573613,0.000140386944116297,0.000151795843829796,0.000160581334503759
174,"COM","Comoros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",1.41988589143578e-05,1.91452627070513e-05,2.3698504568572e-05,2.88878649480377e-05,3.38600451467269e-05,3.98527579614573e-05,4.13414548354884e-05,4.16664883641264e-05,4.26484605127456e-05,4.36104452056671e-05,4.28362624971551e-05,4.25220398784083e-05,4.28578094001321e-05,4.34098884804139e-05,4.68593114199651e-05,5.14785581591268e-05,5.8036016707093e-05,6.42791662211179e-05,7.20133218693944e-05,7.86699739523716e-05,8.54950269416692e-05,9.31323253181973e-05,9.86328635822568e-05
384,"CIV","Cote d'Ivoire",1.4881244691116e-05,2.00052558736011e-05,2.46551990208945e-05,2.98071625618064e-05,3.4834369314307e-05,4.07480885166562e-05,4.19716204814702e-05,4.1881752171039e-05,4.262896955111e-05,4.31381307125984e-05,4.19506741511215e-05,4.13673216894525e-05,4.13435058347953e-05,4.161239253544e-05,4.43563984430904e-05,4.78879689360493e-05,5.32757965743415e-05,5.83547595912688e-05,6.43288919724917e-05,6.922254401569e-05,7.38481093578608e-05,7.89715531000538e-05,8.2029671161869e-05
191,"HRV","Croatia",8.28055041937631e-05,8.04718160256133e-05,7.97271333051615e-05,7.97044382823903e-05,8.06114389258003e-05,8.09717538505085e-05,8.2112489936001e-05,8.60745526269327e-05,8.49246062085456e-05,8.29233428280948e-05,0.000101968907864108,0.000108629073064615,0.000108024308046897,0.000123834236947296,0.000125283450858333,0.000128223305525449,0.000129601046774,0.000132621139227709,0.0001352791680111,0.000137260829768775,0.000139339078187999,0.000146687290538799,0.000148936170212766
192,"CUB","Cuba",5.96985842791387e-06,8.2142882471849e-06,1.03849122980728e-05,1.27687498152773e-05,1.52334540191108e-05,1.82285187576793e-05,1.91818752591995e-05,1.95210475491014e-05,2.03075232988924e-05,2.09160799898256e-05,2.08141116488434e-05,2.08873402361863e-05,2.1309914238648e-05,2.19050717218861e-05,2.39145233164837e-05,2.64552737441814e-05,3.01533801939197e-05,3.38731723152093e-05,3.83113216841021e-05,4.23268379457363e-05,4.64573073273881e-05,5.10821781653982e-05,5.46726326727756e-05
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",9.33310976053455e-05,0.000102816040131422,0.000111994168158225,0.000124956265307143,0.000138413875156575,0.00015042495048512,0.000162018043693708,0.000171342421310527,0.000184915643680371,0.000194423991920603,0.000206252002768911,0.000227930478584141,0.00023431636686853,0.000243365713541417,0.000249788656706273,0.000255205174853447,0.000263799158681038,0.000273060587179557,0.000282237652307826,0.00029051883245608,0.000298980959761203,0.000309438766488666,0.000317222378480657
203,"CZE","Czech Republic",5.17793015996099e-05,6.597103440918e-05,8.1887504025727e-05,9.74102604297156e-05,0.000105912454922237,0.000115559204701967,0.000143570039960328,0.000182545042989358,0.000208963212170942,0.000215436019523674,0.000243450466422452,0.00026486058424815,0.000274955676478969,0.00028627754731854,0.000301177718891358,0.000321447092226584,0.000342597601513941,0.000359622662381903,0.000361244215388853,0.000357950387326682,0.000363624194675233,0.000377887507933734,0.000395209115498249
180,"COD","Dem. Rep. Congo",5.3479986976389e-06,7.16471665631176e-06,8.76852188136244e-06,1.05439951581072e-05,1.22410393083853e-05,1.41820777546736e-05,1.44737308636295e-05,1.42976988566916e-05,1.43775737865119e-05,1.44079143825092e-05,1.38572462937402e-05,1.34878721088706e-05,1.32961735330933e-05,1.32044612402166e-05,1.39408404390849e-05,1.50018617564709e-05,1.64556542162082e-05,1.77971256526784e-05,1.95206296023114e-05,2.09105219855786e-05,2.21855660190535e-05,2.3463378640179e-05,2.42399238575512e-05
208,"DNK","Denmark",0.000156003727608877,0.000148914408364735,0.000154019833959922,0.000158053669238192,0.00016837748678283,0.000175110601996667,0.000181157021388667,0.00018493297918973,0.000183849595740223,0.00018830021935165,0.000160787846025088,0.00015294659148109,0.000163102612288637,0.000155478285400429,0.000144946154629904,0.000112782953692305,0.000120460683553276,9.85259272365212e-05,0.000115126321363648,9.21845713984984e-05,8.41992768808335e-05,7.95665433271416e-05,7.08110079608175e-05
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,"DMA","Dominica",7.41813712580107e-08,8.09942335627192e-08,2.73944507925346e-08,3.00984775430291e-08,4.40400151660979e-08,4.73250429565775e-08,2.63303366209886e-08,1.93384223918575e-08,1.23288069553081e-08,5.32077282044572e-09,0,0,0,0,0,0,0,0,0,0,0,0,0
214,"DOM","Dominican Republic",2.35341199661718e-05,3.19527883133542e-05,3.97948812640128e-05,4.86555158090067e-05,5.73916522459543e-05,6.76503758742174e-05,7.0334789288604e-05,7.08344403430429e-05,7.26665734182314e-05,7.42118027653432e-05,7.27309553072883e-05,7.22959424306199e-05,7.27752554561005e-05,7.38403302297094e-05,7.9750129229249e-05,8.73548602360676e-05,9.87880229400987e-05,0.000108948381383953,0.000122613552457375,0.00013324900968417,0.000144549869886935,0.000156504755900702,0.0001656451732555
218,"ECU","Ecuador",7.29417882554534e-06,9.88671459880841e-06,1.23177122045346e-05,1.49610741419711e-05,1.75845701455522e-05,2.06245281412972e-05,2.14147115213504e-05,2.14709193588054e-05,2.19358800430192e-05,2.2316029434368e-05,2.17484339960046e-05,2.15255187650022e-05,2.1635399854158e-05,2.18787916216185e-05,2.35618587148234e-05,2.57472538423609e-05,2.89545021969837e-05,3.19220092012047e-05,3.54966879944559e-05,3.84000221405533e-05,4.14473128751899e-05,4.48933479576645e-05,4.73307038497861e-05
818,"EGY","Egypt",4.28743340239324e-05,4.92764589294235e-05,5.60530890770017e-05,6.26618198714374e-05,6.95282669620238e-05,7.72681131442924e-05,7.91271997020452e-05,7.85708808166701e-05,8.26527274809692e-05,8.19872838073688e-05,8.0914667655094e-05,8.0381117258068e-05,8.04468407714585e-05,8.07471661653524e-05,8.47348370775043e-05,9.00497124554071e-05,9.94147059404195e-05,0.00010708385646417,0.000116636888112402,0.000124977902817959,0.000133066413893831,0.000141860617129562,0.000147760922431075
222,"SLV","El Salvador",7.70330429797388e-06,1.05876743772435e-05,1.33083247730307e-05,1.644308659467e-05,1.9716169993149e-05,2.35184338975494e-05,2.4691619896209e-05,2.51483629325705e-05,2.60378085459713e-05,2.69241402498166e-05,2.66599760485467e-05,2.6721635025155e-05,2.7104717860175e-05,2.76446648545131e-05,3.011502005145e-05,3.33811261187091e-05,3.7916905980472e-05,4.24468943075523e-05,4.79578710019307e-05,5.28644153538007e-05,5.768560582043e-05,6.30328592829426e-05,6.69150519727946e-05
226,"GNQ","Equatorial Guinea",3.60596049210411e-05,4.75482086003865e-05,5.71530867308037e-05,6.77488758118785e-05,7.73275408268843e-05,8.83516859675782e-05,8.8909210994259e-05,8.65290773534117e-05,8.57311419126789e-05,8.46039900889731e-05,8.01261552967317e-05,7.70582952119016e-05,7.5399870647333e-05,7.43604399244016e-05,7.79812582469041e-05,8.31494024007905e-05,9.14986986454618e-05,9.85735103336748e-05,0.000107849657577337,0.000115258484859607,0.000122803247268724,0.000131541433104145,0.000136723927523183
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"EST","Estonia",5.86978385594691e-05,7.13917794995371e-05,7.2497915684924e-05,7.73316213376911e-05,8.88040805841988e-05,0.000100385672897714,0.000115829255797031,0.000128293104991497,0.000113679707424332,0.000119144408268172,0.000133686325315909,0.000139366102698504,0.000148182197572231,0.000159332684368781,0.00016811900695678,0.000171809941713857,0.000180119927952029,0.000177624747226321,0.000177007618135565,0.000171075696850851,0.000166977304625271,0.000164546347972699,0.000167315105653912
748,"SWZ","Eswatini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"ETH","Ethiopia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
