"code","iso","country","WGI.raw.2016","WGI.raw.2017","WGI.raw.2018","WGI.raw.2019","WGI.raw.2020","WGI.raw.2021","WGI.raw.2022"
499,"MNE","Montenegro",17.5434551997317,NA,NA,NA,NA,NA,NA
504,"MAR","Morocco",885.034654001974,NA,NA,NA,NA,NA,NA
508,"MOZ","Mozambique",1953.24630500652,NA,NA,NA,NA,NA,NA
104,"MMR","Myanmar",1138.15334833271,NA,NA,NA,NA,NA,NA
516,"NAM","Namibia",24.156738275889,NA,NA,NA,NA,NA,NA
520,"NRU","Nauru",0.605662594470852,NA,NA,NA,NA,NA,NA
524,"NPL","Nepal",NA,NA,NA,333.588183123113,NA,NA,NA
528,"NLD","Netherlands",164.556316697839,159.597350549876,157.079138213834,155.078793724507,171.423297609347,159.562390574509,NA
540,"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",81.7951208092636,82.4788762225953,86.3296884398569,NA,NA,NA,NA
558,"NIC","Nicaragua",266.608055715767,NA,NA,NA,NA,NA,NA
562,"NER","Niger",1631.00775089891,NA,NA,NA,NA,NA,NA
566,"NGA","Nigeria",5301.29332961524,NA,NA,NA,NA,NA,NA
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea",NA,NA,NA,NA,NA,NA,NA
807,"MKD","North Macedonia",40.3106235174799,NA,NA,NA,NA,NA,NA
578,"NOR","Norway",62.7223235162877,61.7574905430355,61.3119291674879,64.5231281772304,51.4267075683689,66.2069848277253,NA
512,"OMN","Oman",NA,NA,50.256578164874,58.3778423048911,81.4885363034543,84.9098809582786,NA
586,"PAK","Pakistan",6480.26760098171,NA,NA,NA,NA,NA,NA
585,"PLW","Palau",0.513305134383824,NA,NA,NA,NA,NA,NA
591,"PAN","Panama",45.5245301674269,41.8748879944683,39.4228368824866,38.9534216633798,NA,NA,NA
598,"PNG","Papua New Guinea",254.814468026435,NA,NA,NA,NA,NA,NA
600,"PRY","Paraguay",138.144732279279,NA,NA,NA,NA,NA,NA
604,"PER","Peru",568.573631688711,569.45982234414,587.542841923963,611.056258947247,706.612604356197,655.374168592548,NA
608,"PHL","Philippines",2571.34493510312,2494.68807876627,2464.46143500943,2406.85637524162,NA,NA,NA
616,"POL","Poland",408.953841722642,399.524393274822,393.361445576289,384.592599586736,403.019330468741,391.630785886032,NA
620,"PRT","Portugal",153.57545191511,151.521952498048,153.140097359227,151.120332859984,164.910386365811,157.685206901972,NA
634,"QAT","Qatar",11.8118545805083,12.8491092425779,NA,NA,NA,NA,NA
178,"COG","Republic of Congo",103.397214361925,NA,NA,NA,NA,NA,NA
642,"ROU","Romania",207.724852344303,197.933829600235,184.297831717693,180.994100615679,192.309779670344,186.218472598883,NA
643,"RUS","Russia",2316.37315502959,NA,NA,NA,NA,NA,NA
646,"RWA","Rwanda",2297.70809781443,NA,NA,NA,NA,NA,NA
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",1.12146744383133,NA,NA,NA,NA,NA,NA
662,"LCA","Saint Lucia",5.6041391168986,4.91886932896795,4.60869110409826,5.10972651455164,NA,NA,NA
670,"VCT","Saint Vincent and the Grenadines",2.37013672519491,NA,NA,NA,NA,NA,NA
882,"WSM","Samoa",2.27189638241182,2.50393982503946,NA,NA,NA,NA,NA
674,"SMR","San Marino",0.293923404008356,NA,NA,NA,NA,NA,NA
678,"STP","Sao Tome and Principe",6.64224844626018,NA,NA,NA,NA,NA,NA
682,"SAU","Saudi Arabia",331.182593138017,NA,NA,NA,NA,NA,NA
686,"SEN","Senegal",787.055839679959,NA,NA,NA,NA,NA,NA
688,"SRB","Serbia",145.054870814163,NA,NA,NA,NA,NA,NA
690,"SYC","Seychelles",NA,NA,NA,1.8588928533613,1.73387407941615,1.6354934875977,NA
694,"SLE","Sierra Leone",387.811650086176,NA,NA,NA,NA,NA,NA
702,"SGP","Singapore",20.4885158789685,19.3390882491776,18.7374932223519,17.5835872072676,14.8263104009607,15.4239792489971,NA
534,"SXM","Sint Maarten",NA,NA,NA,NA,NA,NA,NA
703,"SVK","Slovakia",64.4445990918987,68.2759907054123,71.9809973373849,71.7175724935586,84.366223920317,83.0491420416241,NA
705,"SVN","Slovenia",27.0564617185025,26.6794106657524,26.5556251114358,26.9507023055029,27.6024773817831,26.9004631221026,NA
90,"SLB","Solomon Islands",68.9603252083368,NA,NA,NA,NA,NA,NA
706,"SOM","Somalia",2161.403803509,NA,NA,NA,NA,NA,NA
710,"ZAF","South Africa",1333.20312667335,NA,NA,NA,NA,NA,NA
410,"KOR","South Korea",493.353822442473,477.063749759347,487.760325734866,495.171802814312,532.17941919748,NA,NA
728,"SSD","South Sudan",4839.91744545127,NA,NA,NA,NA,NA,NA
724,"ESP","Spain",559.5690224214,556.710360034627,551.904329634837,545.874937364221,611.022134984769,589.822124797555,NA
144,"LKA","Sri Lanka",211.376824825489,NA,NA,NA,NA,NA,NA
275,"PSE","State of Palestine",281.035156664713,268.071524116718,304.239053686113,305.04687998682,363.758128162706,359.403511758521,NA
729,"SDN","Sudan",598.199968143717,NA,NA,NA,NA,NA,NA
740,"SUR","Suriname",14.4460859173116,13.8337073531024,13.1114618928589,13.4624197754307,19.5401547974735,18.7747783334467,NA
752,"SWE","Sweden",86.4721751940616,87.6069147648985,84.356441037112,87.2459856460745,86.8865885846384,80.9343433565483,NA
756,"CHE","Switzerland",89.9918368557658,88.7551565012512,87.2150672170158,87.8154865471023,90.8654270811019,88.3331186616692,NA
760,"SYR","Syria",NA,NA,NA,NA,NA,NA,NA
158,"TWN","Taiwan",158.721834068938,162.283671317101,195.536788796474,191.236137334907,185.721008880278,176.108641660293,191.51487493893
762,"TJK","Tajikistan",578.2175187655,NA,NA,NA,NA,NA,NA
834,"TZA","Tanzania",4016.54018636507,NA,NA,NA,NA,NA,NA
764,"THA","Thailand",1651.28288170843,1609.23907374092,1580.90033110967,1595.36521106929,1504.2498969111,1461.91207370524,NA
626,"TLS","Timor-Leste",19.4338275705388,NA,NA,NA,NA,NA,NA
768,"TGO","Togo",572.33116419756,NA,NA,NA,NA,NA,NA
776,"TON","Tonga",2.8544046011595,NA,NA,NA,NA,NA,NA
780,"TTO","Trinidad and Tobago",26.2937031029276,NA,NA,NA,NA,NA,NA
788,"TUN","Tunisia",251.130133400673,NA,NA,NA,NA,NA,NA
792,"TUR","Turkiye",1298.72846190239,1238.92280415585,1226.40198464503,1243.940556709,1214.51023716807,NA,NA
795,"TKM","Turkmenistan",38.208733585836,NA,NA,NA,NA,NA,NA
796,"TCA","Turks and Caicos Islands",NA,NA,NA,NA,NA,NA,NA
798,"TUV","Tuvalu",0.966911619582843,NA,NA,NA,NA,NA,NA
800,"UGA","Uganda",3296.38117431354,NA,NA,NA,NA,NA,NA
804,"UKR","Ukraine",1355.19867359971,1302.30733303322,1300.78168959354,1296.83633943002,NA,NA,NA
784,"ARE","United Arab Emirates",73.1231415005864,75.0466990537083,76.9424288727782,78.2601500328447,78.6775069499229,NA,NA
826,"GBR","United Kingdom",700.17537748204,670.81422056327,660.870779773312,651.819327860837,743.084754244368,695.280437962223,NA
840,"USA","United States of America",4147.53191863908,4090.64353072159,4346.74739780407,NA,NA,NA,NA
858,"URY","Uruguay",54.6899820731649,NA,NA,NA,NA,NA,NA
860,"UZB","Uzbekistan",600.244634447874,NA,NA,NA,NA,NA,NA
548,"VUT","Vanuatu",24.0349397476234,NA,NA,NA,NA,NA,NA
862,"VEN","Venezuela",811.780650254082,817.882686873587,1342.56772074887,2259.66697654887,2919.82798449186,NA,NA
704,"VNM","Viet Nam",1119.89621622021,NA,NA,NA,NA,NA,NA
876,"WLF","Wallis and Futuna Islands",NA,NA,NA,NA,NA,NA,NA
732,"ESH","Western Sahara",NA,NA,NA,NA,NA,NA,NA
887,"YEM","Yemen",2213.283892599,NA,NA,NA,NA,NA,NA
894,"ZMB","Zambia",770.703705911317,NA,NA,NA,NA,NA,NA
716,"ZWE","Zimbabwe",634.014287409623,NA,NA,NA,NA,NA,NA
