"code","iso","country","BLC.raw.2000","BLC.raw.2001","BLC.raw.2002","BLC.raw.2003","BLC.raw.2004","BLC.raw.2005","BLC.raw.2006","BLC.raw.2007","BLC.raw.2008","BLC.raw.2009","BLC.raw.2010","BLC.raw.2011","BLC.raw.2012","BLC.raw.2013","BLC.raw.2014","BLC.raw.2015","BLC.raw.2016","BLC.raw.2017","BLC.raw.2018","BLC.raw.2019","BLC.raw.2020","BLC.raw.2021","BLC.raw.2022"
31,"AZE","Azerbaijan",1.50441298599676e-10,1.28304787396587e-10,1.18944798561167e-10,1.08746622473382e-10,1.10857197883569e-10,9.0918013417701e-11,6.62483204283086e-11,4.86701955021359e-11,4.94013194650013e-11,4.22163652153947e-11,4.3615448627622e-11,4.67170527308139e-11,4.71600837452182e-11,4.80190086588759e-11,4.61781852373783e-11,4.21971833419295e-11,4.09588374561436e-11,4.44864407822323e-11,4.65431203737715e-11,4.52978185075175e-11,4.40113367517924e-11,4.2160014867972e-11,4.19419094104726e-11
44,"BHS","Bahamas",7.58607668350363e-12,7.24227646396637e-12,6.16895304644134e-12,6.06558707172646e-12,6.40781810443664e-12,6.10985673070489e-12,6.1075251537049e-12,6.21863487043991e-12,5.34566079754408e-12,7.69132925258734e-12,1.04674236311383e-11,5.17970958934822e-12,5.53463610758055e-12,5.57996052106888e-12,5.34843632519005e-12,5.40464927834779e-12,5.40751510775446e-12,5.40809068111857e-12,5.36613864801014e-12,5.51838874116926e-12,6.33168215523737e-12,5.52009525688415e-12,4.94731045246604e-12
48,"BHR","Bahrain",1.79306351711058e-11,1.78073061243814e-11,2.14686299903268e-11,2.29026519581029e-11,2.47374711798491e-11,3.15616981835733e-11,3.04806791156942e-11,3.17881270601925e-11,3.38411013523031e-11,3.05175213963156e-11,2.74770594530944e-11,2.41979177977281e-11,2.29022321524115e-11,2.07737828435308e-11,1.92844735423865e-11,2.00713791708684e-11,2.04860804518112e-11,2.06112350417893e-11,1.91003600934904e-11,1.66918043865843e-11,1.64016453869484e-11,1.53968068169211e-11,1.58209647261586e-11
50,"BGD","Bangladesh",1.11654287966286e-10,1.12152956246972e-10,1.10217267510426e-10,1.06786406872715e-10,1.0396344105125e-10,1.0074270182085e-10,9.53243318851671e-11,8.97361606341136e-11,8.55708714338812e-11,8.19517395250844e-11,7.9365018908512e-11,7.71333862190344e-11,7.28316670561234e-11,6.77651420606247e-11,6.39451501135557e-11,6.05707229335947e-11,5.71882999861497e-11,5.45647732268454e-11,5.08073335584986e-11,4.67024249749965e-11,4.38582117517133e-11,4.21112766230362e-11,3.98133509760279e-11
52,"BRB","Barbados",1.82263410847968e-11,1.93173317050407e-11,1.71141973425591e-11,1.6855538674892e-11,1.64544389137808e-11,1.63416916144727e-11,1.61126245695852e-11,1.65884227380189e-11,1.88801076618573e-11,2.07118897048373e-11,2.07740995719373e-11,1.3988023496883e-11,1.52108123565326e-11,1.52056734919931e-11,1.49746304738245e-11,1.4826944639087e-11,1.44338313562399e-11,1.46230051345589e-11,1.48389332414608e-11,1.508335628292e-11,1.56506582575199e-11,1.59031903195146e-11,1.47484896414921e-11
112,"BLR","Belarus",8.4699359505784e-11,7.91025495211637e-11,7.69117231578298e-11,7.27099315142634e-11,6.69072078695601e-11,6.81646051770232e-11,6.94591119277245e-11,6.42933844577021e-11,6.5359209871733e-11,6.01516320720297e-11,5.92277771670216e-11,5.95909528106881e-11,6.07373935266861e-11,5.82558592295458e-11,5.32367911404616e-11,4.87316223780675e-11,4.95330499082954e-11,5.02107853064545e-11,4.97777210589738e-11,4.80675826710818e-11,4.48497340789438e-11,4.42119660757429e-11,5.02231231185904e-11
56,"BEL","Belgium",1.94518271416081e-11,2.05599839149475e-11,1.77336411097188e-11,1.76463069272356e-11,1.71622419705976e-11,1.60743157486142e-11,1.48111064966104e-11,1.34522593568178e-11,1.38500039498032e-11,1.352282184798e-11,1.38134139875051e-11,1.16378391360746e-11,1.13661442903706e-11,1.11829202647542e-11,9.51157172562268e-12,9.20658189846666e-12,8.73349940193754e-12,8.01378910605168e-12,7.33826544346623e-12,6.70059211498444e-12,6.33731852467148e-12,5.90290571922451e-12,5.45960559781929e-12
84,"BLZ","Belize",4.41766151678515e-11,4.32733961841769e-11,3.47228057664819e-11,3.22398274782231e-11,3.10031823165266e-11,3.05196469301212e-11,3.00745658924777e-11,2.98876097276326e-11,3.09219368556251e-11,3.25679262898806e-11,3.45507335328447e-11,2.98956321254326e-11,3.03660203646114e-11,2.95730908171094e-11,2.88765148696372e-11,2.82119634302083e-11,2.82038512134364e-11,2.91889308622142e-11,2.90198111879651e-11,2.79953645314608e-11,3.09816776018714e-11,2.70821247838127e-11,2.42428323394717e-11
204,"BEN","Benin",2.87528576532819e-10,2.82232339304701e-10,2.81917857717919e-10,2.81271546246242e-10,2.77783309783492e-10,2.76851201748014e-10,3.02736456602577e-10,3.1132759683155e-10,3.02928563206242e-10,3.12624868805609e-10,2.7389632415734e-10,2.72501910942216e-10,2.66487360656476e-10,2.79394864154748e-10,2.73045018294238e-10,2.82646678990753e-10,2.82085391888541e-10,2.69750372881623e-10,2.71893581211648e-10,2.60851962433038e-10,2.59052698600812e-10,2.02441621861931e-10,1.90530307479793e-10
60,"BMU","Bermuda",4.96013091700651e-12,4.719963559259e-12,4.26942039309151e-12,3.9828710989632e-12,4.59695293142257e-12,3.50016160021996e-12,3.90259834908895e-12,3.82873137501811e-12,3.43009978890864e-12,4.27703191395222e-12,4.56447478996937e-12,2.48353585805134e-12,2.87375322549885e-12,2.81823060688064e-12,2.86087118425485e-12,2.88232367018753e-12,2.89255242057463e-12,2.83719725228122e-12,2.86035325784884e-12,2.90182778852931e-12,2.7430613889791e-12,2.70859198457421e-12,2.6251601850436e-12
64,"BTN","Bhutan",1.32193919304441e-10,1.20232717862242e-10,1.11254121904629e-10,1.0183908778954e-10,9.4153591440714e-11,9.15894463679674e-11,8.77018955076549e-11,7.2753796893463e-11,7.16791000814855e-11,6.84300603065189e-11,6.63376352834101e-11,6.26789536921976e-11,6.05381297671396e-11,6.00160761522374e-11,5.7089335781771e-11,5.33415544081567e-11,4.90956831221801e-11,4.67053879036174e-11,4.5930809644682e-11,4.43306325100973e-11,4.81566915005524e-11,4.69345455480079e-11,NA
68,"BOL","Bolivia",7.17965411769695e-11,7.23509947854143e-11,7.10992810789735e-11,7.1759204408034e-11,7.26852088823815e-11,7.16551135454052e-11,7.25887726826329e-11,7.2146646848656e-11,6.85715620359094e-11,6.70722048696428e-11,6.70016222810286e-11,6.44524376542221e-11,6.3267369120991e-11,6.16047305260377e-11,6.08344766517881e-11,5.53138731020821e-11,5.2714596866554e-11,5.14033333622536e-11,4.94918100165282e-11,4.56732832819915e-11,4.4004401147759e-11,4.42455344142065e-11,4.34266835718038e-11
70,"BIH","Bosnia and Herzegovina",5.03504783223754e-11,4.94123892513949e-11,4.72332492764617e-11,5.11118567977443e-11,5.16049079459035e-11,5.06380273322898e-11,5.62339449992374e-11,5.65959716695655e-11,6.02032890816869e-11,5.58509129074637e-11,5.78408794052528e-11,5.89627857284245e-11,5.7770456884908e-11,5.60670565300347e-11,5.28283650350146e-11,5.76090934919378e-11,6.31504003425549e-11,6.66724335869286e-11,5.99202354862494e-11,5.72035113073223e-11,5.64244589594698e-11,5.16682877715835e-11,4.76329154894965e-11
72,"BWA","Botswana",1.55612158915542e-10,1.60341151991638e-10,1.49734898321487e-10,1.38764816267982e-10,1.32174031127008e-10,1.21675147229158e-10,1.14929806745438e-10,1.20610475561231e-10,1.18102885909e-10,1.31632722443552e-10,1.18227468963445e-10,1.13524716530764e-10,1.19782814387232e-10,1.14190469459861e-10,1.08153908762233e-10,1.09082523975474e-10,9.43366250067379e-11,9.08982893453058e-11,9.18177279992028e-11,8.47334929640965e-11,8.79460529599049e-11,7.96803092999989e-11,7.44082203367126e-11
76,"BRA","Brazil",6.77231287568412e-11,6.98295427997466e-11,7.16951340630692e-11,7.28259204442741e-11,7.22498261214868e-11,7.06652754101342e-11,7.03151132010992e-11,6.86611476756582e-11,6.77175504751087e-11,6.71526027401026e-11,6.63438807658107e-11,6.20384784527103e-11,6.07261994943151e-11,5.76577955985737e-11,5.63763119397403e-11,5.60292716253275e-11,5.60345424755445e-11,5.55926044120032e-11,5.26300191820943e-11,5.07148084768787e-11,5.32536049058611e-11,4.96246395664397e-11,4.740538187211e-11
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",5.0190812305188e-11,4.92684218780622e-11,4.86245148433607e-11,4.87698860500016e-11,4.94327622870763e-11,4.94255951871081e-11,5.07375289874976e-11,5.21414000236546e-11,5.43098784149877e-11,5.56983979092181e-11,5.62403690194853e-11,5.81755752900144e-11,5.88970974404495e-11,5.80217577126166e-11,5.92381889502233e-11,5.97558257927026e-11,5.75342476621792e-11,5.93789650150054e-11,5.87082602177342e-11,5.44452897581632e-11,5.08424586534463e-11,4.98772818177934e-11,5.05816939673038e-11
100,"BGR","Bulgaria",4.55917940362316e-11,4.3310592564852e-11,4.33317340269199e-11,4.48052996778203e-11,4.18428552129722e-11,3.95341753271953e-11,3.78537175557283e-11,3.24545779270384e-11,2.95115258511701e-11,2.93624934920882e-11,2.9516874565423e-11,2.91873112355783e-11,2.98349312363207e-11,2.693021786664e-11,2.65207217024102e-11,2.66663743683242e-11,2.50255049350998e-11,2.36829157771491e-11,2.40255297643839e-11,2.28489591614463e-11,2.33243134606246e-11,2.31870688966508e-11,2.14840304016316e-11
854,"BFA","Burkina Faso",9.25666144562745e-10,8.7888500448429e-10,8.55062491583165e-10,8.0802327349967e-10,7.91120695541729e-10,7.57941841019049e-10,7.34017533669338e-10,7.2995283871141e-10,7.04333731102173e-10,6.96519053853375e-10,6.31044129480937e-10,5.76646915917855e-10,5.32185349963111e-10,4.87814479047671e-10,4.55734607604247e-10,4.28850750857878e-10,3.9664423677537e-10,3.66455552576482e-10,3.36441903752659e-10,3.20962071148377e-10,3.18604162855298e-10,3.00431179683748e-10,2.96125069694942e-10
108,"BDI","Burundi",1.49697773014925e-09,1.47253106582795e-09,1.43373825463065e-09,1.48050822967847e-09,1.45247732151779e-09,1.49829105548691e-09,1.45970408387634e-09,1.45296923398929e-09,1.42284714886421e-09,1.40500843603342e-09,1.31718539334983e-09,1.23838539533472e-09,1.16519574024547e-09,1.08053485818026e-09,1.01528316856629e-09,1.03258925592527e-09,1.01728891012942e-09,9.89066494084644e-10,9.49739647383696e-10,9.39370654925395e-10,9.45914284052154e-10,9.26663523395337e-10,9.09047748189957e-10
132,"CPV","Cabo Verde",2.80314368393711e-10,2.82912768755905e-10,2.78359598446016e-10,2.65350929744124e-10,2.47807841516223e-10,2.46614701987519e-10,2.32631606044863e-10,2.15331373792615e-10,1.842045733673e-10,1.88961426169644e-10,1.7835343808205e-10,1.7878096546643e-10,1.78345435781878e-10,1.73182528371922e-10,1.67499996584489e-10,1.67087325243476e-10,1.59591406622438e-10,1.54897816711088e-10,1.50107782978855e-10,1.42701368261185e-10,1.81386551372506e-10,1.70366514089321e-10,1.45544527285076e-10
116,"KHM","Cambodia",4.82251502968573e-10,4.6129252414126e-10,4.28976412801776e-10,4.02058511642301e-10,3.71661262659472e-10,3.34249867466716e-10,3.06342261289017e-10,2.81239920950289e-10,2.66217862190706e-10,2.79712384206476e-10,2.63018716491562e-10,2.50156336798936e-10,2.40086114761698e-10,2.28806802964243e-10,2.21632602144445e-10,2.12793989774069e-10,2.05424248099676e-10,1.93143751549786e-10,1.78401593410503e-10,1.75029150706121e-10,1.82052587591801e-10,1.76345364010726e-10,1.66745157620477e-10
120,"CMR","Cameroon",4.77215857484554e-10,4.65484354168764e-10,4.79301229181824e-10,4.66124132929799e-10,4.47009467834805e-10,4.46041510694624e-10,3.83115384648987e-10,3.13690016373335e-10,3.12399767782708e-10,3.21475429218032e-10,3.14766654536754e-10,3.11470014886994e-10,3.06996844125126e-10,3.04133978300968e-10,2.99523977810067e-10,2.92915751525637e-10,2.87762486390306e-10,2.82492380002138e-10,2.77677254032647e-10,2.74445564095538e-10,2.79107829138784e-10,2.74432579846907e-10,2.65003330129305e-10
124,"CAN","Canada",2.26748772454378e-11,2.07442915831055e-11,2.01603865090935e-11,2.07365219893578e-11,2.07992980080489e-11,1.91645884862349e-11,1.80405368665178e-11,1.77838959351608e-11,1.70176571360874e-11,1.62416861071485e-11,1.58523928677216e-11,1.43620219249889e-11,1.31952246856185e-11,1.26476898968889e-11,1.17179518350992e-11,1.11293306648867e-11,9.86424475721827e-12,9.53290006864067e-12,9.10675817071143e-12,8.43006675633885e-12,8.03120177721072e-12,7.79518003422701e-12,7.57111852706381e-12
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,5.20546183319189e-12,5.99581448377766e-12,6.73753128023569e-12,7.21206390887533e-12,7.66542924997308e-12,4.49787734564122e-12,4.98464994419163e-12,4.86395066436329e-12,4.68848957654586e-12,4.64391517991388e-12,4.50127046405115e-12,4.43156272067581e-12,4.2792108084704e-12,4.20902040927617e-12,3.89174197194037e-12,3.82080488394475e-12,NA
140,"CAF","Central African Republic",1.17265230795968e-09,1.1225876276315e-09,1.08685477024782e-09,1.15267276326933e-09,1.09391139227252e-09,1.11254926607841e-09,1.0717735304263e-09,1.03791995624155e-09,1.02602672432732e-09,9.53136577608937e-10,8.87229731829383e-10,8.18477829306535e-10,7.55112869559761e-10,1.13836659764255e-09,1.0977130625501e-09,1.01615268028006e-09,9.40426599886694e-10,8.71984523493824e-10,8.12948246976343e-10,7.87168030938916e-10,7.81738298479554e-10,7.74991565863647e-10,7.74755403955242e-10
148,"TCD","Chad",1.2815733489849e-09,1.17168788789359e-09,1.10671506673256e-09,1.00479633617455e-09,7.82906231123584e-10,7.00378525149783e-10,7.14428361731583e-10,7.12279983021627e-10,7.07756056345417e-10,6.92885217784775e-10,6.01529448336934e-10,5.85457536229898e-10,5.27988465593694e-10,4.84476968745015e-10,4.44077997811446e-10,4.25163601545231e-10,4.43768202592781e-10,4.46666791064247e-10,4.27818820716872e-10,4.18378071359933e-10,4.30825428697683e-10,4.41158258056983e-10,4.31757475665129e-10
152,"CHL","Chile",8.16684494673199e-11,7.81970571166938e-11,7.68559240172355e-11,7.14621354117325e-11,7.06481130163899e-11,6.82526096885337e-11,6.69393752862064e-11,6.76231887244191e-11,6.71498060407201e-11,6.71945681580059e-11,6.25732727446484e-11,6.58789270696007e-11,6.10174929552497e-11,6.32111094684963e-11,6.1401538967319e-11,6.03922808107819e-11,6.14888762499179e-11,6.04771815484646e-11,5.97569894684349e-11,5.8092303620478e-11,5.85080365718148e-11,5.13025228402126e-11,5.073618334887e-11
156,"CHN","China",3.39973956694191e-10,3.18899818274041e-10,2.91699125014954e-10,2.72655323658659e-10,2.59265886564807e-10,2.43400096590642e-10,2.19836242420119e-10,1.90592179964438e-10,1.69725934682297e-10,1.54957994645076e-10,1.41954907302791e-10,1.28368684210931e-10,1.18227733335894e-10,1.04347043108158e-10,8.97183323432473e-11,7.64851761228918e-11,6.6899879380092e-11,6.17768362573919e-11,5.50215722818714e-11,4.87537609751749e-11,4.69169341381153e-11,4.32300043651258e-11,4.09981891630626e-11
170,"COL","Colombia",5.34451577531234e-11,5.22595197631267e-11,4.94596594517752e-11,5.20203379601844e-11,4.66216976753968e-11,4.59425588770738e-11,4.55658931688484e-11,4.58912010766637e-11,4.41826174806041e-11,4.49098768103903e-11,4.30912134671144e-11,4.41498354724843e-11,4.38005472767771e-11,5.35993039325009e-11,5.14947794842163e-11,4.71111987686594e-11,4.45805676179935e-11,3.78943160112863e-11,3.71382462859253e-11,3.63029432428373e-11,3.80022715233797e-11,3.51452908922409e-11,3.2846440604278e-11
174,"COM","Comoros",4.91542081220456e-10,4.87263286680624e-10,4.83191181430648e-10,4.81002161033203e-10,4.83682286129629e-10,4.91102840495079e-10,4.90408802870275e-10,4.94605597035786e-10,4.82427294337721e-10,4.72145251476848e-10,4.4824612141746e-10,4.20601926298548e-10,4.01818583222529e-10,3.73233819971384e-10,3.55641319581535e-10,3.46040712433764e-10,3.28949189007302e-10,3.12422024695705e-10,2.96222662273664e-10,2.93327479570182e-10,2.96982710398042e-10,2.91867591896219e-10,2.85401968808036e-10
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",4.44859618190035e-11,4.89251715063648e-11,5.34193217644366e-11,5.77634449137259e-11,5.42858166224604e-11,5.90395543436673e-11,6.11895726811627e-11,5.72465581234967e-11,5.34076308912269e-11,5.14333029289356e-11,4.95526999569528e-11,4.5425620840327e-11,4.28683731813189e-11,4.21486746604795e-11,4.01120253013143e-11,3.88250862652117e-11,3.49826224574005e-11,3.33576198575091e-11,3.17521103932847e-11,3.05033928527907e-11,2.95468875749036e-11,2.90541667524586e-11,2.86312944886729e-11
384,"CIV","Cote d'Ivoire",1.58870308976328e-10,1.62595521291033e-10,1.69111720576548e-10,1.7788647845051e-10,2.27817518762367e-10,2.31052818543231e-10,2.28660408815097e-10,2.33734049529082e-10,2.23138225752811e-10,2.04335601728995e-10,2.11214787673156e-10,2.55266115459742e-10,2.50457639636221e-10,2.3220252485728e-10,2.16677837822106e-10,1.64997817859506e-10,1.50369723511055e-10,1.48334849856537e-10,1.30448884246503e-10,1.2993667726216e-10,1.30670733206935e-10,1.27754062407325e-10,1.19799298797484e-10
191,"HRV","Croatia",5.17143676201373e-11,5.0832823595351e-11,4.78261619814141e-11,5.13892839565853e-11,4.76091999563723e-11,4.66972474944176e-11,4.24904220413372e-11,3.91166827299029e-11,3.75426326700393e-11,3.88985340747503e-11,3.85951986221554e-11,3.6123046162645e-11,3.36348189103483e-11,3.24028924127168e-11,2.93018509344365e-11,3.0513203906738e-11,2.8790904104511e-11,2.73696632819086e-11,2.45714125844479e-11,2.290736671469e-11,2.44137169802437e-11,2.22555919352453e-11,1.99484573893073e-11
192,"CUB","Cuba",1.32103341429048e-10,1.2544730456628e-10,1.06499156784924e-10,9.31650428080208e-11,8.65288183627269e-11,7.08888035383052e-11,5.37668042129243e-11,5.37640763806675e-11,4.99338094664062e-11,4.84142852411288e-11,4.10815995865871e-11,4.12692282825723e-11,4.15205891821155e-11,4.11899255746908e-11,4.12270052779351e-11,4.08424227223633e-11,3.65764718312491e-11,4.29424422560002e-11,4.57539985493304e-11,3.83997569487633e-11,3.72569766611589e-11,3.31387101385555e-11,3.2843406816817e-11
531,"CUW","Curacao",1.47026354126986e-10,1.46372422190524e-10,1.46514094717652e-10,1.4710744511975e-10,1.46984824645275e-10,1.47393339548294e-10,1.46870477618254e-10,1.46986801141572e-10,1.46816907173088e-10,1.47178151097252e-10,1.47227470231527e-10,1.46891404052773e-10,1.4398313157299e-10,1.43341948645014e-10,1.4297061172596e-10,1.41903851789658e-10,1.41612581453811e-10,1.4053046202963e-10,1.39588412844291e-10,1.3842651946642e-10,1.37806476606472e-10,1.38122375891544e-10,NA
196,"CYP","Cyprus",4.76343628770324e-11,4.58971343425333e-11,4.19049052624694e-11,4.22115459513572e-11,3.80689308376096e-11,2.88663949369259e-11,2.53936476407094e-11,2.21125753027268e-11,2.14249633216975e-11,2.0577952002747e-11,1.9230032592701e-11,1.7880956575121e-11,1.64912083328499e-11,1.46670032729792e-11,1.51830862493079e-11,1.57466684962243e-11,1.49508691454517e-11,1.45871360408353e-11,1.31214668439592e-11,1.25587714538872e-11,1.16408446769697e-11,1.19462395915685e-11,1.07559440198461e-11
203,"CZE","Czech Republic",3.1992448963665e-11,3.0676886151988e-11,2.95608417967107e-11,2.89837865846677e-11,2.84298033424729e-11,2.63060111976999e-11,2.42768180158079e-11,2.24895785973584e-11,2.20553693645223e-11,2.32142661966043e-11,2.24263889140871e-11,2.13636619228334e-11,2.12729374607287e-11,2.09532648984703e-11,2.01441025290876e-11,1.90892716222969e-11,1.83695620820168e-11,1.74558111393201e-11,1.66012561275825e-11,1.59026756265753e-11,1.63116916788372e-11,1.65253079854144e-11,1.56437487174784e-11
180,"COD","Dem. Rep. Congo",1.24507419092515e-09,1.31731376397628e-09,1.32539829271843e-09,1.30211695927418e-09,1.26452689165281e-09,1.23678692288293e-09,1.21641565145613e-09,1.18445411075015e-09,1.15540604177775e-09,1.1589076791298e-09,1.08638581468892e-09,1.06896857801782e-09,7.55493974293436e-10,8.00987351850423e-10,8.42438647284028e-10,7.98055421886047e-10,7.98005981746438e-10,8.48598035475819e-10,6.93695669965939e-10,6.72998269468085e-10,6.70470366219996e-10,6.39439431088043e-10,5.87074047775471e-10
208,"DNK","Denmark",1.77764434897665e-11,1.78508146697704e-11,1.73648631823201e-11,1.76436958627233e-11,1.70640077763122e-11,1.67225278707888e-11,1.61485485228149e-11,1.59770957265878e-11,1.56684177605489e-11,1.5673719122232e-11,1.5744841168313e-11,1.4358520013891e-11,1.32302007269621e-11,1.26151652755929e-11,1.1455272821063e-11,1.11863603263427e-11,1.06760385299377e-11,1.00194572511632e-11,9.25362468050172e-12,8.3114585723115e-12,7.80229769476279e-12,8.05590243997499e-12,7.41968101533433e-12
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.93204624204443e-10,2.65830825015887e-10,2.45737307657939e-10,2.26374187036361e-10,2.14538696666249e-10,2.03272957374298e-10,1.9553575513505e-10,1.96650366467508e-10,1.8781070718122e-10,1.83048281434379e-10
