"code","iso","country","NDG.raw.2000","NDG.raw.2001","NDG.raw.2002","NDG.raw.2003","NDG.raw.2004","NDG.raw.2005","NDG.raw.2006","NDG.raw.2007","NDG.raw.2008","NDG.raw.2009","NDG.raw.2010","NDG.raw.2011","NDG.raw.2012","NDG.raw.2013","NDG.raw.2014","NDG.raw.2015","NDG.raw.2016","NDG.raw.2017","NDG.raw.2018","NDG.raw.2019","NDG.raw.2020","NDG.raw.2021","NDG.raw.2022"
818,"EGY","Egypt",1.12705680098801e-10,1.1006109345773e-10,1.10682983050738e-10,1.10512922263488e-10,1.14455513444318e-10,1.10604100626345e-10,1.03099159227949e-10,9.70601832176504e-11,9.44844891597864e-11,9.08489382795373e-11,8.95072217490947e-11,9.04619665396401e-11,8.75324073727781e-11,8.45126275905134e-11,8.28277980288708e-11,8.13009147982629e-11,7.94036601517873e-11,7.56807553565668e-11,7.1511019089765e-11,6.12397648151044e-11,6.03819793428907e-11,5.90594367324611e-11,5.61846127461292e-11
222,"SLV","El Salvador",1.05869672528246e-10,1.12369596895421e-10,1.07353441328263e-10,1.05946958407688e-10,1.12144996652445e-10,1.2044520019659e-10,1.12213416631872e-10,1.1737523273934e-10,1.20000196671215e-10,1.15798214257238e-10,1.13407706955043e-10,1.06273090838703e-10,1.00875209081436e-10,8.93685355764412e-11,8.28972830677464e-11,8.40605411076717e-11,7.7056512980639e-11,6.8141165515135e-11,7.03329136263583e-11,5.71765732822343e-11,6.93457955941304e-11,6.71981373499373e-11,6.65027244594939e-11
226,"GNQ","Equatorial Guinea",1.5793398352296e-11,1.12024995848447e-11,9.9067620908758e-12,9.29082188347256e-12,7.7424229987065e-12,7.29075038613536e-12,7.22811801067762e-12,5.57327894920132e-12,5.57602462472777e-12,5.47432321900753e-12,6.16328810356628e-12,5.9290387779337e-12,5.18310426897581e-12,5.32381487708139e-12,5.1095152697287e-12,5.41008241885094e-12,5.76744479497424e-12,5.93826531444245e-12,6.18334147183809e-12,6.97809100003221e-12,7.28717517388414e-12,7.56572224145129e-12,7.01078065990469e-12
232,"ERI","Eritrea",1.41134188431038e-09,1.18477165053501e-09,1.13006305170014e-09,1.19307753792299e-09,1.16920520149484e-09,1.17078556022012e-09,1.14209699572813e-09,1.20959978238112e-09,1.48503007245953e-09,1.33110000547041e-09,1.17444236049831e-09,9.77907607275294e-10,9.63230971474995e-10,1.0852848763602e-09,8.33261188020355e-10,1.05709646128967e-09,9.94632024127153e-10,1.11104401862068e-09,9.98120256307031e-10,9.6124625160847e-10,NA,NA,NA
233,"EST","Estonia",2.19198143446585e-10,2.05643183310061e-10,1.9260143172844e-10,1.83629261462186e-10,1.74719130082327e-10,1.58390985730536e-10,1.44041638399231e-10,1.38923644506507e-10,1.5098354492838e-10,1.7123672338525e-10,1.70326689525228e-10,1.59869956576156e-10,1.5773839953519e-10,1.57269804067947e-10,1.54917462598862e-10,1.53813518851918e-10,1.43884769997107e-10,1.38924819374854e-10,1.33426812251941e-10,1.3153529094551e-10,1.32054457371857e-10,1.22839583630972e-10,1.27193923864784e-10
748,"SWZ","Eswatini",2.81667920785156e-10,2.55794679600937e-10,2.70411889475837e-10,2.68445983499226e-10,2.59057945749707e-10,2.48840693075135e-10,2.24990523336056e-10,2.31492444012241e-10,2.24297049644445e-10,2.16920532902007e-10,2.22840752946016e-10,2.15480437808739e-10,2.05615448201486e-10,2.00221025522298e-10,1.96160338908046e-10,1.84254278793351e-10,1.76922967284992e-10,1.8081029540207e-10,1.76606882970919e-10,1.80022679780893e-10,1.73680048128033e-10,1.63829786135702e-10,1.58569510648512e-10
231,"ETH","Ethiopia",1.76777386730852e-09,1.6878324335717e-09,1.88534078418632e-09,1.85176213259275e-09,1.68990957384669e-09,1.59483217843246e-09,1.50744862383119e-09,1.50004940023859e-09,1.39836810187526e-09,1.33623601362121e-09,1.24160904393449e-09,1.10046961140791e-09,1.07290023415362e-09,9.8379770225303e-10,9.29194511119011e-10,8.64016355065646e-10,8.20098316948662e-10,7.62456834454206e-10,7.18155426230805e-10,7.18955750889366e-10,7.19536832601427e-10,6.56018117276201e-10,6.43320917066087e-10
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",1.62243014294771e-10,1.67898543963265e-10,1.66362142092885e-10,1.47759038053324e-10,1.58724855670445e-10,1.49626210797838e-10,1.42419179211318e-10,1.43641068148519e-10,1.43292186758262e-10,1.33954139552915e-10,1.31212446164192e-10,1.32050785926034e-10,1.28095784446852e-10,1.2432714997524e-10,6.52780045100507e-11,6.97021016081483e-11,6.33890030281192e-11,6.67873187699428e-11,6.13917744060581e-11,6.83291499338823e-11,7.84609048542578e-11,6.9532728250873e-11,6.12261544902642e-11
246,"FIN","Finland",1.28328870019035e-10,1.30727963805763e-10,1.31317825555509e-10,1.32832337426889e-10,1.26420788350511e-10,1.19171032182314e-10,1.17830405677738e-10,1.14231684439514e-10,1.09873394156938e-10,1.09878500228494e-10,1.16240337271466e-10,1.08992784228506e-10,1.08929778100282e-10,1.09515318794785e-10,1.11544804050674e-10,1.08917176661546e-10,1.06332577714446e-10,1.02661381522839e-10,1.03391217312349e-10,1.03258579599278e-10,1.00785983879872e-10,9.74358528071053e-11,9.54469528659876e-11
250,"FRA","France",6.94159614378684e-11,6.68502676207013e-11,6.40966641349675e-11,6.31760197816465e-11,6.10510912803908e-11,5.77718229074037e-11,5.49066697573074e-11,5.43312619803355e-11,5.23866622353116e-11,5.17045729245532e-11,5.14456232784726e-11,4.85566093165714e-11,4.94727944808237e-11,5.02509430459877e-11,4.97750029039031e-11,4.99204880112788e-11,4.76649847916777e-11,4.82734061104575e-11,4.54149945350504e-11,4.39468776402117e-11,4.69559245905764e-11,4.26471726611679e-11,4.0622108835663e-11
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",5.25784955010956e-11,5.05170626781493e-11,5.93248691672535e-11,6.5568387273827e-11,7.63629919561605e-11,7.39163553766302e-11,8.54397653093798e-11,8.36972867284361e-11,9.80109817612774e-11,9.10224225905036e-11,9.18301538945229e-11,8.05642173822327e-11,7.08607723329238e-11,8.50138289760125e-11,7.39321058375214e-11,7.44817367965691e-11,7.4577148540833e-11,7.61626626169444e-11,6.94489981591967e-11,7.39120035458994e-11,6.93348453905477e-11,6.64766032379946e-11,6.57175727742686e-11
270,"GMB","Gambia",3.84379072651684e-10,3.19078542356931e-10,3.33062259787302e-10,3.42205879859624e-10,3.3964852624816e-10,3.56597297484966e-10,3.82103621864693e-10,3.67966232668578e-10,3.46301912180338e-10,3.49828423397549e-10,3.35065151557253e-10,3.44025134489744e-10,2.94939176418278e-10,3.03427199811789e-10,3.19875017563704e-10,3.07400479242207e-10,3.01540463531084e-10,2.78950190462014e-10,2.74355928458021e-10,2.52545608061161e-10,2.58668513897699e-10,2.46262243027407e-10,2.34705961055619e-10
268,"GEO","Georgia",3.37548908794604e-10,2.56896341179718e-10,2.82804916549863e-10,2.61548724048796e-10,2.49142810778099e-10,2.36449389385032e-10,2.13212593555204e-10,1.84839495077682e-10,1.74088563966739e-10,1.78955437326814e-10,1.72226580352222e-10,1.61622621390013e-10,1.59542478736639e-10,1.63131562836187e-10,1.56427912706251e-10,1.4119112476515e-10,1.37203392167685e-10,1.25931449811111e-10,1.18043467363831e-10,1.10647928825453e-10,1.28671992595245e-10,1.06905357683689e-10,9.8197625463995e-11
276,"DEU","Germany",4.64695796141629e-11,4.45864678299902e-11,4.41164760615402e-11,4.38651468683116e-11,4.33556794250096e-11,4.24889427433278e-11,4.01297090314724e-11,3.92278687807034e-11,3.75767866263946e-11,3.93034096487843e-11,3.7986669496236e-11,3.55505126943669e-11,3.56516670486696e-11,3.62410165828827e-11,3.6186146385304e-11,3.4936339985899e-11,3.3706113695241e-11,3.16864913257997e-11,3.04756131952466e-11,3.01569734382935e-11,3.0386768095449e-11,2.89308774434653e-11,2.77572846785286e-11
288,"GHA","Ghana",2.95624561454032e-10,2.30956688351532e-10,2.15910927820577e-10,2.26247192124759e-10,1.97415366522211e-10,2.32659689659035e-10,2.14590792742266e-10,1.95238760410981e-10,1.80064786246763e-10,1.68332494273425e-10,1.64441169329303e-10,1.5712690030306e-10,1.41229877551057e-10,1.43427056506123e-10,1.35613310903146e-10,1.38799130562502e-10,1.34269591868593e-10,1.31558904194373e-10,1.21350220651764e-10,1.16902623201754e-10,1.29883626733038e-10,1.13193594691777e-10,1.13440990140107e-10
300,"GRC","Greece",7.56000335144387e-11,6.98550681621742e-11,6.66311266512095e-11,6.24267316535456e-11,5.94195146494914e-11,5.72280302541028e-11,5.24270298881155e-11,5.2449259239228e-11,5.02116253970297e-11,4.96933829538679e-11,5.36409539075858e-11,5.70269665206325e-11,5.6581493653647e-11,5.80418243416202e-11,5.64615593459827e-11,5.49374479101031e-11,5.45491797088806e-11,5.46099763651194e-11,5.14757249476119e-11,5.02098743062907e-11,5.31089577537778e-11,4.92959877534373e-11,4.68438195357467e-11
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",2.863628968666e-11,3.01679082470359e-11,3.41226907558057e-11,3.14744438603922e-11,2.94004486791306e-11,2.64911896616338e-11,3.02482250522918e-11,2.77129482668759e-11,2.99307479291611e-11,3.28882431959572e-11,3.55838799136869e-11,3.3084929762273e-11,3.59377900064526e-11,3.82104073482425e-11,3.30313047737195e-11,3.1453054420868e-11,3.02611522796019e-11,2.52488867530194e-11,2.4353563462864e-11,2.80539505395179e-11,3.24060667690563e-11,3.08378013117489e-11,2.97568034334585e-11
320,"GTM","Guatemala",1.40710279840525e-10,1.40097315999835e-10,1.37415919104865e-10,1.44947827941994e-10,1.45261828467314e-10,1.46371607568242e-10,1.37851117720885e-10,1.33718201744075e-10,1.19572554642818e-10,1.32774198039373e-10,1.35743699655337e-10,1.39494686280656e-10,1.35464997395836e-10,1.33216538422588e-10,1.25902534918162e-10,1.26486728618842e-10,1.25497772228822e-10,1.23241953065478e-10,1.22070837871578e-10,1.15966785492451e-10,1.25860558373045e-10,1.14570883424668e-10,1.13183438519678e-10
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",7.75795567797219e-10,8.3767653474568e-10,9.07531495977202e-10,8.89891298442288e-10,8.44338828656684e-10,9.54356942640364e-10,9.37091608318065e-10,8.82942978154068e-10,8.8594592607057e-10,8.9050789102007e-10,8.7059105700254e-10,8.78953000981335e-10,9.14257125774395e-10,8.79552727392974e-10,8.52548351540382e-10,8.16943102545872e-10,8.88391628678013e-10,7.71158375688901e-10,6.92831062898055e-10,7.04802433967097e-10,7.06646649931489e-10,6.66127618292732e-10,6.62957185943824e-10
624,"GNB","Guinea-Bissau",9.567264065611e-10,1.15847029411638e-09,1.22730280770225e-09,1.23461041378355e-09,1.15060409197887e-09,1.03704905385683e-09,1.13926257578985e-09,1.07389914691975e-09,9.51140512480519e-10,9.90921277593741e-10,9.96109894998803e-10,9.14645047067295e-10,1.00842642724744e-09,9.21800085488123e-10,9.46933993024274e-10,9.27381931313576e-10,8.39621511913872e-10,8.2111238079812e-10,8.33146724984622e-10,7.91900774541022e-10,8.16874583345364e-10,7.5252322920586e-10,7.37315731669596e-10
328,"GUY","Guyana",2.60044347977034e-10,2.59299992485517e-10,2.7470998120577e-10,2.89861833121697e-10,3.1839424843083e-10,2.70888410227677e-10,2.5286957855984e-10,2.43370437325223e-10,2.68518736720151e-10,2.32251943578153e-10,2.48860245034142e-10,2.1976224909438e-10,2.34534533069196e-10,2.39298958623687e-10,2.29506179244555e-10,2.48765968197936e-10,2.11775455368891e-10,1.98779256092477e-10,2.10902688349855e-10,2.10929165601279e-10,1.4156509821353e-10,1.17345064079185e-10,7.40038129931966e-11
332,"HTI","Haiti",2.15506599107817e-10,2.16247783809403e-10,2.12408817795379e-10,2.04880357992124e-10,2.05672471143921e-10,2.08217936487821e-10,2.07193642533149e-10,1.99650294274244e-10,1.97584347434525e-10,1.85616367004414e-10,1.99496051350363e-10,1.91132313373859e-10,1.95078283024727e-10,1.88244185563281e-10,1.88742977599436e-10,1.85836837710053e-10,1.85772207439435e-10,1.82085984700655e-10,1.72874344594394e-10,1.85981776697545e-10,1.85193829163945e-10,1.89797806123434e-10,1.93044788531846e-10
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",2.83565259001938e-10,2.63795159437569e-10,2.1951618992081e-10,2.53158617895009e-10,2.17665895463044e-10,2.35621437236082e-10,2.24698574966271e-10,2.16815754394485e-10,2.05013262643011e-10,2.12172641129841e-10,2.0627014267601e-10,2.21013576011988e-10,2.03568485791291e-10,2.04041293156589e-10,2.03378495029373e-10,1.92534276259435e-10,1.95515416104744e-10,1.88962977457926e-10,1.92799897740303e-10,1.76011349311977e-10,2.20066560568334e-10,1.78095144150353e-10,1.7292761568456e-10
344,"HKG","Hong Kong",1.11135002719028e-11,1.00655137848446e-11,9.052778516299e-12,9.25489228981127e-12,7.21538590502499e-12,7.02133160434132e-12,6.55999173217664e-12,6.48594848960041e-12,6.20647598561812e-12,7.16201175758026e-12,6.1536499719596e-12,6.26766579415162e-12,6.08486606125734e-12,5.85137515979845e-12,5.914973856926e-12,5.53731660488707e-12,5.65402847138921e-12,5.6054641633174e-12,5.40634447613762e-12,5.6994570911857e-12,5.6681088077914e-12,5.25767564999462e-12,5.14441955157832e-12
348,"HUN","Hungary",1.29172930467232e-10,1.32358421759833e-10,1.81450051542027e-10,1.48995292497015e-10,1.52906705614928e-10,1.19806633595244e-10,1.06272205127152e-10,1.10264135439269e-10,1.06082123988224e-10,9.82946038414949e-11,9.43877342754265e-11,9.38613108798295e-11,9.70806216411424e-11,1.00548744209827e-10,9.68488985801891e-11,9.37558740505931e-11,9.82377758042638e-11,9.42130182600498e-11,9.00755939071462e-11,8.52703647916096e-11,9.19486965703027e-11,8.63857021226191e-11,8.11395486582867e-11
352,"ISL","Iceland",1.1645242293863e-10,1.05373132323669e-10,1.07242771342769e-10,1.03390148428724e-10,9.51636279698259e-11,8.96717371584029e-11,8.9615232678187e-11,8.38441944108218e-11,8.4409437418573e-11,8.11150151807665e-11,8.34798103065609e-11,8.26174134860457e-11,8.23915971125547e-11,7.6957102500362e-11,7.99183065701935e-11,7.82623925436208e-11,7.25308329276255e-11,7.17042545738885e-11,6.63659534232638e-11,6.37187509613055e-11,6.81650310434984e-11,6.58403165353508e-11,6.32814908089413e-11
356,"IND","India",2.44817650907366e-10,2.3740288817594e-10,2.21282035596817e-10,2.1203622344449e-10,2.03714497735004e-10,1.968134820852e-10,1.9033196559264e-10,1.85097122759834e-10,1.83584716394596e-10,1.74354810989201e-10,1.65864588844045e-10,1.6323927215177e-10,1.54620780355994e-10,1.45501288696957e-10,1.37424208180978e-10,1.29064899263805e-10,1.18963544352487e-10,1.13931072926571e-10,1.09974727214061e-10,1.09262963797849e-10,1.19509516205037e-10,1.09591207375139e-10,1.04407579764693e-10
360,"IDN","Indonesia",1.35454380052265e-10,1.31494432973499e-10,1.31970801807143e-10,1.26682197269729e-10,1.25494591802043e-10,1.20054772620331e-10,1.16921201725738e-10,1.12296925138066e-10,1.09254344771844e-10,1.10251443866911e-10,1.02294611365136e-10,1.01520024097149e-10,9.92926291567334e-11,9.07057084312867e-11,9.07799305025249e-11,8.61777157437731e-11,8.27742644033948e-11,8.63818785292855e-11,8.60744649415094e-11,8.0083664483183e-11,8.49669347146166e-11,8.31649874578702e-11,8.10200883963264e-11
364,"IRN","Iran",1.17753027618056e-10,1.17164181014929e-10,1.13032559646871e-10,1.07957052342655e-10,1.48917245050617e-10,1.36830970240653e-10,1.33369732537564e-10,1.36491082803221e-10,1.10797558929761e-10,1.00396554996376e-10,9.66519311252324e-11,8.64566468541734e-11,9.33797726032661e-11,9.48229583102588e-11,8.77400850467091e-11,8.81357207456006e-11,8.1797804321458e-11,7.88215679759741e-11,8.4631095252552e-11,8.94028268282327e-11,8.89027374831867e-11,8.48958424177248e-11,8.55752315005062e-11
368,"IRQ","Iraq",8.92542241453415e-11,1.14976365554397e-10,1.28214723175936e-10,1.20356106692774e-10,8.66208652508778e-11,9.42172773940749e-11,8.7758693045752e-11,8.3806602527399e-11,8.38880846213503e-11,9.36299091227666e-11,8.87780995876344e-11,8.72760462397124e-11,8.17073601308997e-11,7.79918796983924e-11,7.36950291808505e-11,6.1045139171415e-11,5.76223877859277e-11,6.34969485927126e-11,6.30998714570247e-11,6.77450054112266e-11,7.72807305105666e-11,7.47689955934517e-11,7.15820055786307e-11
372,"IRL","Ireland",1.99920989163207e-10,1.87795583815177e-10,1.70550734543795e-10,1.65560994255244e-10,1.51072862907251e-10,1.39540005251769e-10,1.32910618357386e-10,1.22818099155911e-10,1.27400604147002e-10,1.36734891877861e-10,1.275233809127e-10,1.24847450094205e-10,1.31745682140985e-10,1.29076566606294e-10,1.19538942188804e-10,9.6708535979468e-11,9.68418192836763e-11,9.12424689824681e-11,8.13689949624523e-11,7.53050710048337e-11,7.11386187053998e-11,6.4368183600657e-11,5.74872062837357e-11
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",4.19479661009604e-11,4.13922939008688e-11,4.38343789194342e-11,4.47207457872162e-11,4.2776792369928e-11,4.05609732736994e-11,3.90848152179217e-11,3.86682371289304e-11,3.28507377242371e-11,3.13526391581397e-11,3.00526112174281e-11,2.95908006675321e-11,3.02548917167994e-11,2.80298922556838e-11,2.70702862508414e-11,2.6857615381233e-11,2.5635061629255e-11,2.50782990741215e-11,2.41254103697839e-11,2.33237738502613e-11,2.35463799542263e-11,2.19311486668272e-11,2.12616717843546e-11
380,"ITA","Italy",3.89136530722427e-11,3.66084759683031e-11,3.79125239852771e-11,3.7820187115808e-11,3.72107516817277e-11,3.55837582032022e-11,2.77977608353249e-11,2.70886218449512e-11,2.54089369162661e-11,2.46135746368108e-11,2.39221889543445e-11,2.35185892804777e-11,2.4848238154113e-11,2.5108148383112e-11,2.47794473456034e-11,2.47517250393049e-11,2.44356588982451e-11,2.37169770023232e-11,2.37355918737546e-11,2.3190547956632e-11,2.47896723276401e-11,2.33719190635352e-11,2.25823174797252e-11
388,"JAM","Jamaica",8.4653806995498e-11,8.27348547410897e-11,8.18947066313021e-11,8.27602026948944e-11,7.87088519497107e-11,7.54357317493514e-11,6.68733638782617e-11,6.45190346707199e-11,5.8648975372138e-11,5.83404576788831e-11,5.6940594329169e-11,5.59720669659778e-11,5.85554398894758e-11,5.6398649045541e-11,5.56437621897512e-11,5.25797345508146e-11,5.29470062454635e-11,5.27808994405891e-11,5.60020360857196e-11,5.16906646186291e-11,5.50601124810164e-11,5.37430399004424e-11,5.19300795714579e-11
392,"JPN","Japan",2.08363612219758e-11,2.02373152239867e-11,2.00991547366776e-11,1.99655543751166e-11,1.94134426238537e-11,1.83123997449038e-11,1.76406320893175e-11,1.74224557543195e-11,1.64302911139329e-11,1.63119400610164e-11,1.61825597186575e-11,1.55840529917805e-11,1.54536254529873e-11,1.52688335942753e-11,1.49074025815168e-11,1.44057867541578e-11,1.39502152711773e-11,1.37963668676648e-11,1.33494159807426e-11,1.34222780255152e-11,1.37449580292798e-11,1.36311608647507e-11,1.35883377784522e-11
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",6.35728563324588e-11,6.58996041503059e-11,6.97079746200136e-11,7.1730544614849e-11,6.8195753398449e-11,7.01015340265376e-11,6.24285859080682e-11,6.06516439897409e-11,5.95719965289372e-11,5.48565570003798e-11,5.51959489988496e-11,5.60921456731518e-11,5.74190033039013e-11,6.04622189578667e-11,5.96810829518966e-11,6.04587613656712e-11,5.83390847863724e-11,5.69308444682694e-11,5.5759124152265e-11,5.57797665755654e-11,5.55946265482468e-11,5.70171972401624e-11,5.60998965313739e-11
398,"KAZ","Kazakhstan",1.62154461001345e-10,1.5669324070262e-10,2.20882400943019e-10,1.52646192678659e-10,1.54166838309167e-10,1.46124406494864e-10,1.43902039656855e-10,1.23199547887978e-10,1.24393468705924e-10,1.13097643556358e-10,1.19870316434751e-10,1.03363970102052e-10,9.67935504498437e-11,8.41381785375518e-11,9.09589092799125e-11,9.45738357462118e-11,8.70454489569179e-11,1.08813779291291e-10,8.61071858615478e-11,9.01882020020717e-11,9.12393465478193e-11,9.11059126667392e-11,9.25777822172038e-11
404,"KEN","Kenya",3.29693212928956e-10,3.20521489713106e-10,3.29122056701199e-10,3.39843889872603e-10,3.38985131738953e-10,3.17616979415669e-10,2.89059059740849e-10,4.09756791956368e-10,4.0952693435524e-10,3.86663956148331e-10,3.61696860962404e-10,3.55729555727771e-10,3.41360539966965e-10,3.27175326669928e-10,3.14764230782009e-10,2.99355048287541e-10,3.13812591273613e-10,2.856346293823e-10,2.78435167207174e-10,3.01571767496324e-10,3.4730699028048e-10,2.90206056693473e-10,2.87407648632347e-10
296,"KIR","Kiribati",8.40149992427303e-11,8.74837324931087e-11,9.6027987505575e-11,9.51852402202647e-11,9.83568144894939e-11,1.013149483168e-10,1.03899039391449e-10,1.05800648644807e-10,1.11611958799754e-10,1.06696759313675e-10,1.11468502858767e-10,1.10037988272716e-10,1.05613853665032e-10,1.02307717945934e-10,1.03903531398562e-10,9.62549830355684e-11,1.00096259595174e-10,1.03282901961621e-10,9.74562195497984e-11,1.00429783122902e-10,1.00871941305878e-10,9.54488587175934e-11,9.51218772644964e-11
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",2.072013757224e-11,2.067602886714e-11,2.15354411551183e-11,1.87957382892272e-11,1.71163898086371e-11,1.69197804181934e-11,1.59611845945692e-11,1.51645947615027e-11,1.55710453231407e-11,1.81439126383115e-11,1.77887493831804e-11,1.66929790136318e-11,1.58015234315953e-11,1.6919805974208e-11,1.66919967129843e-11,1.75445157092986e-11,1.73691403421463e-11,1.84704606774012e-11,1.82208833864817e-11,1.88454995480293e-11,2.07808840786864e-11,2.10279592547493e-11,2.01529841523628e-11
417,"KGZ","Kyrgyzstan",2.98374276360488e-10,2.87705078882519e-10,2.66346468120348e-10,2.78854849344476e-10,2.57798336947428e-10,2.6596061155668e-10,2.5955869726031e-10,2.49954931179913e-10,2.35121313781981e-10,2.49260327527431e-10,2.50884584154978e-10,2.44311389326389e-10,2.54994703171787e-10,2.4009264746063e-10,2.36974281601314e-10,2.17302103754034e-10,2.10615635334875e-10,1.97567784088331e-10,2.055096747917e-10,2.00300054992245e-10,2.22844624094069e-10,2.09293054980703e-10,2.05182759514676e-10
418,"LAO","Laos",3.77480975144369e-10,3.73712424249227e-10,3.6924002671816e-10,3.54750451989428e-10,3.61599857272025e-10,3.38574521710838e-10,3.06795315150551e-10,3.12942005029702e-10,2.85612588349701e-10,2.81794516190404e-10,2.84398728817103e-10,2.4735816150919e-10,2.59510668046191e-10,2.42584342639507e-10,2.30531785584308e-10,2.2669603780051e-10,2.24529463502504e-10,2.04106736236526e-10,1.93969234816628e-10,1.94542171244801e-10,2.0412673992882e-10,1.95660333380674e-10,1.93844766186677e-10
428,"LVA","Latvia",2.02898891841207e-10,1.94195656917595e-10,1.8134190909224e-10,1.74102517033576e-10,1.60539775099062e-10,1.48730442765048e-10,1.34201850909852e-10,1.2599223540972e-10,1.32436777268345e-10,1.54678616996468e-10,1.63242790553315e-10,1.61341937848941e-10,1.55649054876168e-10,1.53791401777363e-10,1.53682576948659e-10,1.53062318333876e-10,1.48407690174675e-10,1.42931093642027e-10,1.33300453282559e-10,1.35684508543323e-10,1.40806573464547e-10,1.33818933864242e-10,1.34794230230288e-10
422,"LBN","Lebanon",5.15878302575639e-11,5.19624047531156e-11,4.80359302486108e-11,4.88362715471209e-11,4.70116120806172e-11,4.24796995714857e-11,4.00577395419997e-11,3.73219100623861e-11,3.50864454977896e-11,3.35166729672612e-11,3.22910802287322e-11,3.61441783538503e-11,3.95698643834219e-11,3.80140480351758e-11,3.84173817541282e-11,4.00301717141141e-11,4.07158644345491e-11,4.18221480346057e-11,4.04708172530553e-11,4.47855780821498e-11,5.56986065224975e-11,5.82395856013631e-11,NA
426,"LSO","Lesotho",8.25999587984951e-10,7.9195597220103e-10,6.85533284163582e-10,6.74370174582442e-10,6.36831874978442e-10,6.76539081927171e-10,6.417618086617e-10,6.37044366502565e-10,5.63756240151716e-10,5.79915211474601e-10,5.42361974245211e-10,5.24563157119387e-10,4.89473669335466e-10,4.50682962153053e-10,4.33833534782929e-10,4.18878866960919e-10,3.9215574007754e-10,4.37106551273123e-10,4.09127241165047e-10,3.77463391888663e-10,3.24221168137535e-10,3.80421628999762e-10,3.76282678489682e-10
430,"LBR","Liberia",1.92404683937195e-10,1.8966881525488e-10,1.93101633277489e-10,2.9253548119034e-10,2.82451863072367e-10,2.75735567052906e-10,2.89694375416037e-10,2.68673902412286e-10,2.70345963508596e-10,3.42316651896149e-10,2.82306846153117e-10,2.5928964468906e-10,2.61105221671297e-10,2.40235290545088e-10,2.60498771564435e-10,2.8934445776364e-10,2.70234377797807e-10,2.66477852448206e-10,2.6746053843345e-10,2.97652909332256e-10,3.01121748293168e-10,2.75995557559571e-10,2.67206713784822e-10
434,"LBY","Libya",3.58236190272358e-11,3.5738590496367e-11,3.85098430145702e-11,3.49850631051418e-11,3.56073439072123e-11,3.37765794431248e-11,3.30734069758649e-11,3.1428884868119e-11,3.23666551632801e-11,3.57115433316962e-11,3.58666468862084e-11,6.56027098041908e-11,3.82342822129331e-11,4.72064211792393e-11,5.94975550379364e-11,5.56930882904777e-11,5.81660283050305e-11,4.53908929939207e-11,4.1151617234148e-11,4.70151698659642e-11,6.58064188610826e-11,5.40460553849258e-11,5.46488182621627e-11
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",3.63208867935203e-10,3.44832121645145e-10,3.35726638229052e-10,3.08567721273189e-10,2.98786854399029e-10,2.88778543270885e-10,2.67515055701681e-10,2.67124508788987e-10,2.49812542369486e-10,2.75520408501595e-10,2.73741769717015e-10,2.83585642131402e-10,2.79211550245515e-10,2.54265000695091e-10,2.55858897409271e-10,2.58618538518605e-10,2.43528000213908e-10,2.36668599428186e-10,2.22545630807924e-10,2.17520072145792e-10,2.1371733477773e-10,1.99839836358332e-10,1.83655711792543e-10
