"code","iso","country","BLC.raw.2000","BLC.raw.2001","BLC.raw.2002","BLC.raw.2003","BLC.raw.2004","BLC.raw.2005","BLC.raw.2006","BLC.raw.2007","BLC.raw.2008","BLC.raw.2009","BLC.raw.2010","BLC.raw.2011","BLC.raw.2012","BLC.raw.2013","BLC.raw.2014","BLC.raw.2015","BLC.raw.2016","BLC.raw.2017","BLC.raw.2018","BLC.raw.2019","BLC.raw.2020","BLC.raw.2021","BLC.raw.2022"
392,"JPN","Japan",8.79471578195738e-07,8.43852527602128e-07,8.40952876562635e-07,8.14693309642901e-07,7.8273241734318e-07,7.41709179786096e-07,6.86263412236933e-07,6.48890097126812e-07,5.76861876969164e-07,5.40590668098023e-07,5.07471897007946e-07,5.02901722639165e-07,4.83437562038906e-07,4.59595992432074e-07,4.22035822666999e-07,3.99815929279822e-07,3.65995835234016e-07,3.61413281192858e-07,3.52940590653672e-07,3.42042820933481e-07,3.37663729338896e-07,3.32948062593338e-07,3.28096132185891e-07
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",6.95453277298224e-07,7.0877448471759e-07,7.00577497380624e-07,7.19901785171728e-07,8.45178622704893e-07,9.17949579946037e-07,8.20566761595675e-07,7.7346115387942e-07,6.41036460909987e-07,6.6789004038035e-07,6.31454748126737e-07,6.25728810473972e-07,7.76950588105986e-07,6.7041544700457e-07,6.32804301147481e-07,6.0407423204135e-07,6.02583651275183e-07,6.14305090892327e-07,5.90069546292647e-07,5.06641561141046e-07,4.34489043628977e-07,4.39448865932453e-07,4.66572641111594e-07
398,"KAZ","Kazakhstan",9.21718965492535e-07,9.19669739069512e-07,9.7894658787929e-07,1.05193804441348e-06,1.04533141035767e-06,1.07202486571377e-06,1.06047770803055e-06,1.12217711094696e-06,1.24031024513212e-06,1.26064384616303e-06,1.28364555648078e-06,1.191353313663e-06,1.21334425627949e-06,1.18821983597056e-06,1.07710528737509e-06,1.09377698959214e-06,1.16775433514411e-06,1.08948868420885e-06,1.06459195680184e-06,8.97732293143846e-07,1.05660544593212e-06,1.03575178409584e-06,1.06879157539948e-06
404,"KEN","Kenya",7.64800727983629e-07,7.45444842410084e-07,7.36874640261017e-07,7.21171576039628e-07,7.28659924636167e-07,7.31683159928134e-07,7.39199858481018e-07,7.34803563348627e-07,7.31520126117277e-07,7.53795674558542e-07,7.56252922656662e-07,7.42052451586126e-07,7.32339301629715e-07,7.40847023560534e-07,7.46995366823195e-07,7.587621935768e-07,7.64419819424009e-07,7.57433727635832e-07,7.5872221371196e-07,7.63916031098465e-07,7.44396437635415e-07,7.46499164117831e-07,7.33878251153845e-07
296,"KIR","Kiribati",4.2212358975449e-07,4.02577924657651e-07,4.19226844199041e-07,4.08888704079935e-07,4.08380116555267e-07,4.155680871967e-07,4.27512453340795e-07,3.96038086951139e-07,4.0305120893702e-07,3.74952589195892e-07,4.05929564085814e-07,3.84827949316808e-07,3.76119444741726e-07,3.8879947242683e-07,3.82100782757833e-07,3.71846313164676e-07,3.61761304350399e-07,3.51193851996076e-07,3.4745017781824e-07,3.41779182636315e-07,3.26713860574456e-07,3.18078663357708e-07,3.08193418906279e-07
689,"XKX","Kosovo",5.48522304422123e-07,5.9984916449526e-07,6.00774443360028e-07,6.12924302810593e-07,6.11846669716359e-07,6.21367374479376e-07,6.27584826487675e-07,6.20148395587734e-07,7.16757403304702e-07,7.27272677191227e-07,7.20419083092849e-07,7.20150776210553e-07,7.03154719030632e-07,6.84033273388616e-07,6.84841926969104e-07,7.34018837336718e-07,9.44084613551712e-07,9.31653269048444e-07,9.00075666791671e-07,8.67825373842353e-07,8.331448193929e-07,8.53379622808832e-07,8.33094822908595e-07
414,"KWT","Kuwait",1.69493352087984e-06,1.69337372919105e-06,1.70600984868857e-06,1.98215980696589e-06,2.04105383240907e-06,2.29632878783083e-06,2.68409888252225e-06,2.54086750904558e-06,2.87438045782248e-06,3.23867791419825e-06,3.12028443192653e-06,2.82540087588931e-06,2.67906631251725e-06,2.44560346968858e-06,2.32299726218297e-06,2.22090458003287e-06,2.15553328103424e-06,2.11596650462339e-06,2.07888227011816e-06,2.01061674033413e-06,1.77894775424273e-06,2.08395313334248e-06,2.24106154430068e-06
417,"KGZ","Kyrgyzstan",4.30551066835922e-07,4.38283872321813e-07,4.16012436487441e-07,4.2249443354555e-07,4.39113057628503e-07,4.46664164468576e-07,4.50430652659756e-07,5.26889498717292e-07,5.57469960058858e-07,5.64229075655111e-07,5.64779486338591e-07,6.20296326027126e-07,6.92993365585098e-07,7.37906822650773e-07,6.02581217181369e-07,5.85249196079073e-07,5.57723608896348e-07,5.97291432790402e-07,6.27871794855993e-07,5.65969337813231e-07,5.19801079989416e-07,5.43546471164787e-07,5.5837151299689e-07
418,"LAO","Laos",8.17104737470602e-07,8.34678729114225e-07,8.41351011622964e-07,8.50573278734386e-07,8.60587852337134e-07,8.69400882265224e-07,9.08066834155517e-07,9.58204300188991e-07,1.03180015076789e-06,1.02493203471823e-06,1.00203481441175e-06,9.73464459269068e-07,9.54720047303406e-07,9.44735964941404e-07,9.58084690458794e-07,9.95111107947148e-07,1.01106289887261e-06,1.00189557376117e-06,9.8677263081127e-07,8.93327803117668e-07,8.72404491439188e-07,8.62402866335884e-07,8.46067522865612e-07
428,"LVA","Latvia",9.86630330062102e-07,1.11154845476691e-06,1.12657461485265e-06,1.21415376113796e-06,1.26761161089857e-06,1.26979866510219e-06,1.28801221089465e-06,1.32577075934678e-06,1.23926965712373e-06,1.29980113089109e-06,1.22085286705372e-06,1.19468089740631e-06,1.25732275401994e-06,1.2390424515476e-06,1.24380959901291e-06,1.17662656705138e-06,1.18903525517726e-06,1.28054807916672e-06,1.30502538323755e-06,1.27329918318742e-06,1.16785575900488e-06,1.22288628620014e-06,1.23649829528131e-06
422,"LBN","Lebanon",1.71517278983125e-07,1.78582835937655e-07,1.74333907673803e-07,1.66025372063358e-07,1.76550064128646e-07,1.72139645988652e-07,1.64882837164911e-07,1.54697224231697e-07,1.70908318407543e-07,1.88871466583311e-07,1.74452600087548e-07,1.69837408243364e-07,7.89413732068034e-07,4.86841085946715e-07,4.47733902903782e-07,5.50809690774705e-07,5.87701145174257e-07,6.46479167716609e-07,4.99308933937608e-07,5.0580585199927e-07,4.00746854442473e-07,3.85510306124911e-07,4.17381635538777e-07
426,"LSO","Lesotho",1.08987764360761e-06,1.07967993151409e-06,1.07423681307373e-06,1.07430969693809e-06,1.07557162100765e-06,1.13377458295258e-06,1.1300380392757e-06,1.12702053611899e-06,1.28720069925175e-06,1.27896349996647e-06,1.26062146034069e-06,1.16698136102395e-06,1.13079042880452e-06,1.07224800629623e-06,1.01929171179799e-06,9.84681098341414e-07,9.46251651544481e-07,9.18876805339357e-07,8.89918876905684e-07,8.82896880271672e-07,8.7434283775525e-07,8.6155437714351e-07,8.56493919488079e-07
430,"LBR","Liberia",1.012410178524e-06,1.01676261715947e-06,1.00125176597991e-06,1.00152377668663e-06,1.01322871496829e-06,1.02487141960281e-06,9.95560399181862e-07,9.6581177316604e-07,9.40928160832012e-07,9.30628146770308e-07,9.31143001513609e-07,8.72786948060668e-07,8.32908004485463e-07,7.90710878206576e-07,7.53052024384666e-07,7.25626782509654e-07,6.9917843091724e-07,6.78344679628022e-07,6.5553847685579e-07,6.50091060598936e-07,6.46081389216866e-07,6.36474032193849e-07,6.2423798947348e-07
434,"LBY","Libya",2.78633928738092e-06,2.71815283057924e-06,2.61501066194666e-06,2.61054831051908e-06,2.68476966058695e-06,2.66626739506439e-06,2.568482882043e-06,2.33275871511181e-06,2.33186835846825e-06,2.52876325773743e-06,2.92990046696275e-06,1.64011532802725e-06,2.48300660244135e-06,2.05277924246055e-06,2.0469843298875e-06,1.1436888165605e-06,1.58818333315569e-06,1.64201763135787e-06,1.65091334203157e-06,1.70121991451606e-06,9.35349199954008e-07,1.34111557304821e-06,1.32150508063804e-06
438,"LIE","Liechtenstein",4.7295103259544e-09,4.75935834237746e-09,4.77816971882228e-09,4.79213956891241e-09,4.79084996038688e-09,4.77175318897214e-09,4.72356288850698e-09,4.64048223684919e-09,4.55519005997746e-09,4.45551616301497e-09,4.36101274741889e-09,4.2594287674597e-09,4.15091767807089e-09,4.04467669903671e-09,3.94150059720911e-09,3.9141722969902e-09,3.88773714148393e-09,3.85900673425187e-09,3.82949388842799e-09,3.79954020461694e-09,3.77267793771465e-09,3.74532918758342e-09,3.71790134396392e-09
440,"LTU","Lithuania",5.90575843361977e-07,6.29720028799375e-07,6.47284908147898e-07,6.53908677413459e-07,6.91790656949227e-07,7.20099582133017e-07,7.50029317153419e-07,7.80643807746432e-07,8.00223276532111e-07,7.52121732322616e-07,7.90701335590786e-07,7.92626417978495e-07,8.32909607488983e-07,8.65729249406297e-07,9.15215469196847e-07,9.57002575025137e-07,9.74617450265728e-07,1.00191232517969e-06,1.00475196409949e-06,9.78911571506161e-07,9.51389209556672e-07,1.02533200491575e-06,1.02752868609424e-06
442,"LUX","Luxembourg",1.7170367480547e-06,1.75447985167523e-06,1.69522992892136e-06,1.7125882089818e-06,1.85401196703838e-06,1.78457363483374e-06,1.54649798399809e-06,1.39228204864255e-06,1.25497200121763e-06,1.10465435349158e-06,1.0990207144648e-06,9.71979225198116e-07,8.76743797521285e-07,8.13773367344427e-07,7.04194798201566e-07,6.51222977904883e-07,5.97069867714148e-07,6.07848163722864e-07,5.848999553151e-07,5.82505102289901e-07,5.16557456522675e-07,4.98135210974123e-07,4.58389013567218e-07
446,"MAC","Macao",1.2268064715441e-06,1.24961082719982e-06,1.09220163888002e-06,1.04320860187297e-06,1.12297757243136e-06,1.0372555518387e-06,1.00666241070955e-06,8.95863520194935e-07,8.17059506955436e-07,8.87264859023369e-07,7.07385239297969e-07,6.62808711216051e-07,6.70387885806461e-07,6.00700544294674e-07,5.77277859614501e-07,5.66594157981448e-07,5.3416117003177e-07,4.96661714065239e-07,4.88582381204637e-07,4.80567668930785e-07,4.26665170166123e-07,4.14570196010744e-07,3.95791616563822e-07
450,"MDG","Madagascar",6.86298204885779e-07,6.80992425977002e-07,6.36458894508049e-07,6.55830491464012e-07,6.58982665333985e-07,6.53836641491087e-07,6.50001103430257e-07,6.48305205041998e-07,6.47953170385494e-07,6.24247268713874e-07,6.13963470480533e-07,6.07983759060107e-07,6.02027420326745e-07,5.95395154597465e-07,5.90235154617968e-07,5.91354814432223e-07,7.20690551448841e-07,7.21761752902913e-07,7.08225970938692e-07,7.0508375584113e-07,6.79089607004509e-07,6.81340470112375e-07,6.63296598977766e-07
454,"MWI","Malawi",1.16956191939977e-06,1.15496436676664e-06,1.13939556319754e-06,1.12879265064587e-06,1.12142729720689e-06,1.12648697315668e-06,1.11654487434399e-06,1.11004288245181e-06,1.10813064302829e-06,1.09397035994282e-06,1.04951635630445e-06,9.87003591131159e-07,9.40069363360375e-07,8.8600977217307e-07,8.40341660451199e-07,7.97551808238035e-07,7.59920308423708e-07,7.2378976193631e-07,6.88237599392037e-07,6.74968617292674e-07,6.64365725650469e-07,6.53319056900859e-07,6.36558164989571e-07
458,"MYS","Malaysia",1.19424642391608e-06,1.22026508094553e-06,1.1942095469258e-06,1.21742121372926e-06,1.26475136537533e-06,1.1854754185659e-06,1.14831402682283e-06,1.21259405372922e-06,1.17958081721697e-06,1.09757012619397e-06,1.09503355786099e-06,1.11396568966945e-06,1.09008577777184e-06,1.15399713308847e-06,1.23669643175872e-06,1.11501339683411e-06,1.06328217189352e-06,1.06863523140698e-06,1.03763104932377e-06,1.05155072871237e-06,8.7597688420268e-07,8.69910553052251e-07,8.55393101798049e-07
462,"MDV","Maldives",9.40760100267133e-07,1.00321637383005e-06,1.07085425094052e-06,9.59708706500515e-07,1.1023132127924e-06,9.48842540924083e-07,1.13441748417196e-06,1.07553653381118e-06,1.23411851588718e-06,1.29154205798356e-06,1.32052104391254e-06,1.17707736360539e-06,1.21499180127318e-06,1.09364239450734e-06,1.05885686604551e-06,1.03898459419644e-06,1.00641727786701e-06,9.53404213964895e-07,9.53491874085348e-07,9.72636098187888e-07,9.03132066224044e-07,9.22074841228805e-07,9.25810847842677e-07
466,"MLI","Mali",1.19928145957563e-06,1.17974609825727e-06,1.16255655242156e-06,1.14673173365034e-06,1.13771820815334e-06,1.1481584897871e-06,1.13802998389777e-06,1.13378043342788e-06,1.12462906879205e-06,1.11523884694155e-06,1.06428685693186e-06,9.98745849194114e-07,9.5061896384075e-07,8.941379909751e-07,8.43876866368149e-07,7.98008324029831e-07,7.56957215772905e-07,7.17992312469907e-07,6.80112442565512e-07,6.64586280540426e-07,6.51667801691459e-07,6.37552321086891e-07,6.18006196055877e-07
470,"MLT","Malta",1.69839153227988e-07,1.89151941439265e-07,1.45380370021062e-07,1.72017417167603e-07,2.04204184192757e-07,2.68167859553354e-07,2.53940541955824e-07,2.66502403384381e-07,2.53126951968425e-07,2.36534455156795e-07,2.64586677944915e-07,2.43441029338837e-07,2.58514608285079e-07,2.62756813911451e-07,2.61181543627191e-07,2.12213505522261e-07,1.82691271671034e-07,1.43419975907341e-07,1.13081427492302e-07,1.07237066883248e-07,9.77478431018244e-08,9.99475359293494e-08,9.44800829946521e-08
584,"MHL","Marshall Islands",6.43602693284959e-07,6.4966604966077e-07,6.48940176263199e-07,6.33724346125491e-07,6.463593317127e-07,5.91291555950995e-07,6.40044994486006e-07,6.356676437605e-07,6.83244198406275e-07,7.0756727272555e-07,7.334593464248e-07,6.66443979084707e-07,6.85084190573699e-07,6.64701514241025e-07,6.68897894161207e-07,6.79485893683993e-07,6.84675860991978e-07,6.81545970810848e-07,7.13000807961269e-07,7.44390993888698e-07,7.19475737351351e-07,7.40278422993691e-07,7.38138015736566e-07
478,"MRT","Mauritania",1.17083247294888e-06,1.17949716110533e-06,1.1825919564945e-06,1.16532088224218e-06,1.19275207870755e-06,1.23363064663256e-06,1.22683159930811e-06,1.266825227736e-06,1.26370732258222e-06,1.27202435459833e-06,1.21546025057054e-06,1.13630640959074e-06,1.10984707151038e-06,1.05688552857928e-06,1.0069561186622e-06,9.84102457961918e-07,9.54392534096466e-07,9.3857746706028e-07,9.15741131305682e-07,9.12060118723282e-07,9.10896284757605e-07,8.94063919383828e-07,8.74810695343893e-07
480,"MUS","Mauritius",1.25849592355893e-06,1.30663523388532e-06,1.28440227252032e-06,1.31512053629022e-06,1.34450987529297e-06,1.32296019882883e-06,1.35789419206749e-06,1.27480122580199e-06,1.34007199161515e-06,1.27013370607221e-06,1.29569688379777e-06,1.26890578193615e-06,1.24988107510996e-06,1.21846366285805e-06,1.19721597653969e-06,1.28056718951577e-06,1.23335250379649e-06,1.21837684335413e-06,1.19038368585571e-06,1.19724781834595e-06,1.01052358471262e-06,1.02142299289306e-06,1.03429696096447e-06
484,"MEX","Mexico",7.10392156081909e-07,6.81350994270525e-07,6.68176900574042e-07,6.74975780209749e-07,6.87190835213301e-07,7.00908694321361e-07,7.11075732492458e-07,7.18890233255564e-07,7.20762019892738e-07,6.86027316079344e-07,6.87456088656096e-07,6.73907338706017e-07,6.67818442256592e-07,6.41619464071639e-07,6.23740202585079e-07,5.99093653487108e-07,5.86259976659814e-07,5.60642690953286e-07,5.30111207958712e-07,5.0297701741434e-07,3.92133597345637e-07,3.86791934204562e-07,3.83784543686583e-07
583,"FSM","Micronesia",7.12455581733225e-07,7.61178830775112e-07,6.99007292479732e-07,6.7880063620307e-07,6.82460162332238e-07,6.1330112759284e-07,5.94284334695155e-07,6.1556826334137e-07,6.04059871255343e-07,6.54325457928997e-07,6.04423246476248e-07,5.65447859591419e-07,5.56101932096237e-07,5.5764732787884e-07,5.52573852399182e-07,5.4510075788492e-07,5.37816754684486e-07,5.26616906182646e-07,5.35030220849471e-07,5.36879466990258e-07,5.09590686102212e-07,5.03330198161853e-07,4.94367503428238e-07
498,"MDA","Moldova",5.42171274174771e-07,5.64671118707428e-07,6.03859505645955e-07,6.34344467678116e-07,6.56432246107279e-07,6.60193443631486e-07,6.65461160471151e-07,6.77291259681686e-07,7.11614864711177e-07,6.83423386298837e-07,7.35875389475614e-07,7.66211399607082e-07,7.28621803436457e-07,7.58863363853592e-07,7.83592007301508e-07,8.16011613630906e-07,8.47817134905318e-07,8.83141386209342e-07,8.66382128297006e-07,8.04510836339332e-07,7.35526407192214e-07,7.96260139681986e-07,8.60095120813446e-07
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia",1.08727329278933e-06,1.08842018410742e-06,1.0863392764437e-06,1.09195740523989e-06,1.10523183483179e-06,1.29279622014002e-06,1.2995053446528e-06,1.43683709311151e-06,1.41861700839996e-06,1.54793831107309e-06,1.53124178164186e-06,1.64731424866671e-06,1.58803266583797e-06,1.6054195477278e-06,1.39385595843107e-06,1.25104539659386e-06,1.29208689504377e-06,1.32493230365755e-06,1.39478857724036e-06,1.49275451419287e-06,1.3379434023753e-06,1.31511779871803e-06,1.27880957183406e-06
499,"MNE","Montenegro",8.64302207430206e-07,8.40534775284834e-07,8.14890713930956e-07,7.93742167443143e-07,7.8762811517322e-07,1.06837267990755e-06,1.12086044503933e-06,1.23819485582435e-06,1.3300314447572e-06,1.3187830298081e-06,1.32807084955822e-06,1.30816214919061e-06,1.2938022482948e-06,1.2461255017203e-06,1.19738512021457e-06,1.20654354819008e-06,1.1999594813432e-06,1.20652172219933e-06,1.11274715012378e-06,1.07095600811686e-06,1.00931801639344e-06,1.07244527930142e-06,1.04206539227224e-06
504,"MAR","Morocco",8.33417793057777e-07,8.44426560238682e-07,8.4913869677078e-07,8.57967117348789e-07,9.28095193456052e-07,9.29986537855849e-07,9.22196673379421e-07,9.25309892168902e-07,9.42990829943393e-07,9.51676099459896e-07,9.57262128873861e-07,9.75447620289299e-07,9.68875414517638e-07,9.73348036131144e-07,9.66404152385144e-07,9.83433656400351e-07,9.90398759927227e-07,1.00112046601924e-06,1.003531271814e-06,1.01723617585474e-06,9.26678143493137e-07,9.76884644753225e-07,9.65025073822074e-07
508,"MOZ","Mozambique",1.30324009773308e-06,1.08579322268686e-06,1.16178671774779e-06,1.2644865572697e-06,1.26829704656987e-06,1.25705865680337e-06,1.19606492673436e-06,7.01014206418299e-07,7.17416056672201e-07,6.67416160309075e-07,6.11520081786845e-07,6.85747288956555e-07,6.88264351762269e-07,6.86422094208148e-07,6.9049543416831e-07,6.86958617857114e-07,6.82604329522615e-07,6.74018089891584e-07,6.62486761971118e-07,6.61619518683295e-07,6.38428173885074e-07,6.56633451423101e-07,6.39566544944934e-07
104,"MMR","Myanmar",8.13668865771223e-07,8.1154739876676e-07,8.22651208625078e-07,8.50569653951837e-07,8.70576185455266e-07,8.85598617450262e-07,8.69522164932056e-07,8.72784987242922e-07,8.27594290544823e-07,8.26735742036767e-07,8.08235420178562e-07,8.06188903611893e-07,8.37927740842213e-07,8.53581773747235e-07,8.69529015816724e-07,8.77306897862295e-07,8.71828581891529e-07,9.54710065282435e-07,9.52618385858119e-07,9.5187022784983e-07,9.32498057846837e-07,9.0279186639856e-07,8.96547805645545e-07
516,"NAM","Namibia",8.67004700960014e-07,1.04951195432497e-06,9.30836408567379e-07,9.6520550415228e-07,9.87773678727842e-07,9.12148063917096e-07,9.22581633138932e-07,9.31207383806229e-07,1.07488137548053e-06,1.12776308514881e-06,1.13559361983182e-06,1.12117456861783e-06,1.14571085813212e-06,1.20346061726406e-06,1.23315327897803e-06,1.25638142815496e-06,1.22864541599128e-06,1.19308005322851e-06,1.18207472234112e-06,1.1571529898143e-06,1.06567526596805e-06,1.06820705956829e-06,1.06044354949291e-06
520,"NRU","Nauru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,"NPL","Nepal",1.12292595211613e-06,1.13069890986608e-06,1.14576376873878e-06,1.15460919306359e-06,1.16500467057751e-06,1.18008736959168e-06,1.18574525530825e-06,1.2020205368865e-06,1.2309616298754e-06,1.24881180530315e-06,1.2613179894725e-06,1.28564661709176e-06,1.14638863282929e-06,1.27229912201523e-06,1.29723647718271e-06,1.2979378132015e-06,1.34134024358155e-06,1.3687096774705e-06,1.38307006713565e-06,1.3385019413066e-06,1.39575149058336e-06,1.38733280048229e-06,1.36473381854504e-06
528,"NLD","Netherlands",5.43711154617074e-07,5.22528614425938e-07,4.91347883060847e-07,4.718885836577e-07,4.64938185813473e-07,4.56554282517704e-07,4.41125376736091e-07,4.25210652462561e-07,4.0782056052567e-07,3.83383532623322e-07,3.6965597850977e-07,3.53445073218431e-07,3.20574965147968e-07,3.01756371200298e-07,2.82519079213397e-07,2.68850667328496e-07,2.52877642931769e-07,2.35702994591811e-07,2.25081970915361e-07,2.10555647223461e-07,2.01178323596539e-07,1.99573519296783e-07,1.88405295715922e-07
540,"NCL","New Caledonia",1.51188002193731e-06,1.23549977542473e-06,1.49893159578862e-06,1.61019994995876e-06,1.55102140883262e-06,1.56148402041757e-06,1.57232074530763e-06,1.70070771457427e-06,1.78698642076229e-06,1.62777830649762e-06,1.7963863608038e-06,1.61099467415503e-06,1.56245708953214e-06,1.47796754711079e-06,1.48070448414047e-06,1.46546002390598e-06,1.47163695822161e-06,1.46570676884609e-06,1.55153030571877e-06,1.59298564051228e-06,1.4872276472372e-06,1.49380187180179e-06,1.47537774627477e-06
554,"NZL","New Zealand",9.9856516941982e-07,9.87465668903069e-07,1.01654734191846e-06,1.02892169719332e-06,1.04311607115461e-06,1.06945661656939e-06,1.05561479673348e-06,1.06482657256104e-06,1.04426068988176e-06,9.6595214922327e-07,9.6389389193869e-07,9.5578742162964e-07,9.58317069310449e-07,9.49295695013012e-07,9.31164338394502e-07,8.78608611160309e-07,8.52647478403859e-07,8.4307517557259e-07,8.13152220805156e-07,7.82547299863462e-07,7.63578275581958e-07,7.70840369769294e-07,7.51381308051012e-07
558,"NIC","Nicaragua",9.8986601077753e-07,9.49053866561939e-07,9.45558788260652e-07,9.4241955226533e-07,9.52005668724197e-07,9.39195360393046e-07,9.8017019325752e-07,9.89395374868927e-07,9.62578764004772e-07,9.43043735430834e-07,9.53597399945827e-07,9.43906071950039e-07,9.57703745253552e-07,9.52087206285924e-07,9.6208102726183e-07,9.59505229720543e-07,9.57474224323375e-07,9.69405881291823e-07,9.35492765273946e-07,9.310985508527e-07,9.09667956471696e-07,9.31367104226499e-07,9.26579294978594e-07
562,"NER","Niger",4.46088099611971e-07,4.45076412357951e-07,4.44876611927182e-07,4.46161411635004e-07,4.45081060482482e-07,4.45126739248114e-07,4.41884894001636e-07,4.44591467161779e-07,4.44161017438583e-07,4.48442957732184e-07,4.53713067245336e-07,3.68598698632983e-07,3.83576573815678e-07,4.79635873829836e-07,4.78154911109811e-07,4.70102773180053e-07,4.64224379758205e-07,4.54361158089898e-07,4.53365884223237e-07,4.5827657834296e-07,4.76177236901086e-07,4.75319749845906e-07,4.58276436384331e-07
566,"NGA","Nigeria",1.10210621031451e-06,1.10467009575889e-06,1.08773273832439e-06,1.11103248787938e-06,1.11353099817237e-06,1.08221183764726e-06,1.05852150730806e-06,1.03426316121591e-06,1.04348055638905e-06,1.03186938533618e-06,1.06374476409596e-06,1.04925226492974e-06,1.06789407928725e-06,1.07629006504557e-06,1.05546080678872e-06,1.03871408220846e-06,1.04175710313675e-06,1.03577326297836e-06,1.01929188021821e-06,1.00261421486404e-06,9.5074964568795e-07,9.33254288168115e-07,9.10636353926828e-07
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea",1.18836099954148e-06,1.18989563181345e-06,1.15038954560942e-06,1.16178142396013e-06,1.17189730409604e-06,1.19877522738745e-06,1.20664209152926e-06,1.07857963842611e-06,1.14244400770922e-06,1.09067284127086e-06,1.06765053062656e-06,8.61005982790307e-07,8.09486083765307e-07,6.85469519907467e-07,6.78252590554929e-07,5.93407196392634e-07,5.7366429752713e-07,8.26944634474845e-07,7.24555785692177e-07,7.09976541947443e-07,6.18351028060745e-07,5.58877063698336e-07,5.52379136597264e-07
807,"MKD","North Macedonia",3.24691623839091e-07,3.22571069298072e-07,3.43018904132013e-07,4.07346419152035e-07,3.98957094964776e-07,4.18915391979257e-07,4.15407151151982e-07,4.16905732772562e-07,3.89568343220543e-07,4.08086777841196e-07,3.91247672328494e-07,3.98546616043476e-07,4.0909765671958e-07,4.06334224518316e-07,3.88215055369241e-07,3.87061862437015e-07,3.6808606251297e-07,3.74498214961579e-07,3.32233719432746e-07,3.36899267971852e-07,3.01978519299371e-07,3.05631602356536e-07,2.91647883630205e-07
578,"NOR","Norway",9.60463953509434e-07,9.66710381847169e-07,9.86181438801657e-07,1.03134807742545e-06,9.84167636873974e-07,9.62600992750489e-07,9.51665598104406e-07,9.29615507619198e-07,8.9801795742041e-07,8.95959920347027e-07,8.59751931810064e-07,7.95522948661249e-07,7.54953246887119e-07,7.08584592435608e-07,6.36843867550819e-07,6.0588954779865e-07,5.75562109059232e-07,5.53465542608809e-07,5.38359149923869e-07,4.92772896070137e-07,4.58396643419023e-07,4.53166395612649e-07,4.26109248430977e-07
512,"OMN","Oman",4.11546907076671e-06,4.09132253300679e-06,3.79653542228176e-06,3.39342518353126e-06,3.2104587439698e-06,3.27174861750975e-06,3.21513128912701e-06,3.72783859254299e-06,4.15549141785526e-06,3.90364259210079e-06,3.85738525348865e-06,3.83452267253025e-06,3.69914772453021e-06,3.59900778427442e-06,3.53621571572402e-06,3.44347998622298e-06,3.36213686896932e-06,3.0982592037663e-06,3.05325353823773e-06,2.98010577389579e-06,2.57834924003749e-06,2.67950183106276e-06,2.72631316089759e-06
586,"PAK","Pakistan",7.39087705800328e-07,7.32745446494227e-07,7.29880752056707e-07,7.36203820878256e-07,7.40890069622942e-07,7.3531503574167e-07,7.39087077635976e-07,7.55820023919052e-07,7.37307473166482e-07,7.30969221894193e-07,7.22059645655515e-07,7.182900295599e-07,7.16608638554962e-07,7.18247125378843e-07,7.28776551044393e-07,7.41618868920007e-07,7.57454530551148e-07,7.74737063928746e-07,7.61388494371482e-07,7.42587969990297e-07,7.63563997098933e-07,7.68748429207132e-07,7.513883469145e-07
585,"PLW","Palau",1.48815636227761e-06,2.15437807992563e-06,2.09889842624609e-06,2.12163737180383e-06,2.11987811690264e-06,1.93786817994184e-06,2.22855538587613e-06,2.17210113614663e-06,2.49353355023777e-06,2.5988943376844e-06,2.88700087261029e-06,2.60783936119338e-06,2.75615723033748e-06,2.49469910278761e-06,2.48808379636238e-06,2.51847358589767e-06,2.50724424861926e-06,2.42975643979264e-06,2.53980549879419e-06,2.62530682064513e-06,2.4010845503504e-06,2.41505852135378e-06,2.37826304070993e-06
591,"PAN","Panama",6.91990930342709e-07,7.14760924787444e-07,7.12670976730054e-07,6.30515022282107e-07,7.44514671806136e-07,7.50192929944408e-07,7.73756727105403e-07,7.89002107753328e-07,7.99970504710481e-07,8.68076083000683e-07,8.73649468246686e-07,9.27269393741106e-07,9.2530640766283e-07,9.26599637262646e-07,9.51148572557999e-07,8.97266104681318e-07,8.72128247941021e-07,8.8502368595058e-07,8.66699540127298e-07,8.60390329564419e-07,6.8554638886088e-07,7.67365750275791e-07,7.8217629334215e-07
