"code","iso","country","USX.raw.1990","USX.raw.1991","USX.raw.1992","USX.raw.1993","USX.raw.1994","USX.raw.1995","USX.raw.1996","USX.raw.1997","USX.raw.1998","USX.raw.1999","USX.raw.2000","USX.raw.2001","USX.raw.2002","USX.raw.2003","USX.raw.2004","USX.raw.2005","USX.raw.2006","USX.raw.2007","USX.raw.2008","USX.raw.2009","USX.raw.2010","USX.raw.2011","USX.raw.2012","USX.raw.2013","USX.raw.2014","USX.raw.2015","USX.raw.2016","USX.raw.2017","USX.raw.2018","USX.raw.2019","USX.raw.2020","USX.raw.2021"
36,"AUS","Australia",0.033425935128,0.031335475749,0.029834384305,0.027716620242,0.0258411192109,0.0239540622722,0.022207737785,0.0204366878954,0.0189200082418,0.0174119958618,0.01597669958,0.0145964023542,0.0133974522323,0.0129898341215,0.0126009539108,0.0122926284357,0.0121690651792,0.0122285102623,0.011878385685,0.0113066480942,0.01073224241,0.0102456027605,0.0100677741565,0.0096866945523,0.0094081270168,0.0091389667261,0.0088374241995,0.0085876826049,0.0083076224476,0.0080255012499,0.0078613771087,0.0077138770024
40,"AUT","Austria",0.0200905737794,0.0195782520689,0.0187267192704,0.017509975459,0.0158991658955,0.014775346909,0.0137973106612,0.0127360561791,0.0119017794812,0.0112007376013,0.0104135979706,0.0097962776355,0.0093462243822,0.0090049547236,0.0087366019647,0.0083469549058,0.0079764248844,0.0076801750313,0.0073717771001,0.0070909115383,0.0068144230957,0.0064707052579,0.0062215576176,0.0060313514847,0.0058333661875,0.0057132626804,0.0055830059584,0.005418457304,0.0052850706455,0.0051537722279,0.0050945205551,0.0050357993712
31,"AZE","Azerbaijan",0.170682100896,0.166989815593,0.165059582209,0.164504486202,0.164854348626,0.166579278056,0.167918829477,0.169317568137,0.171575060249,0.173238212641,0.17312149423,0.167943782333,0.161179894547,0.154581386749,0.148040868746,0.139093733781,0.128570148849,0.118564032156,0.110297078497,0.102099729918,0.094232411232,0.086461581833,0.079591886684,0.07391130055,0.068488125284,0.064547460459,0.062200024131,0.06016435631,0.059286278763,0.058215888718,0.057488196341,0.056816267981
44,"BHS","Bahamas",0.074316469879,0.07967954744,0.085479880067,0.081476135109,0.075337088754,0.070791279112,0.066733422501,0.061872321599,0.05549718933,0.048745449583,0.042698882026,0.040987907486,0.040148201181,0.039011292081,0.037485699885,0.034705797371,0.032437265206,0.031342498719,0.029404219291,0.027343306961,0.025225773259,0.0236045082155,0.0226192874826,0.0217463468847,0.0212012117893,0.0207318700052,0.0203267835689,0.0198491484592,0.0193768057511,0.018870075186,0.0186199368581,0.0183691738322
48,"BHR","Bahrain",0.139380179708,0.131608043659,0.124874309731,0.11675225818,0.109713390566,0.103444647658,0.095623861476,0.089203320836,0.083892973717,0.078133229636,0.072023504212,0.066119746062,0.061396393966,0.05617208573,0.051426332169,0.047573995232,0.043999833931,0.040809854668,0.036671598832,0.032873110676,0.030050613985,0.027688599185,0.025634406592,0.024062203653,0.022481716298,0.021577842876,0.0208812563201,0.0200115042789,0.0191371945599,0.018411333139,0.01787748128,0.0174141251229
50,"BGD","Bangladesh",0.64575982183,0.63758620396,0.62988538742,0.62162427161,0.61276101902,0.60401243276,0.59475495381,0.58517235786,0.57601313472,0.56687333834,0.55917951312,0.55162971792,0.54267845912,0.53314275188,0.52604142075,0.51779631505,0.50773890379,0.49576013636,0.48115931951,0.46623687873,0.45076637295,0.43564784228,0.41849487325,0.40500908346,0.39121053701,0.37893984543,0.36542288867,0.3507065181,0.3345574814,0.31815690932,0.30828295222,0.29878416198
52,"BRB","Barbados",0.123470927561,0.118887046112,0.113176360496,0.107442863006,0.102739019294,0.099425272706,0.096108399149,0.092809165494,0.089942134543,0.086651960725,0.083206256952,0.081462365598,0.077702579462,0.073615134707,0.070287549235,0.067200330495,0.06437568107,0.062198242434,0.058894879615,0.055608985823,0.052649916227,0.050084419777,0.047906113819,0.046235720133,0.046392260164,0.045907803155,0.045362313142,0.044575814637,0.043730761441,0.042681192844,0.042031695363,0.041344322842
112,"BLR","Belarus",0.038433001844,0.037127359503,0.035289880203,0.033223517262,0.031781453472,0.030657592887,0.029588353507,0.028810974872,0.028466987541,0.02774646953,0.026639741818,0.02500148324,0.02339507467,0.021873630644,0.019975417744,0.018471183445,0.018107176547,0.0176488548557,0.0168235100219,0.0158747826052,0.0149812429569,0.0145491728397,0.0141688503297,0.0134886170799,0.0127990629953,0.0122411935216,0.0119376597547,0.0115933524143,0.0112543271066,0.0109122664019,0.0107015799118,0.0105051568995
56,"BEL","Belgium",0.015176582848,0.0140195435012,0.0127664818724,0.0115626442095,0.0105020455107,0.0096709547083,0.0089688676667,0.008253289461,0.0076578440488,0.0071834564743,0.0067127869187,0.0061947446332,0.005583426613,0.0053243164438,0.0050667842942,0.0047978199914,0.0045499515531,0.0043170105357,0.0040613632281,0.0037875897611,0.0034873477426,0.003184379703,0.0030042460243,0.0028473263135,0.002724045734,0.0026155118141,0.0025087646211,0.0024113749465,0.00232352292146,0.00224179192361,0.00219545629034,0.00215150369228
84,"BLZ","Belize",0.29369343953,0.28040592891,0.26533622258,0.25060938076,0.23694751705,0.22444444011,0.2126716757,0.20121772446,0.19083926046,0.180568411622,0.171747015128,0.165368692432,0.156442934115,0.14624161495,0.136620036281,0.126911439798,0.116558338624,0.107020544229,0.096983105481,0.088002069953,0.079868468344,0.072716012917,0.069465687042,0.066397388961,0.064892447877,0.063236736787,0.06173625265,0.059810512441,0.057893969352,0.055957543925,0.055072431797,0.054128462196
204,"BEN","Benin",0.73497505759,0.73337261539,0.7321086497,0.73061930356,0.72933409662,0.72762604484,0.72613027293,0.72250786391,0.71934846348,0.71681206005,0.71408581718,0.71202007715,0.70612320799,0.70031532116,0.69527597589,0.69047860457,0.68630707628,0.68024947015,0.67407164848,0.66840799079,0.66270298256,0.65676206087,0.64944830331,0.64187343243,0.63359790118,0.62548443511,0.61660903092,0.61128090571,0.60376393562,0.59610212626,0.58812824253,0.58026856585
60,"BMU","Bermuda",0.079963825887,0.078678520579,0.077108714285,0.075577115239,0.074378180583,0.073116551962,0.071396058582,0.068923719363,0.066123573868,0.062446197265,0.058626541916,0.055673364267,0.051750767427,0.048002391607,0.044997487032,0.042026132248,0.038846071064,0.036236773631,0.032981184006,0.029957931519,0.027252433656,0.025072771539,0.0233525326211,0.0218819831684,0.0209543085764,0.0205532164593,0.0206107019511,0.0200240372633,0.0194628736801,0.0188368530892,0.0183741741163,0.0179424944655
64,"BTN","Bhutan",0.80029879793,0.79529477925,0.79069478946,0.78435709414,0.77786085867,0.77063795593,0.76181460114,0.7525598768,0.74336791748,0.73324987552,0.72338909878,0.71349371376,0.7039523287,0.69395629342,0.68322205189,0.67224875511,0.6537211744,0.63235608533,0.60880065015,0.58427906687,0.55913202657,0.54422946633,0.53041946791,0.51818807951,0.50702694457,0.49693268774,0.48634001104,0.47551906366,0.46441039456,0.45299351411,0.44333329676,0.43389228648
68,"BOL","Bolivia",0.29889817427,0.2932048492,0.28893924604,0.28337149653,0.27690408028,0.2737411576,0.26966679951,0.26534288643,0.26126381082,0.25828209291,0.25664151201,0.2552568469,0.25065596919,0.24469298993,0.23807530514,0.23170206903,0.22346929943,0.21648299762,0.21036472018,0.20571342486,0.20101569694,0.19592293917,0.19062515064,0.18461940607,0.17784271793,0.170061323696,0.161526215041,0.152475264977,0.146865392584,0.141418482899,0.137296732085,0.133459121086
70,"BIH","Bosnia and Herzegovina",0.162409408661,0.159541971851,0.160135288403,0.159750758148,0.156313807152,0.148312652412,0.126324535193,0.104961734604,0.089164309906,0.077111288129,0.068700905827,0.061362753527,0.054917810969,0.05063835131,0.049842270058,0.049449662674,0.049439607787,0.048740905884,0.04839936957,0.048703944804,0.049492466397,0.050634328679,0.048406545445,0.046350134671,0.04444491409,0.042565439382,0.040575291552,0.038740898801,0.037127076632,0.035614338972,0.034622132027,0.033670658803
72,"BWA","Botswana",0.54945114565,0.53915702924,0.52987821929,0.5208189026,0.51192222783,0.50288496215,0.4935882897,0.48424585724,0.47563593562,0.46650117212,0.45737109861,0.44905885812,0.44121652086,0.43387365469,0.42708189081,0.42387095785,0.42079866342,0.42203573183,0.42102771234,0.41958596626,0.41742605929,0.41572017222,0.41260915936,0.40943016549,0.4017949464,0.39593214857,0.39032409319,0.3843733859,0.37935938067,0.3744120557,0.37141636203,0.36864940514
76,"BRA","Brazil",0.256317232091327,0.249046900770048,0.241905969757535,0.23474349269472,0.227608770330598,0.22041772426538,0.21301345850092,0.206093373147735,0.200049889607561,0.194400988931514,0.188599946613127,0.182614250233571,0.176522345130575,0.170162755084709,0.168415841974467,0.167246039322679,0.165523851339502,0.163293460875886,0.160244243506358,0.157214947854435,0.152944295625661,0.147204714635136,0.140302636465183,0.133990501767011,0.127536323211462,0.122361736135982,0.118005650725471,0.113881481881352,0.110020228383902,0.106060407049796,0.102948531592446,0.0999758589084424
92,"VGB","British Virgin Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
96,"BRN","Brunei Darussalam",0.057237219151,0.052871876587,0.049712010428,0.045828372476,0.042241250614,0.038990692668,0.035985043015,0.033119321737,0.030420974574,0.027753732145,0.025234069481,0.0227507815505,0.0207513912123,0.0199212650544,0.0191149522929,0.0183051551854,0.0174592149559,0.0169191196667,0.0162202393471,0.0154436728007,0.0146300222207,0.0138364398524,0.013540082459,0.0132628820532,0.0129578296537,0.0126284309543,0.0123054495978,0.0119387928349,0.0115829317451,0.0112101798189,0.0108570380347,0.0105252337358
100,"BGR","Bulgaria",0.0104194702572,0.0092998059761,0.00842051509,0.0077384886512,0.0068447675864,0.0064315670972,0.0063624584059,0.0063071314323,0.0069175274839,0.0074864537587,0.0074422714903,0.007242704899,0.0071349280549,0.0071499455425,0.0071424424765,0.0071075777335,0.0072385060165,0.0072410767859,0.0074970006673,0.0074502039784,0.0072032963349,0.0072862516551,0.0070766511072,0.0069254290142,0.0066462998346,0.0063530649565,0.0061956751813,0.0059693434137,0.0057346181468,0.0055186542695,0.0053746226301,0.0052418772726
854,"BFA","Burkina Faso",0.77649132816,0.77465091631,0.77309478416,0.77198959337,0.77096481486,0.76969602948,0.76818740533,0.76560956027,0.76287797556,0.75988711648,0.75680219394,0.75377275278,0.75043403226,0.74583746972,0.74204049141,0.73812089198,0.7346235585,0.72467489757,0.71484171771,0.70555080538,0.69557409958,0.68475902246,0.67303267508,0.66091224691,0.64714147387,0.64104728854,0.63620537377,0.63104428261,0.62549303333,0.62012412413,0.61524309485,0.61060313435
108,"BDI","Burundi",0.65859377032,0.6553767698,0.65396239854,0.65242697825,0.65115197474,0.65021534884,0.6493875321,0.64817924773,0.64584859039,0.64325973354,0.64079814199,0.64107792672,0.64043587547,0.63881119873,0.63685232351,0.63501916096,0.63141064001,0.62793045152,0.62353986282,0.61795858276,0.61161261869,0.60541041529,0.5993916877,0.60060762293,0.60058093584,0.59870258003,0.59728201672,0.59381176003,0.59118232006,0.588746983,0.58753332903,0.58612129102
132,"CPV","Cabo Verde",0.65828542852,0.65374924319,0.65026452002,0.64654223932,0.64200714102,0.6373570009,0.63251661139,0.62681604259,0.62075609672,0.61477256763,0.60853916133,0.60348786882,0.59785530067,0.59182884,0.58676724736,0.58164677061,0.57788216623,0.57240777616,0.56728914829,0.56388719337,0.56085239751,0.54524111705,0.52935977719,0.51420249621,0.49871149749,0.48691370259,0.47891934111,0.47058569374,0.4621806652,0.45432503748,0.44758215078,0.44088564281
116,"KHM","Cambodia",0.84910842118,0.84412850666,0.83823036705,0.83271572925,0.82778395317,0.82169017671,0.8152257531,0.80749609915,0.80095637761,0.79274807056,0.78264846568,0.76899484704,0.75435798328,0.7385731559,0.72246069843,0.70429137682,0.68549653149,0.66641202068,0.64840809004,0.62701870187,0.605882205,0.58504147663,0.56370634517,0.53791976917,0.52031624583,0.50516303117,0.49014122717,0.47617143601,0.462056743,0.44809791005,0.43711224422,0.42672780676
120,"CMR","Cameroon",0.51544695485,0.51345128123,0.5152993329,0.51697418167,0.51868685698,0.52004213048,0.52143084673,0.52167926621,0.52188943087,0.52571627524,0.52922944496,0.53089720576,0.53105128494,0.53043688294,0.52883230423,0.52806263622,0.52703120336,0.52080923343,0.51302248451,0.50450461995,0.49527614289,0.48498769668,0.47440627716,0.46428865426,0.45325849226,0.44252151345,0.4334460538,0.42391231361,0.41392412921,0.40415203414,0.39532053983,0.38685327874
124,"CAN","Canada",0.02357646375,0.022732899398,0.02178138363,0.0207824956777,0.0198181683377,0.0186415406115,0.0172538885565,0.016170678345,0.0152879321515,0.0141648976712,0.0130683952427,0.0120687770096,0.0112802739208,0.0108255364796,0.0104197020803,0.0101064724903,0.0098922315525,0.0097689697789,0.0094963842935,0.0091321459874,0.008697334675,0.0083088650165,0.0080708651567,0.0078768794837,0.0076568136222,0.0074460236577,0.0072819881361,0.0071083206835,0.0069411590741,0.0067724414877,0.0066974599411,0.0066306850176
136,"CYM","Cayman Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
140,"CAF","Central African Republic",0.62469730763,0.62213582253,0.62023249314,0.61838966002,0.61569564079,0.6155264356,0.61617408608,0.61611318615,0.61556644272,0.61480040343,0.61396201106,0.61434086564,0.61352682352,0.61310422125,0.61226584346,0.61107075229,0.60876910848,0.61150835359,0.61359625404,0.61474217708,0.61365734953,0.61166650733,0.60706340733,0.60698933422,0.60673931815,0.60533353816,0.60353331947,0.60128531011,0.59830663288,0.59443072727,0.59046187747,0.58603596823
148,"TCD","Chad",0.79241592295,0.79082316256,0.7897401178,0.78885653783,0.78799097482,0.78729982618,0.78711843623,0.78544362955,0.78402726109,0.78329618822,0.78260430311,0.78209645278,0.78129597867,0.77984418074,0.77682344206,0.77278991006,0.76942656258,0.76521319288,0.76097426163,0.75737612848,0.75310978717,0.74696527814,0.74105026642,0.73774908039,0.73193984192,0.72496447886,0.72062675539,0.71631065699,0.71192169822,0.70791099201,0.70404824262,0.70017128275
152,"CHL","Chile",0.26215780056,0.2485365182,0.23712897873,0.22176488673,0.20526430501,0.18730995181,0.17016498199,0.15377014639,0.137604962649,0.122989218526,0.110300495815,0.09814768875,0.086202636834,0.080389505229,0.076201469496,0.072838174059,0.069628055639,0.066970435466,0.064157061928,0.060644026396,0.056239112535,0.052128435977,0.048381114429,0.045836283033,0.04333473373,0.039297458098,0.036719938233,0.034434630271,0.032482608048,0.030842632291,0.029725887546,0.028755331824
156,"CHN","China",0.706241038344086,0.695175217335276,0.681681020058693,0.666963990336734,0.649079398610964,0.629825055306779,0.609491545408927,0.589320002675714,0.569558814301814,0.549386926368674,0.528600686673941,0.499017613678646,0.469348564863873,0.449522171432353,0.429632299838358,0.40807658679671,0.386053529446862,0.36337629814952,0.3421630427267,0.322829220255787,0.304774385777967,0.289368412377894,0.278376571513352,0.264509764430058,0.250107621465309,0.244760455672925,0.23949504102345,0.223199234054787,0.209523262868547,0.198253705971605,0.189363281821885,0.181059941650784
170,"COL","Colombia",0.19920826275,0.1991617374,0.19762587451,0.19323196786,0.18816215878,0.18210876779,0.17602987919,0.17048336042,0.16776875662,0.16621340852,0.16478243289,0.16525977784,0.16566282712,0.16611300223,0.16626933482,0.16699858496,0.156619534713,0.145490979916,0.135165813385,0.12695776684,0.118679032792,0.111551547565,0.105128421267,0.099531265224,0.094374934935,0.089980977996,0.085987552395,0.082330687597,0.079821306324,0.07647049003,0.073747625964,0.071258948538
174,"COM","Comoros",0.59939220982,0.59193635915,0.58586924992,0.58008438848,0.57534509433,0.56899321079,0.56271903898,0.56107281882,0.55913179986,0.55671080544,0.55391349508,0.55286432036,0.55115467031,0.54925431613,0.54581499158,0.54256047067,0.538714637,0.53650411322,0.53408400987,0.53093469575,0.52769845705,0.52415469148,0.52133099244,0.51676146478,0.51133753015,0.50552918141,0.49953388731,0.49162492128,0.48445800083,0.47761774588,0.47172386592,0.46607003615
184,"COK","Cook Islands",0.166317824841,0.158924446716,0.151499177864,0.144625610398,0.137948106945,0.132603101904,0.127681729149,0.118771955904,0.113481614994,0.10819644171,0.102021149461,0.09560199604,0.089729238185,0.084112024343,0.079798083061,0.076082092118,0.071779901087,0.067628644027,0.062277561921,0.061604726031,0.061732471074,0.06198781819,0.062337808618,0.062660060904,0.062689647995,0.06260973248,0.062761381773,0.059859357954,0.057130401617,0.054123639345,0.051866202734,0.049758883265
188,"CRI","Costa Rica",0.141938991203,0.133327388171,0.125031126325,0.117439017956,0.111580381056,0.106282236819,0.100890420571,0.095058130915,0.08861820661,0.081876993128,0.075533034908,0.070181310479,0.065585999987,0.061355933879,0.057366330505,0.053552255653,0.04919688585,0.048566752494,0.047282011907,0.045360529862,0.043379920663,0.040628960273,0.037528383841,0.034630911914,0.031612056345,0.028909655047,0.026575391355,0.025664400643,0.024870231715,0.023727725383,0.022849143849,0.022047908051
384,"CIV","Cote d'Ivoire",0.57268401662,0.57264073292,0.57272534082,0.57279583832,0.57289558548,0.57342739695,0.5733808295,0.57250732986,0.57143314018,0.56882844257,0.56681954615,0.56451948248,0.56181267317,0.55933408619,0.56087689605,0.56221705076,0.55995658784,0.55573504315,0.55005112531,0.54362594352,0.53636992447,0.52853567452,0.5190996124,0.50864840297,0.49689259565,0.48500445013,0.47375718464,0.45942420212,0.4485011532,0.43740156992,0.42694299336,0.41703923425
191,"HRV","Croatia",0.0163002664477,0.0147565192422,0.0139777542984,0.0137885700821,0.0135004298271,0.0133598005239,0.0131842452715,0.0123019410313,0.011442176567,0.0108745823282,0.0100000381311,0.0091952227766,0.008551756577,0.0078913428555,0.0077253250927,0.0074460928923,0.0072040261182,0.0071196256278,0.0070069898304,0.0068108605037,0.006657655565,0.0066335346406,0.0063746988161,0.0061341882859,0.005878063404,0.0056307797077,0.0053998925424,0.0051446533691,0.0049187569691,0.0046941373204,0.0045706953198,0.0044564234272
192,"CUB","Cuba",0.125720765177,0.119320075395,0.116159401157,0.115710841448,0.11703335306,0.118332443633,0.116593718751,0.11492494649,0.115966358644,0.11081499451,0.104096147401,0.100774653128,0.092896460251,0.085026982108,0.080634110546,0.074869433218,0.067926020148,0.068087005133,0.068337700901,0.066125357687,0.064399105178,0.061853455188,0.058271226352,0.055503089171,0.053620864419,0.05188566018,0.049230787324,0.047096811245,0.04504467609,0.043083426583,0.041710415436,0.040416552314
531,"CUW","Curacao",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
196,"CYP","Cyprus",0.033470205529,0.030171790351,0.026631463659,0.0230759354732,0.0199125959267,0.0172114539749,0.0150392897858,0.0132421683866,0.0117049738541,0.010354861984,0.0091663247357,0.0081487892858,0.007118860612,0.0065611828988,0.0060974422126,0.0056717041976,0.005231923179,0.0047548462943,0.0042850775345,0.0038963548227,0.0035653185439,0.003277736216,0.0031542634954,0.0030647304238,0.0029880250034,0.0029221442212,0.0028534390683,0.0027701878476,0.0026847209292,0.0025964925773,0.0025490996637,0.00250211273675
203,"CZE","Czech Republic",0.0081837878311,0.0073772611744,0.0066781304026,0.005729517439,0.0046266138388,0.003994058675,0.0036502980876,0.0034344388918,0.0031941960804,0.0029861592179,0.0027758893669,0.00256056892,0.0023842961721,0.00232415403689,0.00230828935651,0.0022901344758,0.00232685385206,0.00236733546208,0.00239800723943,0.00244888272323,0.00247858558387,0.00250721245543,0.00246192223128,0.00242940407721,0.00238722255046,0.00236314767355,0.00234087759805,0.00231480952968,0.00229529589382,0.00227361647914,0.00228268466213,0.00228896389987
180,"COD","Dem. Rep. Congo",0.61093199168,0.60972619794,0.60855195372,0.60944630637,0.6120856755,0.61512063195,0.62118712801,0.62749629298,0.63422139907,0.64026446982,0.64644678825,0.65206274845,0.65856068824,0.66291665761,0.66528534731,0.66574674746,0.6643728862,0.6612514679,0.65641266473,0.65075145895,0.64274331872,0.62451383652,0.60325969757,0.57983312193,0.56014756052,0.53906145577,0.51880330496,0.50690248181,0.49473789803,0.48274149736,0.47348395581,0.46508079549
208,"DNK","Denmark",0.0079447642295,0.0074321040575,0.0069359719829,0.0064329303587,0.0059468214566,0.0054819153471,0.0050383600295,0.0046290576579,0.0042767617487,0.0039635308094,0.0036692582427,0.0034043488015,0.0030843695189,0.0029257407828,0.0027896604349,0.0026696309749,0.0025530371848,0.0024467909537,0.0023253764131,0.0021960814457,0.00204566862384,0.00189020970899,0.0018233862472,0.00176748369054,0.00171868652001,0.00167670030154,0.00164199560835,0.00159246518196,0.00154782244397,0.00150345041355,0.00148026435826,0.00145753204192
262,"DJI","Djibouti",0.61281305148,0.61024053804,0.60861805489,0.60555682847,0.60389706773,0.60084406483,0.59763956183,0.59394875475,0.58980054324,0.58483259489,0.57936375965,0.57442756608,0.56885910406,0.56199711882,0.55472119145,0.54731181812,0.5373528191,0.53578799817,0.53387097222,0.53144876953,0.52880248136,0.5254346163,0.52355257386,0.52076877666,0.51600751964,0.50941980425,0.50039982286,0.48939991774,0.47892154531,0.46831769569,0.45840727646,0.44905438093
212,"DMA","Dominica",0.26624145938,0.25731818552,0.24591517328,0.23413328517,0.2226607927,0.21095203223,0.19825327024,0.18557806655,0.17262524137,0.159357654751,0.14711029938,0.139889766061,0.131291412781,0.122988492209,0.115794204386,0.108661282841,0.10130392548,0.09528085262,0.087746363524,0.081042101502,0.074904184057,0.069758499824,0.065507578869,0.061926107247,0.059142961448,0.057402142303,0.055846202925,0.054749419633,0.05367977306,0.052039281703,0.050962373772,0.0498347468
214,"DOM","Dominican Republic",0.37331416895,0.37098704002,0.36923619542,0.3671466058,0.36379594814,0.35866961531,0.35198455574,0.34308941175,0.33329807871,0.32295110877,0.31200222386,0.30732781137,0.30104137923,0.29357930438,0.29210544624,0.2881849248,0.28081509878,0.27164943929,0.25545283548,0.24050493359,0.22590273714,0.21411495496,0.20332256715,0.19319404266,0.18839062643,0.181827571156,0.170759628085,0.163746596353,0.156753396513,0.150037235309,0.144463692758,0.139339276915
