"code","iso","country","F5Y.raw.1999","F5Y.raw.2000","F5Y.raw.2001","F5Y.raw.2002","F5Y.raw.2003","F5Y.raw.2004","F5Y.raw.2005","F5Y.raw.2006","F5Y.raw.2007","F5Y.raw.2008","F5Y.raw.2009","F5Y.raw.2010","F5Y.raw.2011","F5Y.raw.2012","F5Y.raw.2013","F5Y.raw.2014","F5Y.raw.2015","F5Y.raw.2016","F5Y.raw.2017","F5Y.raw.2018","F5Y.raw.2019","F5Y.raw.2020","F5Y.raw.2021","F5Y.raw.2022"
288,"GHA","Ghana",250326.519626667,259605.13552,262571.644266667,258832.98416,249220.199253333,237305.787253333,226064.635253333,218031.535093333,210620.78976,199061.810186667,186583.41088,178466.112,165349.956853333,149591.642453333,130600.12896,111754.27168,92686.0218133333,73879.2716266666,57572.4930666666,44707.3341333333,35029.7330666667,27955.1353066667,22259.6671466667,17972.98256
300,"GRC","Greece",-2065.56778666667,-5207.41114666667,-8380.58170666667,-10784.7030933333,-13319.7147733333,-15155.7696,-17047.1508266667,-19155.4408533333,-21269.55664,-23519.7656,-24207.7793066667,-25665.99024,-26486.14,-27094.0464533333,-30719.6965866667,-33260.03328,-37708.6666666667,-42879.6698666667,-48714.8341333333,-53422.18256,-55731.71168,-59520.0434133333,-62381.35872,-64432.2338666666
304,"GRL","Greenland",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
308,"GRD","Grenada",-224.102453333333,-109.15056,-45.5923733333334,-13.3369600000001,12.8606399999999,-97.3646933333334,-163.26784,-291.446773333333,-372.55552,-353.881333333333,-365.52064,-331.359946666667,-299.837333333333,-269.59712,-240.98128,-283.679093333333,-291.1048,-286.573653333333,-280.430346666667,-276.55872,-264.003413333333,-251.631306666667,-238.648533333333,-227.522186666667
320,"GTM","Guatemala",267228.1608,265015.263573333,269414.591733333,327010.742026667,337439.914986667,330722.141973333,323684.196426666,324570.114986666,312131.518933333,241044.26416,198333.883306667,174335.037493333,152788.58016,121329.696,104421.459626667,100350.267093333,97001.57872,93171.5506666667,93030.64544,95679.97392,93154.2810133333,82762.5297066666,75725.5856533333,72422.7461333333
831,"GGY","Guernsey",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
324,"GIN","Guinea",9196.95754666666,10832.5671466667,19169.1197866666,29766.8978133333,46941.48256,71925.82224,90689.6669866666,103986.07872,110722.770186667,113602.625333333,111768.500213333,105160.708266667,103104.727946667,103824.49632,103036.980586667,101475.884533333,99550.2815466667,97092.0184533334,92953.1274133334,86534.4345066667,82092.8237866667,79581.9945066667,77980.83872,77389.7256
624,"GNB","Guinea-Bissau",20663.0791466667,22364.0056533333,23053.6070933333,21833.7271466667,21466.0081066667,19212.9168,16017.2981333333,13781.3054933333,12661.53824,12192.9981333333,12049.4304,12022.2923733333,11953.94656,12015.4406933333,11809.03536,11419.9674133333,10474.75312,9718.57680000001,9231.92432000001,8643.71797333334,8217.59477333334,7971.80144,7578.67866666666,7318.99877333332
328,"GUY","Guyana",58374.5304533333,57424.2476266667,55703.6088,54556.5325333333,58852.3282666667,56376.02608,53797.0219733333,51796.90544,49288.2134933333,46918.8634666667,36799.8114666667,31200.0103466667,27752.4428266667,26823.3623466667,29042.6105066667,32692.2109866667,38140.2003733333,40353.9158933333,41220.43968,40910.0744533333,39611.6261333333,38153.15872,35683.0242666667,36794.2055466667
332,"HTI","Haiti",19823.9010133333,21091.37632,19864.7912533333,13672.9365866667,10409.7659733333,7688.83072,10212.33744,18199.4421866667,22842.9393066667,28761.9847466667,35814.5985066667,39612.0658133333,37934.7721066667,34332.9135466667,31327.8473066667,27203.62448,21403.6101866667,19534.35952,17894.31648,12725.988,10923.0557333333,9376.27370666666,8353.81007999999,6760.03114666666
336,"VAT","Holy See",-0.10992,-0.10992,-0.10992,-0.10992,-0.122133333333333,-0.134346666666667,-0.14656,-0.14656,-0.134346666666667,-0.134346666666667,-0.134346666666667,-0.134346666666667,-0.122133333333333,-0.10992,-0.10992,-0.0977066666666666,-0.0854933333333332,-0.0732799999999998,-0.0732799999999998,-0.0732799999999998,-0.0732799999999998,-0.0732799999999998,-0.0732799999999998,-0.0732799999999998
340,"HND","Honduras",114527.895253333,89834.83136,72904.47664,70715.9816533333,62953.2602666667,45516.8705066666,38348.8651733333,35786.8498133333,32131.19152,20166.03312,18779.8075733333,22225.6285866667,27535.3141866667,31173.1532266667,33331.6766933333,38791.53744,43550.52384,50087.2586133333,55216.5777066667,62136.5790933333,69455.1504,72934.9733333333,73043.0491199999,72147.4698133333
344,"HKG","Hong Kong",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
348,"HUN","Hungary",-30188.0746133333,-31551.5345066667,-33331.8721066667,-35152.3671466667,-36498.86272,-38679.60224,-38296.8485866667,-38364.8890666667,-37474.6469866667,-37190.8579733333,-38979.7449066667,-40726.6424,-42326.19824,-44688.59888,-47335.69232,-49648.1037866667,-49962.96352,-49203.5873066667,-48465.26688,-46504.55056,-44775.7288,-42788.77824,-40992.9297066667,-39843.28864
352,"ISL","Iceland",2289.80458666667,2214.90021333333,2151.34202666667,2082.17792,2030.21018666667,1994.66938666667,1979.28058666667,1940.68645333333,1905.25557333333,1880.69456,1853.19013333333,2666.81797333333,2689.47370666666,2788.97573333333,2859.22682666666,2913.85706666666,2982.14181333333,2211.07744,2228.76234666667,2204.95856,2194.72378666667,2190.31477333333,2181.48453333333,2183.14554666667
356,"IND","India",408202.06304,406180.646453333,406975.294773333,370377.394133333,373309.0216,371748.438506667,364097.261493333,318543.72656,311919.825226667,343835.14608,329895.49472,338772.389653333,345742.47792,370814.09408,392347.141173333,344116.590133333,338383.37056,327119.379626667,307511.05616,272418.815253333,210996.3864,192317.35104,151682.0888,97687.1009066667
360,"IDN","Indonesia",8845862.00138667,8750523.65882667,8685197.92192,8807052.46149333,6727876.60325333,6225705.87413333,5667157.49456,5886828.32768,5414147.51018666,4784700.63290667,4926369.98677333,4691062.27642667,4732247.57834667,4303717.65552,4569424.01056,5034597.87829334,5616667.29365334,5806051.63712,5734964.46784,5591576.91781334,5895553.49637334,5677609.98277334,5036423.44186667,5146484.95776
364,"IRN","Iran",22103.8128,14223.90448,12630.6629333333,5911.44874666667,7975.66085333333,22794.07376,23646.2224533333,16283.9640533333,10757.65056,3205.91450666667,-8777.27077333333,-24180.8855466667,-41726.7556266666,-48287.8071466666,-55173.5989866666,-60451.7863999999,-62369.2308799999,-61817.5668266666,-59307.5802666666,-48635.9604266666,-40718.17856,-32148.19248,-24654.8483733333,-18042.3909333333
368,"IRQ","Iraq",-17153.7488,-16095.1214933333,-10442.14352,-6448.88426666666,-6814.64917333333,6756.0740266667,14146.9726933334,17875.1415466667,9574.48389333336,3784.6433066667,4019.60341333336,-4360.30656000001,-6418.79061333334,-3921.42042666667,10032.2274133333,22003.2237866667,27167.79056,28211.18784,33568.72528,33194.6797333333,28423.04032,27067.9221333333,26308.65584,26973.8794666667
372,"IRL","Ireland",-44520.5312,-39896.0136,-35627.71008,-33457.19312,-31315.0477333333,-28833.0663466667,-28923.13968,-30692.9005333333,-33751.6077333333,-36318.9358933333,-31052.6320533333,-29502.3692266667,-27599.9715733333,-26411.1867733333,-25139.0459733333,-24851.7883733333,-34069.9116266667,-39614.4229866667,-45821.17792,-50311.5809066667,-53422.1337066667,-27179.1978133333,-7484.92912,9812.25306666667
833,"IMN","Isle of Man",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
376,"ISR","Israel",2041.05562666667,1258.20538666667,880.117226666667,527.823626666667,5.88682666666693,-419.589066666667,-943.089173333334,-1293.11109333333,-1789.61973333333,-2040.50602666667,-2110.70826666667,-2042.98533333333,-1710.92922666667,-1521.91568,-936.518399999999,-666.677013333332,160.129013333335,2356.91685333334,3691.16245333334,5175.91296,6443.09514666666,7991.39162666667,9142.36394666667,8824.85392
380,"ITA","Italy",-164382.037973333,-151392.388533333,-144820.796906667,-141521.145066667,-146334.969333333,-163612.4392,-177489.4728,-189566.334346667,-188496.153226667,-188830.114613333,-185554.59632,-186198.263413333,-181697.088266667,-181624.614346667,-190390.85648,-194846.329333333,-201810.616266667,-200554.768053333,-199936.01616,-189547.11056,-176566.047093333,-160664.49472,-146184.049173333,-133927.84704
388,"JAM","Jamaica",15757.2152,17046.97984,17485.59728,17683.0746666667,17974.5336533333,18099.5615466667,10618.8216,11605.5368,15023.57248,16877.04352,17494.3786666667,18048.3266133333,18332.42096,15258.6302933333,10762.0229333333,6897.40672,4488.14352,2816.69999999999,1569.97514666666,93.5419200000007,-972.706506666666,-1434.99338666667,-1515.78458666667,-2105.45653333333
392,"JPN","Japan",-148880.582186667,-148361.29568,-149627.61072,-153272.753333333,-155563.14416,-156800.379253333,-158065.460746667,-165151.111573333,-167257.67952,-165228.861653333,-162479.67696,-159312.9184,-154578.346453333,-147219.8864,-140667.164373333,-133736.87936,-124990.373973333,-115040.672053333,-105347.84096,-97260.07392,-88710.8749333333,-80819.48608,-73532.4984533334,-66415.7158400001
832,"JEY","Jersey",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
400,"JOR","Jordan",584.346933333334,-176.775786666667,-60.41936,-70.8373333333333,407.449013333333,535.249333333333,688.074773333333,431.47264,324.276213333333,934.161226666666,632.968213333333,1030.78090666667,1984.91093333334,3055.61722666667,3852.34181333334,3928.63850666667,4372.92293333334,4029.33744,3241.51637333333,2548.56848,1808.02522666667,1077.42362666667,403.870506666666,196.085066666666
398,"KAZ","Kazakhstan",125846.8584,81714.5890666667,46326.04048,19437.2024533334,-3210.82426666666,-22236.1320533333,-28247.6568533333,-29684.5799466667,-12745.48048,29196.5962133334,79944.55952,166262.598186667,215782.12,260932.89584,289100.787413333,286306.437813333,268565.362026667,207114.89136,181607.796586667,156075.00496,135611.406186667,117468.5728,102625.537813333,93112.7434666666
404,"KEN","Kenya",150792.738293333,133359.865973333,128801.337013333,127699.99968,131955.8456,132759.58064,138596.491413333,145835.492853333,153160.537226667,164385.237866667,173511.309226667,187353.91344,195642.333333333,197539.68688,193004.05792,179524.250773333,161309.847253333,134334.819733333,109871.537493333,88655.6584533333,71189.3704533333,56998.6373866666,46493.15552,38829.8018133333
296,"KIR","Kiribati",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,"XKX","Kosovo",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
414,"KWT","Kuwait",107.550613333333,150.126293333333,196.24384,243.497226666667,274.054986666667,279.1968,258.922666666667,226.72832,192.06688,161.36256,146.315733333333,136.313013333333,136.459573333333,134.822986666667,129.730026666667,119.18992,103.630133333333,91.8686933333334,70.6419200000001,54.8867200000001,41.00016,32.31648,26.2830933333333,21.068
417,"KGZ","Kyrgyzstan",29975.8923733333,29571.7653866667,27452.9718933333,26184.29968,24878.2424533333,22904.9341866667,21356.3812266667,19908.1608,18523.9626666667,17016.1533866667,15605.0370666667,14688.82944,13915.57888,13148.2762133333,12492.26144,11925.0253866667,11594.2272533333,11208.8110933333,10813.3311466667,10473.5195733333,10080.7754133333,9704.89786666666,9205.77557333333,8794.35722666667
418,"LAO","Laos",111774.851146667,122315.6784,133693.522026667,142457.45584,154188.277013333,169580.386826667,183468.510133333,191310.92352,201338.48544,214327.65856,230654.686826667,242611.918773333,251246.56224,256985.986186667,266978.654613333,281176.483626667,278637.294986667,267523.91888,265027.171573333,262545.324533333,248923.07328,225922.618613333,213315.747253333,208008.516533333
428,"LVA","Latvia",-25188.6321066667,-27270.7001066667,-29597.792,-30324.0578666667,-28198.10736,-20466.07808,-11855.9834133333,-4932.86762666667,820.674933333331,6238.42410666666,8568.04415999999,6993.37909333333,4511.97173333333,4945.34965333333,5743.80853333333,7277.71770666666,10675.4181866667,12606.94464,14755.0989866667,16438.0474666667,18588.9376,20073.1262933333,20587.0511466667,22111.7514666667
422,"LBN","Lebanon",286.756853333334,64.2543466666677,-325.192213333333,-600.321973333333,-1042.90874666667,-603.179893333333,-675.372906666667,-308.936266666667,-119.250986666667,341.81456,512.239413333334,1169.26789333333,1173.55477333333,687.3664,775.26576,937.532106666666,1244.05013333333,881.998079999999,2789.22,2924.55594666666,2109.70677333333,990.086079999996,1501.43392,1622.55354666666
426,"LSO","Lesotho",2100.52234666667,2177.72282666667,2019.12048,1606.21210666667,1344.73685333333,1306.20378666667,1565.82261333333,2796.19381333334,4526.39568,6062.79637333334,7325.43520000001,8173.39472000001,8290.89920000001,7089.10720000001,5828.41029333334,4580.67173333334,5026.16528000001,6585.97893333334,8031.92768000001,9818.34752000001,11304.5880533333,12945.53488,13048.8841066667,12019.2512533333
430,"LBR","Liberia",64705.2385066666,74089.744,83569.2203733333,91667.49088,99329.5133333334,103570.495626667,101514.063413333,99120.8363200001,97115.8344533334,95602.0894933334,93309.21936,94608.76688,96907.1818666667,99148.09648,100836.882933333,102013.52768,101883.82208,99659.3099733333,97077.16704,94496.6973333333,92056.42448,89676.3022933333,88184.08944,86845.74016
434,"LBY","Libya",-326.352479999997,-1118.26501333333,-3449.59493333333,-4947.20608,-5382.62362666667,-5651.04826666667,-5817.32058666667,-5853.04458666667,-5772.88848,-5755.28906666667,-5616.52117333333,-5567.59456,-5471.06037333333,-5355.91306666667,-5281.87584,-5325.29424,-5190.66666666667,-5024.8096,-4904.03194666667,-4819.40576,-4685.66976,-4563.58528,-4460.12613333333,-4341.09498666667
438,"LIE","Liechtenstein",-38.8139733333333,-35.28432,-35.87056,-39.2292266666667,-42.1848533333333,-44.99392,-48.1205333333333,-54.1783466666667,-55.98592,-58.6362133333333,-61.51856,-66.1962666666667,-71.48464,-76.7852266666666,-85.5543999999999,-94.4212799999999,-102.909546666667,-112.326026666667,-118.93344,-124.86912,-128.154506666667,-129.7056,-130.389546666667,-128.850666666667
440,"LTU","Lithuania",42311.10256,28551.57344,21682.3917333333,13228.5300266667,3616.96645333332,313.27199999999,-7496.03104,-6466.94778666667,-5188.26064,-724.70256,4944.51914666667,5258.10869333333,10674.2823466667,17370.6576,23125.26272,27572.7969066667,28285.97008,27604.17296,26622.8682666667,23371.4713066667,20241.4138133333,17639.6562666667,16371.5702933333,15505.4373333333
442,"LUX","Luxembourg",33.6843733333333,19.2848533333333,40.34064,31.07072,46.1786133333333,46.5083733333333,-59.75984,-47.5098666666667,-15.9506133333334,4.47007999999993,31.2294933333333,79.7164266666666,136.129813333333,146.059253333333,167.77456,194.240853333333,203.79168,208.92128,210.57008,201.605493333333,193.520266666667,200.75056,231.71136,238.404266666667
446,"MAC","Macao",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
450,"MDG","Madagascar",488384.806986667,524419.96608,539405.042133334,529446.31456,496417.210986667,438353.802986667,379510.573653333,333429.38608,309086.796,293409.700266667,281442.50224,269558.806773333,255133.1136,235339.831413333,211980.524586667,186330.607093333,163972.732533333,144515.45136,131845.5592,123923.820213333,117592.550346667,114080.569706667,109796.107946667,105785.94544
454,"MWI","Malawi",98494.6342933332,106521.994186667,111101.38352,116428.045653333,116529.025493333,118502.174986667,118914.949013333,115259.046453333,121180.510133333,126437.71504,130998.527893333,129228.156373333,126280.74928,125473.93648,115380.398133333,103535.44336,91724.5882133334,81792.8154666668,74849.7186666668,70212.5114133334,66897.4829866667,63468.8217066667,60486.5089066667,59619.7164266666
458,"MYS","Malaysia",627044.6856,553087.334133333,525119.448106666,520296.036373333,518738.298986666,473469.237013333,452207.191573333,466630.710773333,465294.743093333,471128.637173333,516037.112693334,576322.700053334,689005.881226667,788488.43984,869420.606133334,1021822.64650667,1066895.70890667,1070146.60512,1066891.27546667,1017101.75349333,984439.135413334,861277.952373334,813723.152853334,806354.409173334
462,"MDV","Maldives",0,-0.03664,-0.03664,0.29312,0.25648,1.57552,1.6488,1.68544,3.00448,2.67472,2.89456,2.08848,2.0152,2.41824,1.06256,1.06256,1.13584,0.84272,1.06256,0.87936,0.98928,1.0992,0.916,0.80608
466,"MLI","Mali",162633.943573333,144473.9016,114611.05584,116542.68,108873.08528,113478.269173333,117526.732693333,115890.63456,106773.54,90286.7613333333,89554.1445333333,90105.74752,89486.1529066667,84634.0886933334,74986.94768,58063.5301333334,44096.4354133334,22161.00784,8635.57168000001,3379.56368,433.6344,-988.229653333334,-2093.85386666667,-2711.82410666667
470,"MLT","Malta",-615.893973333333,-621.793013333333,-577.715093333333,-513.924853333333,-466.244,-432.522986666667,-401.037013333333,-393.159413333333,-432.962666666667,-436.663306666667,-363.224533333333,-279.96624,-193.01952,-106.73232,-55.8027200000001,-55.8393600000001,-103.569066666667,-145.778346666667,-188.62272,-233.860906666667,-249.92144,-261.38976,-272.6016,-280.00288
584,"MHL","Marshall Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,"MRT","Mauritania",10140.8283733333,8577.32629333333,7292.70346666666,6274.38016,5587.35573333333,5021.93946666666,4547.26826666667,4443.28394666667,4805.47034666667,5413.85312,6644.81056000001,6856.58976000001,6895.42816000001,6689.29152000001,6278.81360000001,5728.4808,4550.57808,4618.71626666667,5524.37157333334,6255.21744,6287.66826666667,6181.92522666667,6070.67397333334,5756.26613333333
480,"MUS","Mauritius",34.22176,241.433173333333,300.386933333333,295.892426666667,313.626186666667,666.18848,725.887253333333,571.889333333333,512.96,488.093653333333,520.556693333333,173.062933333333,85.3589866666666,34.33168,663.831306666667,912.84896,1032.55184,1127.52272,1207.16586666667,1264.84944,626.641706666666,404.79872,262.208053333333,193.923306666667
484,"MEX","Mexico",484879.311626667,476308.49504,463979.31824,455406.608586667,437015.380426667,408414.28192,382669.344693333,356034.80048,325332.153706667,287442.30224,243429.08848,209920.2696,168768.578773333,124052.4144,91237.2029333333,135557.276693333,223115.237386667,340366.425066667,440994.16688,556352.226826666,680320.85776,741791.187306667,776685.657706667,780718.512586667
583,"FSM","Micronesia",-396.176106666667,-379.88352,-365.41072,-352.708853333333,-341.545866666667,-331.84848,-324.361706666667,-318.352746666667,-314.139146666667,-313.259786666667,-315.274986666667,-319.146613333333,-330.56608,-350.412746666667,-372.11584,-392.48768,-411.8336,-430.55664,-442.366933333333,-445.76224,-447.26448,-447.838506666667,-447.63088,-446.89808
498,"MDA","Moldova",3209.78613333333,2447.39322666667,2173.03290666667,1764.00837333333,1152.1448,625.652426666666,170.693546666666,-217.324053333334,-886.834560000001,-1452.82485333333,-1541.12725333333,-1598.31008,-1648.86106666667,-2649.20634666667,-3547.19168,-4211.41381333333,-5273.99824,-6303.37461333333,-7806.54282666667,-8535.16586666667,-9526.71754666667,-10773.6866666667,-11904.7512533333,-13068.6941333333
492,"MCO","Monaco",0.0854933333333333,0.0732799999999999,0.0366399999999999,0.0122133333333333,-0.0122133333333333,1.00613961606655e-16,0.0732800000000001,0.158773333333333,0.25648,0.341973333333333,0.427466666666667,0.464106666666667,0.451893333333333,0.40304,0.3664,0.32976,0.29312,0.268693333333333,0.244266666666667,0.232053333333333,0.21984,0.21984,0.21984,0.21984
496,"MNG","Mongolia",188160.6896,188079.959466667,187672.889066667,136830.296853333,85590.8568000001,54362.1695466667,32684.7364266667,20295.9707733334,9306.07146666666,3184.76101333333,3750.20170666666,4929.94864,2171.70165333333,-167.860053333332,-3990.23034666666,-5307.32842666666,-7641.89487999999,-9898.61354666666,-13251.44224,-12864.3528533333,-13035.55936,-14070.9446933333,-14820.6479466667,-15108.3818666667
499,"MNE","Montenegro",-4718.78010666667,-5009.65285333333,-5292.19610666667,-5542.69157333334,-5540.73744,-5153.62362666667,-5280.61786666667,-5555.43008000001,-5630.06576000001,-5730.496,-6309.94538666667,-7028.37029333333,-7088.94842666666,-7433.14458666666,-7872.16506666666,-8478.80133333333,-8974.87029333333,-9546.77184,-10137.70176,-10377.80368,-10542.20736,-10482.5818666667,-10264.91584,-9897.67312000001
504,"MAR","Morocco",56964.1957866667,43304.19312,29387.91808,29315.4197333334,20440.7720533334,14085.4541333334,7906.72880000003,4660.2660266667,1427.10357333336,-11208.1149333333,-13338.0714133333,-10462.5275733333,-1447.45098666667,5931.24656,7901.69690666667,12780.8991466667,17741.52768,20731.31504,14069.79664,7906.26469333334,6210.26016,591.894773333336,-5718.84448,-13039.47984
508,"MOZ","Mozambique",264390.79584,277540.879626667,296464.53584,302761.00992,306822.0776,320872.735946667,325311.916213333,334494.4376,338080.076853333,346705.865653333,351595.9744,341798.426186667,334619.038026667,318574.87056,297589.811306667,274866.440533333,255941.953813333,243467.511626667,237581.38112,233791.327306667,232544.089493333,231442.93536,227929.23264,225952.565706667
104,"MMR","Myanmar",642188.278506667,665062.312960001,679994.419786668,694918.844426668,713014.656480001,735153.778026667,755709.795093333,796685.174239999,849453.198453332,894190.833866666,924627.523093333,937048.83728,930847.639413334,890971.081653334,846887.348106667,803011.2168,774245.641333333,756286.252213333,740456.550879999,730727.018719999,714930.317813333,707014.63664,696670.492906667,677867.052533334
516,"NAM","Namibia",28658.9408533333,27355.93696,28081.7509333333,28654.3242133333,28959.37664,29362.8685333333,29739.1002666667,30054.2653333333,30358.9269333333,30979.5718933333,31834.9326933333,32717.0529066667,33550.91824,34362.75072,35013.03744,35467.0681066667,35699.92752,35936.2799466667,36302.3135466667,36722.73312,37516.5875733333,38397.4253866667,39485.68224,40732.1384
520,"NRU","Nauru",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,"NPL","Nepal",66153.3734399999,63763.0653333333,62802.2912533333,62832.94672,63899.9279466667,61412.6459733334,60169.03552,56776.39136,53795.6052266667,51125.9415466667,46778.54448,44542.91824,40711.03376,36917.3403733333,32447.79776,29473.32592,27712.0899733333,25121.9350933333,25436.7704,25555.63056,27247.73904,27959.3855466667,28506.2009066667,28540.4226666667
528,"NLD","Netherlands",23658.0816,23987.95152,23817.7098666667,23415.5370133333,26450.12288,31233.1939733333,38034.0542933334,44045.3714666667,48755.3579733334,53094.4744,54195.9705066667,52769.0989866667,48122.1210666667,44844.8440533333,42413.25488,40282.16256,38142.86288,37641.2490666667,38300.4759466667,38230.13936,38100.0185066667,36141.696,34135.9002666667,31656.2394133333
540,"NCL","New Caledonia",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
554,"NZL","New Zealand",-51218.1155733333,-33500.6603733333,-40506.5337066666,-55595.26432,-71363.3860266666,-92305.9306666666,-139320.351253333,-174175.16496,-185272.87136,-183146.603306667,-182448.464746667,-179710.51632,-171442.431626667,-167956.526453333,-160008.74864,-155193.971733333,-148712.661066667,-142049.457226667,-134103.157226667,-124747.69504,-116761.982613333,-109902.290666667,-103912.420106667,-97821.8872533333
558,"NIC","Nicaragua",361654.27728,373462.738613333,382498.834346667,382515.59104,375792.896053333,362480.594773333,339361.634133333,317936.027733333,291866.191413333,266407.02176,246595.92032,230461.105493333,216801.127253333,200055.328213333,181855.629546667,164478.437813333,151254.365653333,137413.239253333,127639.311626667,120784.920266667,117716.40576,116757.06064,114441.66912,113459.399573333
562,"NER","Niger",130517.94544,97238.63952,74411.18672,57133.4970133333,41849.2065066667,29767.8260266667,20780.0096,21489.8118933333,18816.2765866667,14715.6621333333,15820.6024,22932.2187733333,38518.8869866667,53331.49856,66608.84528,83202.36848,101624.874986667,109627.490666667,108547.57552,100376.78224,98680.9975466667,95539.4473066667,87091.15488,84469.8071466667
566,"NGA","Nigeria",850606.918773333,753905.95904,707209.512586666,681507.859413333,634821.611093333,590200.74736,567841.761386667,564923.83728,505347.685813334,407154.794133333,352127.718506667,310097.266133333,269330.71056,223653.08816,211649.335626667,233758.900906667,222918.93248,192066.80672,166324.42208,158755.062186667,152141.786453333,145957.23536,139925.5952,136041.474293333
570,"NIU","Niue",15.0834666666667,11.9568533333333,9.77066666666667,8.04858666666667,6.49749333333333,4.97082666666667,4.29909333333334,4.66549333333334,5.72805333333334,7.37685333333334,9.41648,10.7233066666667,10.29584,8.57376,6.11887999999999,3.10218666666666,-0.293120000000005,-2.80906666666667,-4.32352,-5.44714666666666,-6.53413333333333,-7.63333333333333,-8.58597333333333,-9.57525333333333
408,"PRK","North Korea",53584.24128,51007.2523733333,51186.1410666667,51034.8911466667,50101.4016533333,51342.3007466667,50256.6453333334,50044.3653866667,53175.2656000001,55279.9526933334,56623.2117333334,53144.7322666667,52374.4617600001,51568.4916800001,47569.8463466667,44209.8362133333,42667.2677866667,41736.91712,41218.9252266667,41620.4141333333,41911.7632,42473.96736,42188.4196266667,42922.844
807,"MKD","North Macedonia",-8770.39466666666,-8317.64639999999,-5992.83839999999,-5150.71685333333,-5173.86112,-5287.45733333333,-5114.22341333333,-6288.82853333333,-9412.48623999999,-11279.5751466667,-10196.1547733333,-10058.6937066667,-6258.6616,-3710.99690666667,-1933.44394666667,26.0266133333328,-338.101706666667,64.2665600000026,-3069.25952,-4453.57978666667,-5106.02826666667,-5614.45712,-6050.58304,-6242.64992
578,"NOR","Norway",31930.36768,27875.2234666667,24859.43392,23226.7677333333,21855.9676266667,20890.7234666667,20035.2771733333,19293.6835733333,18978.8360533333,18562.6178666667,18095.6044266667,17753.8142933333,17218.3695466667,16897.6962666667,16521.12256,16726.7584533333,17255.8766933333,17690.23168,18690.98,19674.1899733333,20588.4312533333,21221.9002133333,21934.9146133333,22831.7274666667
512,"OMN","Oman",234.410506666667,225.59248,196.231626666667,139.48848,44.0290666666668,-107.660533333333,-264.809493333333,-373.94784,-436.846506666666,-409.830613333333,-366.827466666666,-255.331946666666,-156.4528,-90.64736,-33.2569066666667,86.824586666667,227.094720000001,472.790346666668,717.850880000001,988.901386666668,1265.82650666667,1446.95024,1624.2512,1668.43904
586,"PAK","Pakistan",91602.5525866667,96855.1774933334,97337.9461333334,90714.9852266667,77825.8026666667,64153.26912,53480.5745066667,40237.4006933333,25688.2185066666,13153.90656,7454.73776,14555.9728,21007.1898133333,30352.1118933333,42128.7574933333,51257.27152,69146.9469333333,73333.64096,74063.3021333334,73456.5437333334,75561.7804266667,79312.4706666667,72968.1936,71585.0946666666
585,"PLW","Palau",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,"PAN","Panama",103020.089546667,111154.377173333,114681.600053333,117093.196,112719.491413333,95320.6332266666,71662.4294933333,65152.1610133333,61442.5930666666,60673.7270933333,69898.3234133333,68783.4170666667,65711.8736533333,63519.6291733334,61235.1740266667,56460.0293866667,45765.4240533333,44803.392,46164.8122666667,42748.47424,41539.06112,41077.5925333333,38576.3629333333,36535.8813333333
