"code","iso","country","GHN.raw.1999","GHN.raw.2000","GHN.raw.2001","GHN.raw.2002","GHN.raw.2003","GHN.raw.2004","GHN.raw.2005","GHN.raw.2006","GHN.raw.2007","GHN.raw.2008","GHN.raw.2009","GHN.raw.2010","GHN.raw.2011","GHN.raw.2012","GHN.raw.2013","GHN.raw.2014","GHN.raw.2015","GHN.raw.2016","GHN.raw.2017","GHN.raw.2018","GHN.raw.2019","GHN.raw.2020","GHN.raw.2021","GHN.raw.2022"
214,"DOM","Dominican Republic",64259.0792,60831.1135757577,54985.7855757576,53584.9296969697,48934.0037575758,38634.2416969697,34508.1220606061,33769.705939394,34567.4042424243,31412.3133333333,27623.6991919192,28171.8727272727,34125.1648484848,45334.2226666667,55746.9163030303,63678.0037575758,74780.4936969697,84102.6746666668,89135.5569696971,92832.7458181819,92448.5243636364,81491.6244848484,74731.6156363636,67595.5094787878
218,"ECU","Ecuador",61801.2798060606,42070.5246060606,37689.2667878788,44186.0098181819,59922.4555151515,56915.9854545455,69056.7278787879,80730.649090909,88878.0333333332,85113.0339393939,88915.2624242423,85403.8581818184,93539.7933333332,95250.4957575758,97988.0133333332,104952.098787879,99771.9127272726,93972.2072727274,92010.9163636364,79718.4503030303,68880.3121212121,49313.6210798898,55739.3827364555,62595.6518273645
818,"EGY","Egypt",362354.315151515,407143.212121212,399519.310303031,399465.067272727,452738.247272727,466387.171515151,517968.943030303,553509.13090909,592839.934545455,637541.204848484,660047.024242426,670826.882424242,676431.564848484,629329.435151516,591858.213333333,578962.420606061,547124.349090909,564741.636363636,606624.745454545,605483.121212122,555448.018181819,495704.545454546,510198.666666667,547105.454545455
222,"SLV","El Salvador",19800.5438036364,14940.426230303,13467.0381454545,11972.1022424242,11199.642,11081.4572727273,10731.364969697,12008.8584242424,14431.9445454545,14289.9435757576,14016.8286060606,12036.9999490725,10680.0294545454,10276.3833939394,8261.53151515149,7463.05327272726,8134.19218181816,8957.63515151516,8844.7056969697,12043.6103030303,15043.182,13683.1631515152,15854.7985454545,17379.3040848485
226,"GNQ","Equatorial Guinea",47598.4452606061,51156.2340836364,56236.3840448484,55750.7486084848,58200.35732,55601.5053151516,58592.6151284848,59407.506090909,55145.3432739394,54250.4830945455,44687.4014606061,38836.788060606,35507.6965939394,28961.4372909091,22728.138030303,17221.8423818182,9018.23026060607,5300.85426666668,4876.97864363638,9633.79914710743,10892.3653401285,11998.5716933701,10625.925728191,10818.1545845363
232,"ERI","Eritrea",-9999,-9999,13615.6760606061,13296.7884848485,11974.1308484848,10074.6812121212,8379.90587878788,6841.01648484849,7361.59042424242,7340.1983030303,7788.58127272727,8125.17666666666,8759.48963636364,9043.19860606061,9336.89466666666,9452.16466666666,9518.26527272727,9107.73642424242,9088.55969696969,8925.85436363636,8696.7116969697,-9999,-9999,-9999
233,"EST","Estonia",-9999,-9999,-9999,-9999,-9999,12666.3019393939,14811.2784848485,17404.9473057851,29929.3055757576,29956.8383636364,20910.5037575757,26876.196060606,27732.1439393939,23568.0419393939,28092.4276363636,27675.2916969697,19495.5373333333,17744.4635977961,23594.542060606,22702.1869090909,2199.59169696968,0,0,0
748,"SWZ","Eswatini",4056.37775757576,4046.26660606061,3615.03915151515,3546.80975757576,2731.92654545455,2718.75515151515,2780.15503030303,2138.02690909091,2446.37945454545,2422.17636363636,2573.016,2371.70012121212,2020.08084848485,2327.07557575758,3230.08048484849,2211.24745454546,2084.8466060606,2463.81957575757,2244.03260606061,2414.13460606061,2186.17503030303,1246.67454545455,923.77490909091,1157.2636969697
231,"ETH","Ethiopia",182948.544848485,191832.436363636,206588.704848485,226923.76969697,225031.259393939,215879.049090909,146127.978181818,104593.258787879,116550.585454545,128191.556363636,140041.183030303,155073.555757576,158547.657575758,181918.113939394,197433.56,226959.519393939,217264.536363636,215063.648484848,220635.518181818,223840.965454546,240403.847878788,260035.202424242,267781.858181818,268085.796363636
234,"FRO","Faeroe Islands",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
238,"FLK","Falkland Islands",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
242,"FJI","Fiji",2422.50352848485,2631.99129090909,3092.4272969697,2663.24267272727,2965.21147878788,3990.22986060606,3710.6776,4174.2733030303,4040.61826666667,3857.84069090909,3492.54830909091,3411.82121818182,3426.00586060606,2862.49057575757,3546.21664848485,4772.26435757576,7094.21276969697,7982.35432121213,8660.84752727274,9201.03555151516,9880.27727878787,9860.89835151516,9577.75524848484,8305.19487272726
246,"FIN","Finland",88703.0163636363,80952.7903030303,85141.9121212122,85271.8290909092,103223.176363636,108767.103030303,78647.9236363637,101354.201212121,104869.50969697,81499.6824242424,56369.7127272727,52556.2303030303,29317.0448484848,6821.80363636355,10900.3884848484,10025.8454471991,0,6779.03281175396,0,716.236363636439,0,0,3024.68666666676,0
250,"FRA","France",564418.581818182,546831.549201102,596014.8,611406.745454545,607259.357575758,577313.678787879,555135.321212121,533938.854545454,485158.13939394,462758.430303031,393858.345454545,361604.36969697,286983.290909091,256185.6,248919.381818182,184705.612121212,196863.424242424,222893.781818182,262616.642424243,263893.757575758,249235.824242424,173375.747272728,185361.446060606,184466.605454545
258,"PYF","French Polynesia",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
266,"GAB","Gabon",4032.15264969697,3220.5202230303,2501.47953939393,2181.402,3433.16175603306,3457.57275665749,3599.13119963269,4203.12451753903,3844.83800991735,6025.81654545454,6807.0403030303,9386.61551515152,10469.8800606061,10216.0296969697,10463.3461212121,10178.7096363636,9110.45606060606,8624.38612121212,7886.92012121212,6884.05460606061,7050.04587878788,6996.33460606061,7411.74745454545,6756.53024242424
270,"GMB","Gambia",2004.14059393939,2192.00393939394,2141.98939393939,2066.06660606061,2245.86612121212,2593.85496969697,2913.54981818182,3362.01381818182,3494.80139393939,3966.09090909091,4962.10260606061,5862.36866666668,5287.58672727274,5030.37557575757,4781.27290909091,4800.33745454546,4942.90115151515,4495.45709090909,4061.81793939394,3576.02466666667,4080.03236363636,4669.23806060606,4634.23175757576,4647.43757575758
