"code","iso","country","F1D.raw.1999","F1D.raw.2000","F1D.raw.2001","F1D.raw.2002","F1D.raw.2003","F1D.raw.2004","F1D.raw.2005","F1D.raw.2006","F1D.raw.2007","F1D.raw.2008","F1D.raw.2009","F1D.raw.2010","F1D.raw.2011","F1D.raw.2012","F1D.raw.2013","F1D.raw.2014","F1D.raw.2015","F1D.raw.2016","F1D.raw.2017","F1D.raw.2018","F1D.raw.2019","F1D.raw.2020","F1D.raw.2021","F1D.raw.2022"
276,"DEU","Germany",-397813.19408,-393838.254826667,-387346.440693333,-380374.288373333,-369681.063146667,-364074.471413333,-365399.996693333,-362187.64576,-353204.58032,-341112.268906667,-329842.977386667,-317295.194133333,-306466.755093333,-297475.738773333,-290402.63104,-286564.432266667,-284881.947893333,-283436.52432,-281183.12768,-280938.213706667,-276832.152106667,-273591.75936,-268520.82,-265780.22128
288,"GHA","Ghana",314553.874826667,340797.36032,368858.519573333,393688.556,409734.93408,411492.88464,408525.77744,396774.425653333,380543.07664,364569.94192,345991.825333333,330353.86112,311304.090026667,287533.083946666,261923.006346666,239018.426346666,212613.211893333,186201.597653333,158255.793333333,133178.607893333,110369.328533333,88507.4496533332,69522.9221866666,54582.93776
300,"GRC","Greece",2931.76181333332,-805.94565333334,-4435.21093333334,-7751.99808000001,-12120.6463466667,-16442.5908266667,-21149.0965333333,-25282.8579733333,-28812.8288533333,-32097.6414933333,-34262.8578666667,-36901.16992,-39254.6548266667,-41592.2013333333,-46212.8106666667,-50201.9051733333,-54924.3737066667,-60625.3989333333,-66699.93232,-71494.6182933333,-77736.74304,-84055.9583466667,-90819.5924266666,-97963.5863466666
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",-460.63808,-345.07552,-280.760106666667,-247.845173333333,-222.795626666667,-243.375093333333,-264.149973333333,-283.544746666667,-305.711946666667,-338.26048,-364.213813333333,-465.58448,-518.394933333333,-539.804906666667,-559.553866666667,-524.57488,-492.050773333333,-460.71136,-426.26976,-462.482293333333,-458.03664,-444.84624,-430.861973333333,-418.636426666667
320,"GTM","Guatemala",422370.225866667,431579.897493333,448035.09248,494332.529333333,513607.46544,510917.295573333,506598.245653333,511091.714186667,489692.671786667,466353.51696,444713.187946666,420237.069493333,389972.23408,305410.66816,256674.216426667,235981.64208,218030.57024,188838.505173333,170871.360586667,160046.37792,151494.614133333,144409.134293333,140967.575733333,139931.555306667
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",14583.19632,20016.0045333333,30219.4506666666,42184.62128,57807.3066133333,76428.40192,92938.5569066666,108587.305493333,125974.133546667,145098.28384,160378.84928,170756.54304,176874.165066667,182644.904,182069.631573333,174648.346133333,169239.46384,163862.482773333,159104.522293333,155576.713173333,152393.955146667,149069.632373333,144115.574613333,137427.712053333
624,"GNB","Guinea-Bissau",28627.05184,30926.5904533333,32243.9572266667,32315.9059733333,32567.0731733333,32409.3868266667,32050.9254933333,30276.7434133333,29243.5320533333,26698.8229866667,23953.4244266667,22067.6735466667,20951.26496,20458.45696,19586.5593066667,18905.8736,18410.8794133333,18004.9448533333,17521.65104,16909.1768,15754.72368,14855.3826666667,14035.61152,13308.5029333333
328,"GUY","Guyana",86806.1933866667,91337.8163733333,93895.1784533333,89822.81344,95522.93488,95322.9415466667,93089.1473066667,91915.6413866667,87403.6208,79833.9922133333,73948.2158933333,69098.7042666667,65137.9813333333,64182.4712,57593.90304,56150.17712,58291.3942933333,57655.71472,57070.20752,58173.6821866667,60405.7177066667,63103.3254933333,66221.9757333333,67626.55792
332,"HTI","Haiti",20216.9016533333,21967.0478933333,23774.3647466667,24743.7858666667,24417.0914133333,24519.6834133333,27028.3631466667,29797.1258133333,31708.2804266667,35097.7613333333,40407.7889066667,43040.3729066667,45098.344,50457.1027733333,52626.36176,54612.5550933333,51599.0616533333,44375.29024,40149.7211733333,34421.1060266667,27734.8189866667,24376.7629866667,22018.0996266667,16802.40784
336,"VAT","Holy See",-0.207626666666667,-0.207626666666667,-0.207626666666667,-0.207626666666667,-0.207626666666667,-0.207626666666667,-0.207626666666667,-0.207626666666667,-0.207626666666667,-0.21984,-0.232053333333334,-0.232053333333334,-0.21984,-0.207626666666667,-0.195413333333333,-0.1832,-0.170986666666667,-0.158773333333333,-0.158773333333333,-0.14656,-0.134346666666666,-0.122133333333333,-0.122133333333333,-0.122133333333333
340,"HND","Honduras",223027.814346667,207259.558293333,193533.957813333,172317.468106667,148067.271893333,122039.425013333,100258.2152,85113.3765333333,72540.20176,54867.7649066666,52319.1842133333,54430.22224,54889.0527466666,45570.5481066667,42918.6181866667,48142.43184,57520.84288,68730.63104,77974.4389333333,87541.09408,93593.9610133333,98851.7765866666,103028.577813333,109704.947626667
344,"HKG","Hong Kong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,"HUN","Hungary",-50604.56656,-54140.5952533333,-54752.72752,-55365.6902933333,-55523.6209066667,-57217.5491733333,-58754.21856,-60329.8240533333,-61512.4655466667,-63391.8777066667,-64315.2912,-66392.6570666667,-67748.5446933333,-69866.0557866667,-72349.2951466667,-74360.3792533333,-75981.4061333333,-77231.3553066667,-78739.1645866667,-79179.7483733333,-78145.27904,-76422.5150933333,-74648.1376,-72386.0450666667
352,"ISL","Iceland",3993.35696,3896.88384,3799.05504,3707.02757333333,3617.96794666667,3519.25978666667,3455.82373333333,3357.62853333333,3282.10128,3236.24021333333,3181.35349333333,3971.17754666666,3993.95541333333,4064.42634666666,4111.11792,4155.42789333333,4184.21472,4241.56853333333,4317.46218666666,4388.69034666666,4452.65157333333,3678.92469333333,3676.22554666667,3635.73834666667
356,"IND","India",845419.415360001,815898.4208,776115.722506667,708152.846026667,675313.78192,640805.289493334,618189.725813333,573101.6288,570999.9584,596778.43344,597007.2136,573397.032693333,556956.90896,573538.328746667,590038.077973333,569146.585066667,571293.322666667,581972.68576,552548.139893333,502121.99792,471138.969653333,422691.546453333,377232.933546667,308845.692586667
360,"IDN","Indonesia",12321522.81392,12555803.2363733,12788326.4044267,13027163.08416,12927122.5594133,12626591.8262933,12300496.84,12442114.25056,10112622.1318933,9386104.87818667,9007630.5448,8567130.44389333,8347546.49642666,7938779.44458667,7954169.5392,8194996.88234667,8957140.34389333,8486353.75333333,8668363.45408,8745655.72949334,8923353.04880001,9181544.58869334,9261316.20741334,9329121.05557334
364,"IRN","Iran",112965.980906667,87223.9870933333,61805.4634133333,45080.7812266667,33201.11616,28204.0674666667,31180.4445866667,17900.5941333333,12732.4488533333,16314.6439466667,2320.03258666667,-10200.72256,-23176.9739733333,-36298.66176,-50416.8109866666,-66931.2162133333,-83695.4207466666,-88302.2534399999,-93242.2047999999,-88140.5366933333,-82357.7187733333,-74898.5231466666,-66623.5134933333,-58056.8372266666
368,"IRQ","Iraq",-1023.07429333334,-8871.20352,-8226.0464,-15743.14544,-16182.8376533333,-2980.94490666663,1529.06048000004,8838.17866666671,3964.6922666667,14.6193600000324,4990.51456000004,8753.8700266667,5552.41338666669,11365.6425066667,20811.5688533334,15261.76912,18011.3324266667,19089.91632,29546.6547733333,40775.6789333333,45215.00576,46689.9978133333,50738.77888,49985.2162133333
372,"IRL","Ireland",-81298.3830933333,-76282.8067733333,-71282.5948266667,-67222.8339733333,-62958.3898666667,-58774.3949866667,-55972.3509866667,-54941.78992,-55207.2955733333,-55481.9245866667,-49490.49072,-48380.7506133333,-47944.61248,-47895.7835733333,-49031.2938133333,-51500.6466133333,-54637.2626666667,-57302.2730666667,-60014.1826666667,-61888.4285866667,-71400.7954666667,-49177.4752,-34522.2202133333,-21078.8332266667
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",6994.11189333333,6824.89616,4828.02837333333,3302.00901333334,1859.10138666667,685.64432,-219.192693333334,-859.928586666667,-1445.55792,-1792.89290666667,-2292.66250666667,-2615.5464,-2810.23914666667,-2909.66789333333,-2387.96314666667,-2039.98085333333,-1189.44432,1034.48154666667,2670.54304,4306.75109333333,6165.84026666666,7994.39610666667,9663.84885333334,11381.2511466667
380,"ITA","Italy",-298240.415573333,-290645.5176,-284885.098933333,-281291.54544,-276043.036426666,-270828.688106667,-271365,-273039.179306666,-274115.393813333,-291054.554346666,-297215.594773333,-305634.562986667,-308241.29136,-313142.648586667,-318171.28096,-322288.44448,-321536.73824,-316622.996693333,-319681.154293333,-313859.644533333,-309182.731733333,-296754.675786667,-286023.699146667,-268926.229386667
388,"JAM","Jamaica",25504.9208,27775.2939733334,27926.9102933333,24799.9549866667,24140.6792533333,23386.1517333333,23232.2637333333,25459.2551466667,29486.7972266667,32466.7894933333,25877.84272,24387.4985066667,24079.0874133333,23034.8107733333,22274.2865066667,21264.6346666667,19747.16464,15598.6617066667,10625.49008,6251.30917333333,3807.20133333333,1781.31466666666,-101.040906666669,-1765.42512
392,"JPN","Japan",-236109.527893333,-234755.765386667,-239479.760586667,-245178.7584,-250343.86256,-257858.775413333,-262141.087626667,-266232.72528,-266909.527146667,-264722.9008,-263942.957333333,-268810.398133333,-267091.82336,-260179.858346667,-252013.54736,-241659.400906667,-230867.87056,-218699.958613333,-205181.9848,-192211.070613333,-178244.745333333,-163165.968586667,-149822.02256,-137895.788053333
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",1714.3856,2220.78704,1236.50229333333,961.421386666667,1096.90389333333,405.01856,551.13888,268.070453333333,295.6848,980.181066666666,1145.52517333333,1612.57525333333,2596.46917333334,3394.52501333334,3740.5776,4373.57024,4830.37333333334,5210.44005333334,5513.70933333334,5008.93226666667,4915.63461333334,4420.21296,3249.33290666667,2350.90789333333
398,"KAZ","Kazakhstan",342576.330026667,282522.31968,214825.9992,154533.865493333,103920.89616,57582.5690666667,28325.0527466667,5415.63626666671,-4277.01162666665,15429.4704,58018.59728,142130.578186667,197781.132266667,246911.329653333,288034.600053333,323972.040266667,354831.61616,378930.049493333,392134.409333333,373789.7384,343701.44672,275178.01488,241675.033973333,211109.89712
404,"KEN","Kenya",405836.1816,351818.537973333,304158.874773333,265958.890133333,238335.24912,225222.171733333,225172.2192,230270.211093333,239799.481226667,248547.794186667,261053.820053333,279216.2192,292013.21552,300109.898293333,300847.693546667,295312.46432,283767.175893333,267715.54608,248724.215786667,224380.31888,198525.754773333,164957.188266667,134617.99808,109005.661013333
296,"KIR","Kiribati",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",175.053706666667,211.730346666667,250.080213333333,285.217973333333,311.00032,329.711146666667,344.403786666667,360.818506666667,373.43488,370.381546666667,349.76544,315.897866666667,284.61952,252.144266666667,229.10992,210.374666666667,194.472906666667,181.03824,163.19456,145.668426666667,123.794346666667,106.378133333333,84.2964266666667,67.2832533333334
417,"KGZ","Kyrgyzstan",45183.86176,45791.2186133333,46086.4270933333,45788.9225066667,45474.56352,43974.99824,40750.31184,38309.42832,35962.5752533333,33300.88688,31103.7082133333,29092.0622933333,27212.9188266666,25273.4048533333,23576.59424,22320.97808,21341.55424,20392.7125866666,19502.2873066667,18730.77104,18052.3325866667,17337.0465066667,16631.7509333333,16038.7936
418,"LAO","Laos",176417.42304,186840.538186667,198858.87344,212163.22384,226050.1136,242972.285386667,261923.775786667,276815.212213333,296489.756373333,320204.605546667,344929.94928,363268.52576,379476.816,391343.74256,409280.133973333,431800.702346667,440098.734133333,439481.52112,443165.502133333,439561.408533333,427548.520426667,415111.402186667,402167.919146667,390504.051466667
428,"LVA","Latvia",-18937.7748266667,-25181.7804266667,-31032.4067733334,-36859.9377066667,-42883.1873066667,-37350.0343466667,-30875.7829866667,-25366.27504,-20260.8696533333,-14038.9701866667,-9126.51104000001,-3085.95514666667,3233.98074666666,9903.13247999999,13681.04624,13704.8256,13404.89056,14453.85712,17168.4048,20102.75584,23701.93968,26784.5728,29479.9699733333,31620.2589333333
422,"LBN","Lebanon",343.158026666667,-39.7177599999986,-37.0186133333321,2.10069333333455,-402.673599999999,-299.055679999999,-640.772533333333,-788.040906666666,-832.521866666666,-19.2726399999994,-177.191039999999,805.957866666667,857.974453333333,499.647466666666,985.652640000001,1521.43936,1742.232,1996.89221333333,3766.44544,3082.38885333333,2583.12,1342.25754666666,2070.11114666666,2932.07936
426,"LSO","Lesotho",4164.51461333333,3996.38586666667,3450.48650666667,3012.07669333333,2687.84933333333,2757.90501333333,3083.59797333333,4235.15653333334,5785.15066666667,6956.06736000001,7912.76218666667,8753.57690666668,9355.37669333334,9718.05162666668,10268.8241066667,10230.5353066667,11373.1048533333,12543.3620266667,12860.9086933333,13473.6027733333,14247.97696,15002.6754666667,16131.08976,17473.50608
430,"LBR","Liberia",84807.4081066666,98273.1088533333,110650.4184,122300.76592,134284.8672,143252.324,150815.9192,156658.069493333,161133.08368,164140.262826667,162888.848053333,163771.34688,164153.880693333,164138.675093333,162640.45328,162583.29488,163258.60672,164309.820533333,164115.21328,163033.282933333,161387.6584,157650.830293333,154535.514293333,152007.464213333
434,"LBY","Libya",-4747.86005333333,-4591.65152,-4391.38949333333,-4046.98570666666,-4153.59589333333,-5023.62490666666,-7323.92074666667,-8967.60336,-9271.26346666667,-9333.62474666666,-9443.76458666666,-9472.95445333333,-9345.38618666667,-9376.31034666667,-9170.51568,-9007.87072,-8817.11066666667,-8644.71946666667,-8476.52965333333,-8440.42704,-8239.66426666667,-8003.86144,-7806.17642666667,-7629.90138666667
438,"LIE","Liechtenstein",-75.9791466666667,-72.21744,-69.57936,-68.2358933333333,-68.1504,-68.9320533333333,-71.8632533333333,-77.6645866666667,-80.9621866666667,-85.7253866666667,-90.8549866666666,-99.844,-107.477333333333,-115.220586666667,-124.331733333333,-135.152746666667,-145.644,-157.99168,-170.424853333333,-181.453493333333,-190.96768,-198.66208,-204.548906666667,-210.05712
440,"LTU","Lithuania",56569.6440533333,50652.5527466667,44932.6823466667,36922.8730133333,32087.33344,23654.9183466667,17641.0608,12297.3854933333,5197.77482666666,-1050.57872000001,-5279.24997333334,361.45359999999,6632.95141333333,16439.5130666667,24706.0710933333,26208.9461866667,30502.7511466667,34432.5743466667,38444.08032,40535.6869333333,40002.96576,38590.49376,36200.0390933333,32567.35408
442,"LUX","Luxembourg",102.92176,281.50512,245.365866666666,220.35296,18.64976,-27.6876266666667,-31.1562133333334,1.27018666666655,56.9996266666666,80.2415999999999,16.19488,32.7439466666666,64.6329599999999,116.25872,178.595573333333,227.97408,279.7464,289.175093333333,291.153653333333,313.394133333333,340.886346666667,349.008213333333,375.327946666667,381.520106666667
446,"MAC","Macao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"MDG","Madagascar",670949.07856,725715.423946667,756628.591946667,767694.262773334,769712.882506667,763840.6752,753925.988906667,728970.912373334,689165.558346667,626247.5824,562770.57776,508979.515893333,469654.060373333,434864.429226667,404728.871946667,374224.386506667,347232.73664,320065.581173333,292412.823573333,265378.549173333,240878.920053333,218746.14944,201895.730986667,190511.6952
454,"MWI","Malawi",137699.764053333,144201.764106667,151246.060586667,162322.552426667,174465.329333333,185159.116373333,192125.35744,194035.705973333,199629.81568,203954.153973333,206969.222933333,207865.27856,207304.7232,203081.5968,198481.18832,188987.422346667,179778.862133333,174399.047573333,160973.931733333,146856.393173333,134380.143413333,123228.08768,113984.62176,108544.82752
458,"MYS","Malaysia",1235585.81701333,1128379.81509333,1066017.69237333,1009635.21765333,950640.836106667,876170.34144,827962.494986666,811981.555946666,809801.036266666,796460.05808,839633.2632,899405.70736,991848.928106667,1080173.95941333,1160483.34341333,1344813.46757333,1454321.78053333,1502921.60170667,1593445.46048,1626147.07573333,1628885.36613333,1629768.71989333,1579039.05216,1520787.57104
462,"MDV","Maldives",0.3664,0.1832,0,0.32976,0.29312,1.61216,1.6488,1.6488,2.9312,2.9312,3.18768,3.73728,3.70064,3.77392,3.73728,2.41824,2.67472,2.89456,1.75872,1.97856,1.832,1.42896,1.57552,1.2824
466,"MLI","Mali",234464.81936,241051.250186667,252101.1536,255493.052746667,244433.366453333,236565.048586667,199813.96832,177336.20768,166171.022613333,166770.9904,171353.567413333,182196.894506667,174689.065386667,145427.616373333,132284.885013333,111356.25136,97923.2701333334,88467.2677866667,76551.0970666667,58520.4187200001,43164.37488,20262.2741866667,6343.26336000001,1121.35498666667
470,"MLT","Malta",-892.574826666667,-912.311573333333,-886.004053333333,-852.368533333333,-848.667893333333,-846.23744,-844.62528,-828.894506666667,-800.559573333333,-722.931626666667,-595.998453333333,-504.410666666667,-459.929706666667,-421.701973333333,-390.118293333333,-346.248,-298.530506666667,-257.0296,-215.58976,-218.899573333333,-276.8152,-327.67152,-378.112586666667,-430.30016
584,"MHL","Marshall Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,"MRT","Mauritania",19764.0312533333,18380.2728,16774.7934933333,15088.13216,13141.2169066667,11322.1019733333,10180.424,9393.84869333333,9051.98528,9014.83232,9645.19909333334,9601.36544,9783.14869333334,9808.76005333334,9743.44314666667,9721.37365333334,9648.50890666667,9776.79776000001,10502.04992,10650.1243733333,9386.30085333334,9046.70912,8823.75472,8843.77237333334
480,"MUS","Mauritius",19.5169066666667,218.11792,295.257333333333,304.893653333333,335.14608,694.718826666666,763.186773333333,783.69296,788.74928,785.08528,821.481013333333,626.348586666666,548.158826666666,522.132213333333,1138.9544,1031.74576,1128.1456,1181.98197333333,1242.36469333333,1298.888,1245.03941333333,1263.48154666667,1304.99466666667,1341.5736
484,"MEX","Mexico",935207.396373334,861635.778613334,816112.36176,786386.427466667,760565.6088,730015.824106666,699213.35776,675674.673706667,634096.542133333,577915.990453333,519115.385653333,463627.598666667,404002.618293333,344320.47952,288318.36464,305058.985226667,359561.278346667,447959.223253333,519664.631466666,613230.404106666,725210.13392,836929.902933334,967478.357280001,1104625.32144
583,"FSM","Micronesia",-735.84112,-699.34768,-668.105973333333,-640.845813333333,-616.712266666667,-595.192373333333,-576.518186666667,-560.897333333333,-548.403093333333,-539.96368,-535.811146666667,-534.455466666667,-541.673546666667,-558.601226666667,-578.973066666667,-600.60288,-623.28304,-646.65936,-669.901333333333,-691.10368,-710.96256,-729.294773333334,-740.34784,-743.144693333333
498,"MDA","Moldova",7705.23322666667,6256.28,5608.24053333333,4769.66085333333,3848.87322666667,2734.76074666667,1807.52448,935.150506666665,162.425119999998,-503.006133333335,-902.040160000001,-1310.94256,-2014.36949333333,-3478.06421333334,-4536.91136,-5340.07237333333,-6346.73194666667,-7396.99312,-8934.07776,-10560.4052266667,-12522.5016533333,-14515.44896,-16602.6221333333,-17816.4809066667
492,"MCO","Monaco",0.280906666666667,0.244266666666667,0.170986666666667,0.10992,0.0610666666666667,0.0610666666666667,0.10992,0.195413333333333,0.268693333333333,0.32976,0.40304,0.451893333333334,0.525173333333333,0.58624,0.647306666666667,0.65952,0.62288,0.561813333333333,0.51296,0.47632,0.43968,0.415253333333333,0.390826666666667,0.378613333333333
496,"MNG","Mongolia",273930.67936,260868.311733333,249436.76608,235527.806826667,220017.203253333,204204.673866667,193457.77104,138421.5232,89940.2690666668,60126.9605866667,35606.7153600001,21054.66304,7956.58362666666,1423.36629333333,359.181919999997,457.462613333339,-4719.91594666666,-9139.92127999999,-14600.93008,-14625.7475733333,-16426.5791466667,-18543.43072,-21712.2655466667,-24080.4430933333
499,"MNE","Montenegro",-7064.36298666667,-7963.98490666667,-8207.60426666667,-8428.20149333334,-8309.64666666667,-8279.52858666667,-8658.19077333334,-9109.44901333334,-9494.55984000001,-9602.91653333334,-9900.81194666667,-10298.2460266667,-10454.9430933333,-10999.9020266667,-11825.9874666667,-12928.09424,-13595.0643733333,-14289.5877866667,-14962.5790933333,-15647.2097066667,-16058.24944,-16382.3058133333,-16771.0317866667,-16754.11632
504,"MAR","Morocco",142679.115626667,122819.795946667,98430.46544,87411.6205333333,68847.3538666667,52881.0708266667,35887.01136,23166.2506666667,11392.3530666667,4109.89658666669,-1454.91333333331,-885.649866666638,5051.64229333337,-217.922506666669,-1146.72208,2805.3416,8379.88554666667,15185.3991466667,17694.33536,18896.45712,18401.6094933333,13859.7639466667,4108.49205333334,-3785.32725333333
508,"MOZ","Mozambique",376970.0904,400049.73632,429840.560053333,453866.12864,474974.957813333,500049.871573333,514897.291146667,528485.222933333,541197.153386667,553839.83424,562180.136373333,564307.418133333,553051.793333333,544299.083573333,531964.887093333,507833.538826667,492810.173973333,473280.49216,452553.0976,431384.545226667,412913.002186667,397478.048,386120.368586667,380658.187306667
104,"MMR","Myanmar",1024801.50293333,1060843.34272,1082550.29546667,1101182.55376,1123332.32533333,1151870.48853333,1192973.58250667,1254645.04122667,1324054.44048,1379495.41376,1405771.56992,1423857.01285333,1443826.80213333,1450697.27845333,1457927.13210667,1447352.85253333,1424307.41616,1383458.09082667,1334830.15456,1287233.46330667,1248229.92682667,1217318.65189333,1190130.26965333,1170354.06170667
516,"NAM","Namibia",42765.80496,45617.3251733333,47896.3453866667,48927.15072,48334.53536,47257.1483733333,48112.1427733333,48804.99296,49351.4174933333,50344.8256,51510.5272,52618.26432,53581.31008,54513.4194666667,55405.0782933333,56449.0251733333,57471.3544533333,58500.2789333333,59524.6966933333,60256.5806933333,61086.7331733333,62129.3976533333,63406.1184533333,64869.6666133333
520,"NRU","Nauru",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,"NPL","Nepal",146162.773546667,134693.745173333,123295.6152,113311.36176,107990.525386667,103809.852533333,101395.276533333,99476.94048,97434.4314666667,92624.19792,88615.6964266667,84589.70544,79304.01904,73561.3341333333,65982.30128,60684.8778666667,56158.75088,52935.2491733333,50945.1842133333,47991.0231466667,46451.49584,44101.3451733333,43953.9180266667,44558.3314666667
528,"NLD","Netherlands",38137.7454933333,38022.9279466667,38315.69376,38752.62576,42448.68576,47591.0853333333,54235.7859733334,59580.4017066667,64030.85488,68605.0413333334,72986.5746666667,76372.2328,78540.1971733334,81009.7087466667,79993.98688,77654.00992,73095.3832533333,69968.1104,68085.3151466667,66145.3737066667,63898.03488,61026.6069333333,59109.1624533333,56779.50576
540,"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",-73539.2402133333,-69070.8822933333,-84813.5514133333,-106381.284373333,-123965.895146667,-142812.192106667,-164857.893866667,-180474.399253333,-198857.468906667,-215437.032266667,-255196.24432,-289022.048053333,-295793.791786667,-292835.661386667,-287502.83152,-278325.073333333,-264588.554133333,-256896.34032,-244624.077653333,-234436.75312,-221816.349386667,-208516.84768,-197058.542613333,-186761.70112
558,"NIC","Nicaragua",476327.963093333,515218.41632,554421.433173334,585910.044586667,607704.15168,604230.325493334,590817.10544,572689.7952,552652.576106667,525881.853226667,492645.79472,461228.692373333,425119.398346667,390229.532373334,358715.3096,327879.696266667,304538.52624,280705.903893333,260892.51856,244607.43088,229835.79504,214175.651413333,202179.068106667,194109.975253333
562,"NER","Niger",286678.113973333,252878.50784,211748.617813333,179206.618613333,148796.06592,109951.009653333,83500.4593066667,70211.5343466667,54078.0996266667,40182.8925866667,34098.72288,35644.5889066667,47608.1595733334,66409.5358933334,78837.7384,93617.43504,114943.588266667,123782.26768,137339.458506667,152070.656,161698.133546667,166224.663573333,163515.85616,154920.576266667
566,"NGA","Nigeria",1476199.97642667,1391708.12421333,1343674.81850667,1301195.12309333,1229245.20394667,1148731.79621333,1093243.32528,1040622.72821333,943338.960426666,808338.6728,730766.00368,704923.103306667,655364.523253334,582767.95696,520166.68496,451896.826346667,385843.174773333,332066.072746667,316341.25952,334368.225013333,320180.752906667,287756.795573333,256438.059413333,244454.45888
570,"NIU","Niue",50.7464,41.9039466666667,33.1592,24.8297066666667,18.4177066666667,14.2285333333333,11.8591466666667,11.02864,11.10192,11.76144,12.75072,12.9949866666667,12.38432,11.5538133333333,10.7233066666667,9.8928,8.15850666666666,5.52042666666667,2.33274666666666,-1.27018666666667,-5.22730666666667,-8.46384,-10.7233066666667,-12.6285866666667
408,"PRK","North Korea",90490.7362133333,91672.7792533333,92883.5969066666,92039.2281066666,84941.9624,84968.2088533334,85523.18272,85401.3058666667,87838.5498133334,88339.2476266668,87980.9328533334,87105.6887466668,86711.5034133334,85934.9064000001,85306.9945066668,81206.7830933334,80391.5553066667,78798.2404800001,74755.16304,72275.36784,70595.5459733333,70536.0181866667,70205.5131733333,70152.5928
807,"MKD","North Macedonia",-13472.3448,-13881.9311466666,-11633.67632,-10889.84768,-10817.3615466667,-10766.92048,-11025.8065066667,-11763.16208,-12620.6357866667,-13794.1417066667,-12243.1216533333,-12507.9677866667,-11291.6297066667,-10323.4421333333,-9380.21861333333,-8480.65776,-7466.99994666666,-6154.87269333333,-4948.40298666667,-3497.44677333334,-4290.09210666667,-4036.42117333333,-7258.92138666667,-8686.52570666667
578,"NOR","Norway",52670.84272,50982.3860266667,49625.50912,48269.1573866667,45688.6144,41165.51632,37728.5621866667,35617.0722666667,34242.7058666667,33066.42752,31853.8511466667,31044.1071466667,30087.4978133333,29288.0008,28907.8608,28902.4625066667,29074.4506666667,29440.6552533333,29799.64176,30399.5729066667,31400.6876266667,32370.5484266667,33790.9957333333,35374.6864533333
512,"OMN","Oman",582.001973333334,487.544053333334,376.121813333333,285.792,174.650666666667,37.1651733333335,-100.86992,-208.176266666666,-300.765546666666,-355.346933333333,-426.587306666666,-443.759253333333,-453.554346666666,-438.312106666666,-378.05152,-160.861813333333,65.3169066666673,402.978933333334,701.143040000001,960.419893333335,1254.60245333333,1541.42037333333,1846.02090666667,2162.06533333333
586,"PAK","Pakistan",104211.01168,121985.283306667,133500.62464,139803.596213333,138210.452373333,130039.61024,121881.250133333,105988.74784,85843.3918933333,69086.3810133333,54062.6375466667,47740.4055466667,45550.4938133333,45625.8745066667,50146.34672,56190.3834133333,69729.0099733333,80836.6458133334,93925.5774400001,105928.51168,118253.389386667,120946.88128,121690.01376,122069.628586667
585,"PLW","Palau",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,"PAN","Panama",142152.79424,148711.916053333,149284.391626667,152782.90096,156032.160586667,156183.813546667,155120.520746667,156969.436213333,152373.52224,136240.844746667,122910.394453333,113812.85344,106150.794346667,103395.869386667,100889.204853333,97380.2409066667,97013.3890133333,93464.0844266667,90873.0135466667,85470.6165333333,72529.94256,69674.4163733333,69877.8782933333,66480.3365866667
598,"PNG","Papua New Guinea",299410.562826667,293235.19616,300774.731093333,305421.196053333,308548.26128,296865.548426667,289678.2216,289892.63888,330434.554613333,336159.933226667,341781.98704,358644.728746667,362317.64448,366965.46512,374078.42496,378163.8216,383529.175573333,380843.646773333,336125.454986667,320432.726186667,311117.7512,295412.332746667,291769.437386667,287380.661546667
