"code","iso","country","FOG.raw.1750","FOG.raw.1751","FOG.raw.1752","FOG.raw.1753","FOG.raw.1754","FOG.raw.1755","FOG.raw.1756","FOG.raw.1757","FOG.raw.1758","FOG.raw.1759","FOG.raw.1760","FOG.raw.1761","FOG.raw.1762","FOG.raw.1763","FOG.raw.1764","FOG.raw.1765","FOG.raw.1766","FOG.raw.1767","FOG.raw.1768","FOG.raw.1769","FOG.raw.1770","FOG.raw.1771","FOG.raw.1772","FOG.raw.1773","FOG.raw.1774","FOG.raw.1775","FOG.raw.1776","FOG.raw.1777","FOG.raw.1778","FOG.raw.1779","FOG.raw.1780","FOG.raw.1781","FOG.raw.1782","FOG.raw.1783","FOG.raw.1784","FOG.raw.1785","FOG.raw.1786","FOG.raw.1787","FOG.raw.1788","FOG.raw.1789","FOG.raw.1790","FOG.raw.1791","FOG.raw.1792","FOG.raw.1793","FOG.raw.1794","FOG.raw.1795","FOG.raw.1796","FOG.raw.1797","FOG.raw.1798","FOG.raw.1799","FOG.raw.1800","FOG.raw.1801","FOG.raw.1802","FOG.raw.1803","FOG.raw.1804","FOG.raw.1805","FOG.raw.1806","FOG.raw.1807","FOG.raw.1808","FOG.raw.1809","FOG.raw.1810","FOG.raw.1811","FOG.raw.1812","FOG.raw.1813","FOG.raw.1814","FOG.raw.1815","FOG.raw.1816","FOG.raw.1817","FOG.raw.1818","FOG.raw.1819","FOG.raw.1820","FOG.raw.1821","FOG.raw.1822","FOG.raw.1823","FOG.raw.1824","FOG.raw.1825","FOG.raw.1826","FOG.raw.1827","FOG.raw.1828","FOG.raw.1829","FOG.raw.1830","FOG.raw.1831","FOG.raw.1832","FOG.raw.1833","FOG.raw.1834","FOG.raw.1835","FOG.raw.1836","FOG.raw.1837","FOG.raw.1838","FOG.raw.1839","FOG.raw.1840","FOG.raw.1841","FOG.raw.1842","FOG.raw.1843","FOG.raw.1844","FOG.raw.1845","FOG.raw.1846","FOG.raw.1847","FOG.raw.1848","FOG.raw.1849","FOG.raw.1850","FOG.raw.1851","FOG.raw.1852","FOG.raw.1853","FOG.raw.1854","FOG.raw.1855","FOG.raw.1856","FOG.raw.1857","FOG.raw.1858","FOG.raw.1859","FOG.raw.1860","FOG.raw.1861","FOG.raw.1862","FOG.raw.1863","FOG.raw.1864","FOG.raw.1865","FOG.raw.1866","FOG.raw.1867","FOG.raw.1868","FOG.raw.1869","FOG.raw.1870","FOG.raw.1871","FOG.raw.1872","FOG.raw.1873","FOG.raw.1874","FOG.raw.1875","FOG.raw.1876","FOG.raw.1877","FOG.raw.1878","FOG.raw.1879","FOG.raw.1880","FOG.raw.1881","FOG.raw.1882","FOG.raw.1883","FOG.raw.1884","FOG.raw.1885","FOG.raw.1886","FOG.raw.1887","FOG.raw.1888","FOG.raw.1889","FOG.raw.1890","FOG.raw.1891","FOG.raw.1892","FOG.raw.1893","FOG.raw.1894","FOG.raw.1895","FOG.raw.1896","FOG.raw.1897","FOG.raw.1898","FOG.raw.1899","FOG.raw.1900","FOG.raw.1901","FOG.raw.1902","FOG.raw.1903","FOG.raw.1904","FOG.raw.1905","FOG.raw.1906","FOG.raw.1907","FOG.raw.1908","FOG.raw.1909","FOG.raw.1910","FOG.raw.1911","FOG.raw.1912","FOG.raw.1913","FOG.raw.1914","FOG.raw.1915","FOG.raw.1916","FOG.raw.1917","FOG.raw.1918","FOG.raw.1919","FOG.raw.1920","FOG.raw.1921","FOG.raw.1922","FOG.raw.1923","FOG.raw.1924","FOG.raw.1925","FOG.raw.1926","FOG.raw.1927","FOG.raw.1928","FOG.raw.1929","FOG.raw.1930","FOG.raw.1931","FOG.raw.1932","FOG.raw.1933","FOG.raw.1934","FOG.raw.1935","FOG.raw.1936","FOG.raw.1937","FOG.raw.1938","FOG.raw.1939","FOG.raw.1940","FOG.raw.1941","FOG.raw.1942","FOG.raw.1943","FOG.raw.1944","FOG.raw.1945","FOG.raw.1946","FOG.raw.1947","FOG.raw.1948","FOG.raw.1949","FOG.raw.1950","FOG.raw.1951","FOG.raw.1952","FOG.raw.1953","FOG.raw.1954","FOG.raw.1955","FOG.raw.1956","FOG.raw.1957","FOG.raw.1958","FOG.raw.1959","FOG.raw.1960","FOG.raw.1961","FOG.raw.1962","FOG.raw.1963","FOG.raw.1964","FOG.raw.1965","FOG.raw.1966","FOG.raw.1967","FOG.raw.1968","FOG.raw.1969","FOG.raw.1970","FOG.raw.1971","FOG.raw.1972","FOG.raw.1973","FOG.raw.1974","FOG.raw.1975","FOG.raw.1976","FOG.raw.1977","FOG.raw.1978","FOG.raw.1979","FOG.raw.1980","FOG.raw.1981","FOG.raw.1982","FOG.raw.1983","FOG.raw.1984","FOG.raw.1985","FOG.raw.1986","FOG.raw.1987","FOG.raw.1988","FOG.raw.1989","FOG.raw.1990","FOG.raw.1991","FOG.raw.1992","FOG.raw.1993","FOG.raw.1994","FOG.raw.1995","FOG.raw.1996","FOG.raw.1997","FOG.raw.1998","FOG.raw.1999","FOG.raw.2000","FOG.raw.2001","FOG.raw.2002","FOG.raw.2003","FOG.raw.2004","FOG.raw.2005","FOG.raw.2006","FOG.raw.2007","FOG.raw.2008","FOG.raw.2009","FOG.raw.2010","FOG.raw.2011","FOG.raw.2012","FOG.raw.2013","FOG.raw.2014","FOG.raw.2015","FOG.raw.2016","FOG.raw.2017","FOG.raw.2018","FOG.raw.2019","FOG.raw.2020","FOG.raw.2021","FOG.raw.2022"
188,"CRI","Costa Rica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000286,0.00106,0.0022,0.00359,0.0051,0.00661,0.008,0.00915,0.00992,0.0102,0.00998,0.00935,0.00843,0.0073,0.00608,0.00486,0.00374,0.00282,0.00219,0.00196,0.0025,0.00401,0.00632,0.00927,0.0127,0.0164,0.0203,0.0241,0.0277,0.0309,0.0339,0.037,0.0401,0.0433,0.0465,0.0498,0.0531,0.0564,0.0598,0.0633,0.0667,0.0699,0.0731,0.0765,0.0801,0.084,0.0884,0.0933,0.099,0.105,0.116,0.134,0.158,0.186,0.217,0.251,0.285,0.319,0.351,0.38,0.409,0.442,0.476,0.511,0.545,0.577,0.605,0.628,0.645,0.692,1.18,1.51,2.06,4.1,6.58,9.87,20.3,28.5,39.3,74.9,81.8,88.3,99,110,123,157,188,223,257,279,320,364,454,676,696,709,740,838,924,1010,1110,1120
384,"CIV","Cote d'Ivoire",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00156,0.00579,0.012,0.0196,0.0278,0.036,0.0436,0.0498,0.0541,0.0556,0.0544,0.051,0.0459,0.0398,0.0332,0.0265,0.0204,0.0154,0.0119,0.0107,0.0109,0.0115,0.0125,0.0137,0.0152,0.0169,0.0187,0.0207,0.0226,0.0246,0.0267,0.029,0.0315,0.0344,0.0374,0.0408,0.0443,0.0482,0.0522,0.0566,0.0615,0.0674,0.0742,0.0817,0.0901,0.0992,0.109,0.119,0.13,0.142,0.155,0.171,0.19,0.21,0.232,0.254,0.277,0.299,0.32,0.34,0.358,0.376,0.393,0.41,0.428,0.446,0.465,0.485,0.507,0.506,3.07,4.76,7.54,18.4,31.6,49.3,67.7,91.6,134,250,345,436,540,646,773,814,830,863,892,886,892,910,935,1020,1130,1290,1450,1640,1810,1980,2170,2310
191,"HRV","Croatia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.953,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.955,0.955,1.12,1.57,2.24,3.1,4.07,5.11,6.15,7.14,8.03,8.75,9.35,9.89,10.4,10.9,11.3,11.8,12.3,12.8,13.4,14,14.7,15.4,16.1,16.9,17.8,18.7,19.6,20.6,21.6,22.7,27,37,51.5,69.5,89.9,112,134,155,174,189,203,216,229,242,254,266,279,291,303,316,329,342,356,370,385,401,418,436,455,476,498,523,550,578,609,640,673,707,741,777,815,859,907,958,1010,1060,1110,1150,1190,1220,1250,1270,1300,1330,1350,1370,1400,1410,1430,1440,1450,1450,1450,1450,1440,1440,1430,1430,1430,1250,861,10.7,10.8,11.6,33.9,37.7,41.8,48.9,56.6,65.2,77.2,98.9,127,150,214,273,355,430,514,615,683,761,828,919,1020,1160,1320,1450,1580,1690,1820,1960
192,"CUB","Cuba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00183,0.00692,0.0147,0.0246,0.036,0.0484,0.0612,0.0738,0.0857,0.0961,0.106,0.115,0.125,0.135,0.144,0.154,0.164,0.173,0.183,0.193,0.202,0.209,0.217,0.224,0.231,0.24,0.249,0.26,0.273,0.289,0.32,0.374,0.448,0.536,0.636,0.743,0.852,0.961,1.06,1.16,1.25,1.36,1.47,1.59,1.7,1.8,1.89,1.96,2.01,2.65,3.27,29.2,31.6,34,37.1,43.2,49.2,59.3,67.4,76.7,86.5,97.1,110,127,144,160,177,198,209,227,247,253,258,267,282,302,325,348,373,380,397,422
203,"CZE","Czech Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0745,0.282,0.6,1,1.47,1.98,2.5,3.01,3.5,3.92,4.32,4.71,5.1,5.5,5.89,6.28,6.68,7.07,7.46,7.86,8.22,8.55,8.84,9.13,9.44,9.77,10.2,10.6,11.2,11.8,13.1,15.3,18.3,21.9,26,30.3,34.8,39.2,43.4,47.2,51,55.4,60,64.7,69.3,73.5,77.2,80.1,82,84.2,84.1,85.4,86.6,87.7,184,336,522,673,789,980,1190,1320,1460,1560,1580,1840,2210,2500,2520,2740,2930,3040,3170,3360,3630,3870,4100,4150,4180,4090,4090,4390
180,"COD","Dem. Rep. Congo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00162,0.006,0.0125,0.0203,0.0289,0.0374,0.0453,0.0517,0.0561,0.0577,0.0564,0.0529,0.0477,0.0413,0.0344,0.0275,0.0212,0.0159,0.0124,0.0111,0.0113,0.0119,0.0129,0.0142,0.0158,0.0175,0.0194,0.0214,0.0235,0.0255,0.0277,0.0301,0.0327,0.0357,0.0388,0.0423,0.046,0.05,0.0542,0.0587,0.0639,0.0699,0.077,0.0848,0.0935,0.103,0.113,0.124,0.135,0.147,0.161,0.178,0.197,0.218,0.241,0.264,0.287,0.31,0.332,0.353,0.372,0.39,0.408,0.426,0.444,0.463,0.482,0.503,0.526,0.525,3.18,4.94,7.83,19.1,32.8,51.1,70.2,95.1,139,260,359,453,561,671,802,845,862,895,926,920,926,944,970,1060,1180,1340,1500,1700,1880,2060,2250,2400
208,"DNK","Denmark",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222,0.0842,0.179,0.299,0.438,0.589,0.745,0.898,1.04,1.17,1.29,1.4,1.52,1.64,1.76,1.87,1.99,2.11,2.23,2.34,2.45,2.55,2.64,2.72,2.81,2.91,3.03,3.17,3.33,3.52,3.89,4.55,5.45,6.52,7.74,9.04,10.4,11.7,12.9,14.1,15.2,16.5,17.9,19.3,20.7,21.9,23,23.9,24.4,42.4,61.1,90.2,208,276,362,461,475,602,757,853,832,851,874,930,967,1010,1040,1030,1070,907,865,917,876,824,640,690,571,635,483,456,389,344
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,"DMA","Dominica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52e-06,2.05e-05,4.26e-05,6.94e-05,9.86e-05,0.000128,0.000155,0.000177,0.000192,0.000197,0.000193,0.000181,0.000163,0.000141,0.000118,9.4e-05,7.23e-05,5.44e-05,4.23e-05,3.79e-05,3.86e-05,4.08e-05,4.42e-05,4.86e-05,5.39e-05,5.99e-05,6.64e-05,7.33e-05,8.02e-05,8.72e-05,9.45e-05,0.000103,0.000112,0.000122,0.000133,0.000145,0.000157,0.000171,0.000185,0.000201,0.000218,0.000239,0.000263,0.00029,0.000319,0.000352,0.000386,0.000423,0.000462,0.000502,0.000549,0.000607,0.000673,0.000746,0.000823,0.000902,0.000982,0.00106,0.00114,0.0012,0.00127,0.00133,0.00139,0.00145,0.00152,0.00158,0.00165,0.00172,0.0018,0.00188,0.00203,0.0023,0.00267,0.00312,0.00362,0.00415,0.0047,0.00525,0.00577,0.00507,0.00552,0.00187,0.00206,0.00302,0.00325,0.00181,0.00133,0.000848,0.000366,0,0,0,0,0,0,0,0,0,0,0,0,0
214,"DOM","Dominican Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00125,0.00464,0.00964,0.0157,0.0223,0.0289,0.035,0.04,0.0434,0.0446,0.0436,0.0409,0.0368,0.0319,0.0266,0.0213,0.0164,0.0123,0.00958,0.00857,0.00874,0.00923,0.01,0.011,0.0122,0.0136,0.015,0.0166,0.0182,0.0197,0.0214,0.0232,0.0253,0.0276,0.03,0.0327,0.0356,0.0387,0.0419,0.0454,0.0494,0.0541,0.0595,0.0656,0.0723,0.0796,0.0874,0.0957,0.104,0.114,0.124,0.137,0.152,0.169,0.186,0.204,0.222,0.24,0.257,0.273,0.287,0.301,0.315,0.329,0.343,0.358,0.373,0.389,0.407,0.406,2.46,3.82,6.05,14.8,25.4,39.5,54.3,73.5,108,201,277,350,434,519,620,653,666,692,716,711,716,730,750,820,909,1040,1160,1320,1450,1590,1740,1860
218,"ECU","Ecuador",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000573,0.00213,0.00442,0.00721,0.0102,0.0133,0.0161,0.0184,0.0199,0.0205,0.02,0.0188,0.0169,0.0147,0.0122,0.00976,0.00751,0.00565,0.00439,0.00393,0.00401,0.00424,0.00459,0.00505,0.0056,0.00622,0.0069,0.00761,0.00833,0.00905,0.00981,0.0107,0.0116,0.0127,0.0138,0.015,0.0163,0.0177,0.0192,0.0208,0.0227,0.0248,0.0273,0.0301,0.0332,0.0365,0.0401,0.0439,0.0479,0.0521,0.057,0.063,0.0699,0.0774,0.0854,0.0936,0.102,0.11,0.118,0.125,0.132,0.138,0.145,0.151,0.157,0.164,0.171,0.179,0.187,0.186,1.13,1.75,2.78,6.77,11.6,18.1,24.9,33.7,49.5,92.1,127,161,199,238,284,300,306,318,329,326,328,335,344,376,417,476,533,604,666,729,799,852
818,"EGY","Egypt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.555,0.649,0.91,1.31,1.8,2.37,2.97,3.58,4.15,4.67,5.09,5.44,5.75,6.04,6.32,6.59,6.86,7.14,7.44,7.77,8.13,8.52,8.94,9.38,9.85,10.3,10.9,11.4,12,12.6,13.2,15.7,21.5,29.9,40.4,52.3,64.9,77.7,89.9,101,110,118,126,133,141,148,155,162,169,176,184,192,202,213,225,239,253,268,283,299,316,333,351,370,391,412,435,458,481,505,529,556,584,615,648,680,713,744,774,802,826,854,892,937,988,1040,1100,1160,1210,1260,1310,1350,1390,1440,1480,1530,1560,1600,1620,1640,1540,1850,1840,1780,1750,1520,1600,1480,1430,1520,1600,1550,1590,1540,1530,1480,2030,2510,3280,3680,4170,4620,5080,5540,6250,7140,8020,8750,9710,10500,11400,12300,13100
