"code","iso","country","CHP.raw.2000","CHP.raw.2001","CHP.raw.2002","CHP.raw.2003","CHP.raw.2004","CHP.raw.2005","CHP.raw.2006","CHP.raw.2007","CHP.raw.2008","CHP.raw.2009","CHP.raw.2010","CHP.raw.2011","CHP.raw.2012","CHP.raw.2013","CHP.raw.2014","CHP.raw.2015","CHP.raw.2016","CHP.raw.2017","CHP.raw.2018","CHP.raw.2019","CHP.raw.2020","CHP.raw.2021","CHP.raw.2022"
36,"AUS","Australia",0.000337908818432185,0.00035642576245411,0.000339057645442137,0.00025556854188563,0.00029298557417296,0.000253756236604694,0.00028458313411699,0.000274155157991632,0.000237656017057396,0.000240645560760169,0.000220590738366221,0.000302148287754749,0.000298238741872389,0.000217051712224538,0.000227043418454311,0.000224219059501818,0.000188913958455547,0.000217530944895061,0.000213084314138669,0.000188238324873066,0.000163708933467871,0.000171674962538071,0.000173987116869879
40,"AUT","Austria",5.42965008339194e-05,5.35916808800674e-05,5.32049353887926e-05,5.54090089877107e-05,5.02938950064158e-05,4.91016524529132e-05,4.82546043539682e-05,4.71340621713951e-05,4.62657195292769e-05,4.5185833030796e-05,4.57947505585046e-05,4.48064818772677e-05,4.36536646361781e-05,4.35150592176275e-05,4.2357233890093e-05,3.99180857739e-05,4.00610392886625e-05,3.97837310910768e-05,3.8233040790243e-05,3.72751105865819e-05,3.63356444597563e-05,3.59543656471892e-05,3.54989224252333e-05
31,"AZE","Azerbaijan",4.10009194145566e-05,4.16707762106717e-05,4.05044083725427e-05,4.12917015824437e-05,4.15337386384157e-05,4.55203560597484e-05,4.87945736662522e-05,6.61904373463228e-05,7.45144578588219e-05,6.73950623672566e-05,6.80337323614818e-05,6.55177834450842e-05,6.65893269464953e-05,6.70078936573046e-05,6.75400801608461e-05,6.67403090014126e-05,6.49735821924013e-05,6.3019882316205e-05,6.37841656513012e-05,6.99301885232091e-05,7.11375599281927e-05,7.84197676999334e-05,8.04912739203555e-05
44,"BHS","Bahamas",2.98141003156787e-05,2.97610018627171e-05,2.99399404793983e-05,2.9542970250229e-05,3.11872429602814e-05,3.04769352853906e-05,3.06240500873353e-05,3.10345406049219e-05,3.11470665251726e-05,3.04300692555773e-05,3.02728305364453e-05,3.17502315121048e-05,3.11468587476869e-05,3.18942045896538e-05,3.13519097681758e-05,3.15765080965732e-05,3.15675697517021e-05,3.18279785474412e-05,3.1599428722139e-05,3.18867304236486e-05,3.22286214760709e-05,3.21152422371821e-05,3.21963783952544e-05
48,"BHR","Bahrain",0.000995161938710394,0.00099143178360495,0.000908697302238068,0.000828776135359059,0.000765491912541949,0.000716248984112799,0.0006519180086943,0.000630446733017341,0.000653852007893056,0.000635040141489317,0.000599021954525417,0.000604747058148946,0.000669421089539969,0.000726812731983644,0.000719987430727904,0.000690089579500522,0.000669664550555063,0.000634938503631848,0.000619226269716407,0.000642489432387357,0.000651113492059732,0.000672468759930703,0.000673806387983424
50,"BGD","Bangladesh",2.32984169530676e-05,2.30119910548821e-05,2.30356642925718e-05,2.29298643725628e-05,2.25521017496072e-05,2.2709113500788e-05,2.29266409678419e-05,2.29644330053046e-05,2.36554038108773e-05,2.38571065651281e-05,2.39906508164211e-05,2.39662866246052e-05,2.38673450594586e-05,2.38914281574465e-05,2.37879526766445e-05,2.37597414940125e-05,2.35942685028256e-05,2.38575031142695e-05,2.36431232925098e-05,2.34418110389204e-05,2.31153865563695e-05,2.3264567895991e-05,2.30742666828642e-05
52,"BRB","Barbados",3.39307103156161e-05,3.22183158299325e-05,3.05117186766996e-05,3.01683370778956e-05,3.01670359956053e-05,2.9724243627471e-05,2.80299528519922e-05,2.72984482987283e-05,2.70691583985915e-05,2.70279154537585e-05,2.67917921015176e-05,2.70794160138809e-05,2.64666162195824e-05,2.60776912935907e-05,2.61267851801667e-05,2.58915503644595e-05,2.58389586899648e-05,2.6075712694359e-05,2.63150367552416e-05,2.59476051110001e-05,2.59001827619499e-05,2.56756756756757e-05,2.57070321515437e-05
112,"BLR","Belarus",5.29078791656187e-05,5.23742190324085e-05,5.18977759775737e-05,5.22622351557644e-05,5.39560249147341e-05,5.20492988607619e-05,5.34101050669427e-05,5.31327787094027e-05,5.67801061819472e-05,5.83928826756524e-05,5.99968198522201e-05,5.98204772680601e-05,6.0972795547631e-05,6.21610594108296e-05,6.2655348485979e-05,6.34177338814317e-05,6.26229027267786e-05,6.33260066165634e-05,6.33556119776009e-05,6.31651046661708e-05,6.3326550071898e-05,6.32082372802828e-05,6.39612470857725e-05
56,"BEL","Belgium",5.89196439458603e-05,5.69674828441356e-05,5.55513349014811e-05,5.33917597239742e-05,5.36409798662085e-05,5.25832750638753e-05,5.14791583356703e-05,5.11025155989723e-05,5.00468115092354e-05,5.00162413850498e-05,4.9561354478777e-05,4.8739548175329e-05,4.71777444932588e-05,4.61494056090973e-05,4.4785212529475e-05,4.33733811262462e-05,4.21835847257299e-05,4.02631770037832e-05,3.92052054711564e-05,3.80364488405411e-05,3.64862161835175e-05,3.59701308174139e-05,3.4877405491229e-05
84,"BLZ","Belize",4.28441885809838e-05,4.35308343409915e-05,4.37522217925129e-05,4.4318517564527e-05,4.2259524929445e-05,4.20864913062862e-05,4.84883749121148e-05,5.08121531902293e-05,5.16895616528882e-05,5.1882573502965e-05,5.0914916207708e-05,5.37115598201118e-05,4.92495379147271e-05,5.0770551919417e-05,4.56951480835001e-05,4.58497628316814e-05,4.57375589755876e-05,4.53704766302013e-05,4.50183999623102e-05,4.49761626338041e-05,4.48190904003586e-05,4.47465321437589e-05,4.49081110957579e-05
204,"BEN","Benin",2.51499602101908e-05,2.20464636848293e-05,2.30092832366069e-05,2.21955063761162e-05,2.16605016572184e-05,2.30691292225863e-05,2.21359238552782e-05,2.2086641848682e-05,2.12205308298945e-05,2.12591662438455e-05,2.21264468208319e-05,2.24132719470142e-05,2.22686501942565e-05,2.31842331693623e-05,2.26098471159821e-05,2.25011326027417e-05,2.26463654581648e-05,2.23337876836318e-05,2.23605299629845e-05,2.26191991111143e-05,2.24628044827216e-05,2.20052558707291e-05,2.17930775000779e-05
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"BTN","Bhutan",5.7220026328024e-05,5.40420467016116e-05,5.24999676923276e-05,5.15263296392999e-05,5.01545406013314e-05,5.3819933878367e-05,5.46594183524938e-05,5.47230543973569e-05,5.55284115539691e-05,5.2603063304275e-05,5.28691057325419e-05,5.32712022889795e-05,5.24166429774872e-05,5.47408453138955e-05,5.52721030695709e-05,5.52958935735678e-05,5.6818106036457e-05,5.77949825490894e-05,5.85228107744956e-05,5.8635054120155e-05,7.90932368162836e-05,5.73643769791353e-05,5.700008307187e-05
68,"BOL","Bolivia",8.90295154373688e-05,8.44949579720478e-05,8.97694004988213e-05,8.98714837781972e-05,9.45066875688117e-05,9.77884246658025e-05,9.50468438422273e-05,9.45304944253782e-05,9.45287393175693e-05,9.23262095902457e-05,9.97723820264945e-05,9.81123378573381e-05,0.000100286696960187,0.000103319737634885,0.000100760402114613,0.000100991110528008,0.000100328375661402,9.7940340865616e-05,9.56327289660767e-05,9.50980762593172e-05,9.46702968676196e-05,9.52028366802787e-05,9.48944340324163e-05
70,"BIH","Bosnia and Herzegovina",3.13445870769378e-05,3.07513923944417e-05,3.04877322605463e-05,3.37017661398595e-05,3.47585967182092e-05,3.6147841741818e-05,3.91810326345967e-05,3.84243424696772e-05,4.08277949541917e-05,4.15189220553156e-05,4.14579773544982e-05,4.43477698682016e-05,4.38169876011533e-05,4.39522893752389e-05,5.34853998859725e-05,5.53297596929227e-05,5.86040851643758e-05,5.98832509163446e-05,6.32328949872196e-05,6.1296553021072e-05,6.14752801570151e-05,5.71700576867283e-05,5.72130856532466e-05
72,"BWA","Botswana",0.00013781243033379,0.000167430034110322,0.000164333502309025,7.71814854206364e-05,8.06848530325402e-05,9.29835952635425e-05,0.000113029267321476,9.25277723125385e-05,0.000180339955761911,8.44315535845099e-05,0.000201753245263102,0.000244606817969885,0.000116758794258593,0.000100573766573249,7.34391092455414e-05,7.11443966629807e-05,6.0363473127202e-05,8.57675781900543e-05,6.81240870046573e-05,4.96059130248326e-05,6.95098417296248e-05,0.000132513117060079,0.000121659311347468
76,"BRA","Brazil",9.15429547973398e-05,9.31475494610822e-05,9.64113453214192e-05,9.96554342179462e-05,0.000102857242651869,0.000102785192855054,0.000100624570352945,9.95914376586456e-05,9.80940090111648e-05,9.7163469811148e-05,0.000100329257194978,9.88973440623765e-05,9.85109805264444e-05,9.76592674800434e-05,9.82995891322923e-05,9.893356199495e-05,9.91010433174141e-05,9.8319004017938e-05,9.70658552620961e-05,9.72694308177264e-05,9.80317182234079e-05,9.93812129092575e-05,9.93899602151278e-05
92,"VGB","British Virgin Islands",8.60525268603263e-06,8.61693372706588e-06,8.64336715520481e-06,8.46146847420617e-06,8.32049306625578e-06,8.29893177852492e-06,8.34600994943058e-06,8.25691715295145e-06,8.23281638904844e-06,8.24582162402011e-06,8.27406009580491e-06,8.90494242185824e-06,8.79631258576405e-06,8.96814041944377e-06,9.21611266438853e-06,9.05809439487843e-06,9.11261306701638e-06,9.14836992681304e-06,9.16433163013021e-06,9.40868997059784e-06,9.41442898738272e-06,9.44669365721997e-06,9.4553585689187e-06
96,"BRN","Brunei Darussalam",0.000616903146206046,0.000651507859180391,0.000589990876726443,0.000615740936886554,0.000568716171791123,0.000545379679698514,0.00063035128001545,0.000601983376809911,0.000722889059932184,0.000596959860214034,0.000550431381658515,0.00057284324518189,0.000550863921856018,0.000510077677543466,0.000484812411197727,0.000469821112052335,0.0004413207697761,0.000460169751508334,0.000478960287744604,0.000433742420921908,0.000416548757711246,0.000386193145969783,0.000376390305611111
100,"BGR","Bulgaria",4.9325766948358e-05,4.89440691649617e-05,4.83593484936701e-05,4.92583784579092e-05,4.97611722902839e-05,4.9092750306438e-05,4.93354709406182e-05,4.96995628293921e-05,4.89819168639401e-05,4.80895615696164e-05,4.75958742489959e-05,4.8990736396089e-05,4.80434411258426e-05,4.52848991378664e-05,4.56814551841392e-05,4.80635877085942e-05,4.75601102272195e-05,4.87567247182603e-05,4.69748415559947e-05,4.54430706556604e-05,4.52840093365821e-05,4.63814946269438e-05,4.99605806378466e-05
854,"BFA","Burkina Faso",3.69438809824682e-05,3.60006935643821e-05,3.60188656527184e-05,4.12874596401652e-05,4.12762865799934e-05,4.1149810750507e-05,3.99546193756714e-05,3.97775331342785e-05,4.00054875948444e-05,4.00638414438012e-05,4.05786616425237e-05,4.02947697930891e-05,3.95004432697672e-05,3.94071173676635e-05,3.91307750502178e-05,3.85724579080724e-05,3.91170178845703e-05,3.86673467817727e-05,3.81999010137096e-05,3.81831702999465e-05,3.82388282916778e-05,3.8143617552453e-05,3.79734073242896e-05
108,"BDI","Burundi",1.37927557593079e-05,1.37339501856635e-05,1.34908762873108e-05,1.34531514043603e-05,1.34962508229764e-05,1.35338618577066e-05,1.35802324047849e-05,1.35941240154172e-05,1.35296599742767e-05,1.34338136668042e-05,1.35866513342037e-05,1.3748273137577e-05,1.34756044089319e-05,1.47789410337002e-05,1.42926387288775e-05,1.40764348548188e-05,1.46744200187704e-05,1.55079160740267e-05,1.52260343958727e-05,1.40633497484345e-05,1.38295303352385e-05,1.40225490556172e-05,1.38096086325881e-05
132,"CPV","Cabo Verde",1.35515252558096e-05,1.36922211873173e-05,1.38621518877673e-05,1.19769459412734e-05,1.24747473709521e-05,1.24993151755078e-05,1.23876492330883e-05,1.22639098295534e-05,1.22272385252069e-05,1.25087755363259e-05,1.27395378464041e-05,1.27388293546608e-05,1.2756057722566e-05,1.27791976886321e-05,1.28004160593031e-05,1.2840341491508e-05,1.29120298570543e-05,1.23018865252746e-05,1.22898729346186e-05,1.23217163752318e-05,1.25806673074283e-05,1.26546753412425e-05,1.26612368898877e-05
116,"KHM","Cambodia",5.41305888904723e-05,5.35734895355819e-05,5.33363944708787e-05,5.6147660527178e-05,5.43162145578057e-05,5.69958305473948e-05,5.8837587409617e-05,5.88415820554611e-05,5.85202635018296e-05,5.89866725441411e-05,5.86902998510394e-05,5.99702824607165e-05,5.7822466767298e-05,5.66678642475311e-05,5.4829401997276e-05,5.39645700544763e-05,5.39534364562922e-05,5.57777365217648e-05,5.62238139614526e-05,5.58991978280015e-05,5.55594180837063e-05,5.43733045641084e-05,5.42109115770533e-05
120,"CMR","Cameroon",5.32746905330212e-05,5.05381277902065e-05,4.7882268435663e-05,4.84886995648735e-05,4.45583832909751e-05,4.52672798434238e-05,4.18560116020583e-05,4.0160277310824e-05,3.9463002795802e-05,3.85625256932533e-05,3.66233364302188e-05,3.50630570203062e-05,3.5183336563227e-05,3.60562755254162e-05,3.68168286539862e-05,3.92827491458392e-05,3.88838725975397e-05,3.51737643401244e-05,3.4374474488258e-05,3.42870339043301e-05,3.42379306670202e-05,3.26854722230842e-05,3.15964413666056e-05
124,"CAN","Canada",0.00013426436327244,0.000133458401693155,0.000134565987541039,0.00013209443500682,0.000134624665649468,0.000131808477753815,0.000133860695349821,0.000130742702162804,0.000126025961107366,0.000118350602956178,0.000118218295022225,0.000117649361105727,0.00011897141177469,0.000119146181362037,0.00012303373537052,0.000120718458003477,0.000115205181397343,0.000116294227789362,0.000115472556328214,0.000113028217427994,9.8665604270521e-05,0.000101761872091971,0.000101721293827043
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",0.000126357680019792,0.000104817631626106,9.28600067978613e-05,0.000115723466608192,0.000100361154352539,0.000103591636068327,0.000103391617641032,0.00010421501752115,0.000107896767417325,8.69748101670705e-05,9.44192433284758e-05,9.86893129406414e-05,8.54753497890142e-05,8.97462700117524e-05,8.7939860804954e-05,8.96389604121566e-05,9.52249480391919e-05,8.58559609153246e-05,8.59703461189688e-05,7.81291392126886e-05,8.1040310535989e-05,7.98951248214729e-05,7.99405786980942e-05
148,"TCD","Chad",0.000106306506357747,9.65006340466417e-05,0.000100131596678075,0.00010243176489496,0.000107140966201394,0.00010894539656724,0.000108049556929286,0.000110046591675199,0.000109022130951978,0.00010960211994856,0.000111814251810907,0.000113657305363894,0.000115249771342886,0.000115762055558826,0.000116812826281951,0.000123052778185203,0.000126091436164326,0.000127271295470653,0.000130093096670706,0.000131457655814837,0.000135178156699841,0.000136206950745471,0.000138235990276085
152,"CHL","Chile",5.84296342076912e-05,5.81036638933655e-05,5.67103293723186e-05,5.57408258419513e-05,5.68736380137153e-05,5.58876425930852e-05,5.52202919267872e-05,5.48633212205628e-05,5.50972057554133e-05,5.42966630660969e-05,4.91644339779873e-05,5.13579789132989e-05,5.21861348532396e-05,5.02572112673241e-05,4.74922186261315e-05,4.53270497731297e-05,4.52336581106299e-05,4.53491851872902e-05,4.5878795494467e-05,4.47491095478685e-05,4.378166884841e-05,4.30919853831986e-05,4.35121208802426e-05
156,"CHN","China",3.07291439795033e-05,3.07426190195385e-05,3.07716338644174e-05,3.21328779882024e-05,3.41029647204058e-05,3.57438713834259e-05,3.70703726869155e-05,3.76360608095547e-05,3.7821168530674e-05,3.8234454576867e-05,3.93210760219929e-05,4.15602567962915e-05,4.1279288726102e-05,4.15920894339955e-05,4.1768110448588e-05,4.15984230284232e-05,4.01357554096801e-05,4.0251680436036e-05,4.09906184949671e-05,4.13427147672341e-05,4.2165686343987e-05,4.3190121498768e-05,4.52493494078283e-05
170,"COL","Colombia",6.96159786266196e-05,7.00338559724885e-05,6.94615248658663e-05,6.94145288798173e-05,6.86703226170173e-05,6.84494471226837e-05,6.80337157326916e-05,6.88117108849643e-05,6.89256744554124e-05,6.92784616625066e-05,7.05103620332225e-05,6.8198523208432e-05,6.57457643618946e-05,6.55306152329916e-05,6.46986466649872e-05,6.28186987836602e-05,6.32008324032557e-05,6.36999701623549e-05,6.4939069598874e-05,6.59528009875625e-05,6.44012834547487e-05,6.48335189758975e-05,6.47723029931127e-05
174,"COM","Comoros",2.42194806598132e-05,2.48292532419519e-05,2.50426171681451e-05,2.43804044691562e-05,2.46062145317764e-05,2.46337418147644e-05,2.53035600289751e-05,2.38288601537691e-05,2.51004813573324e-05,2.52142824902372e-05,2.57612526370986e-05,2.64151112344811e-05,2.67327730650512e-05,2.67374709212131e-05,2.68677268223875e-05,2.68413729636162e-05,2.63992967334555e-05,2.6520880598269e-05,2.62780605245565e-05,2.6043444511028e-05,2.59251816623375e-05,2.59242355089e-05,2.56939149638971e-05
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",3.92039290378728e-05,3.82411819535175e-05,3.73548587877184e-05,3.67663735702297e-05,3.64465763732129e-05,3.40602059321757e-05,3.24336275504937e-05,3.44593119984396e-05,3.55403837606213e-05,3.5501970468935e-05,3.59132301743825e-05,3.63253607001478e-05,3.56796541311445e-05,3.61053399380366e-05,3.57121624478148e-05,3.61575587070057e-05,3.70055437540001e-05,3.78466118872003e-05,3.88832261333369e-05,3.93349869761858e-05,3.68916897077066e-05,3.5700724705309e-05,3.60946095692407e-05
384,"CIV","Cote d'Ivoire",2.13694673764425e-05,2.13969258474168e-05,2.21670596701621e-05,2.16929905310924e-05,2.08143445128831e-05,2.27198268443452e-05,2.23264271111506e-05,2.20509948177639e-05,2.1339182903916e-05,2.03600370291524e-05,2.06438983407325e-05,2.17966829529627e-05,2.20801580612204e-05,2.26976686556945e-05,2.16998459050021e-05,2.16131541215798e-05,2.28796831799885e-05,2.15711387178759e-05,2.08284400228007e-05,2.03843182101452e-05,2.02149875110912e-05,1.99794390101058e-05,1.98504702075692e-05
191,"HRV","Croatia",3.24508056975558e-05,3.58169354564868e-05,3.60282963915453e-05,3.74122873570403e-05,4.01895646517679e-05,3.8977807011133e-05,4.17521135267802e-05,4.38493003948525e-05,4.19982342178873e-05,4.32037584482511e-05,4.19050306290853e-05,4.15827419473151e-05,3.86637978909718e-05,3.80666914335141e-05,3.7750192349027e-05,3.92520323037089e-05,3.90480048505767e-05,3.87922893536259e-05,3.69387963285283e-05,3.6160111068118e-05,3.53288797533402e-05,3.58339778293375e-05,3.47690710949663e-05
192,"CUB","Cuba",5.06042298112759e-05,4.97345976933381e-05,4.96864338399171e-05,4.98249118666064e-05,4.82838133237312e-05,4.58825155071343e-05,4.7244248323584e-05,4.74716383580421e-05,4.84188110095863e-05,5.06062782804678e-05,4.87138783270804e-05,4.9474674542492e-05,4.94283902879845e-05,4.96397189826613e-05,4.95057106293261e-05,4.77076769853404e-05,4.82277747546026e-05,4.67520347058878e-05,4.69622652901897e-05,4.66567232470747e-05,4.51299556894627e-05,4.46858010733831e-05,4.4415939757002e-05
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",2.27791153477453e-05,2.32165251909663e-05,2.35187753132273e-05,2.26920577797771e-05,2.20873205037087e-05,2.12137750684144e-05,2.04654370981526e-05,2.03934729711986e-05,2.02308699274069e-05,1.99824658362842e-05,2.96542579088348e-05,2.88187961428225e-05,2.68901808472741e-05,2.53648771860068e-05,2.48939035424959e-05,2.5183612964086e-05,2.54616276575052e-05,2.581663733334e-05,2.57623903560051e-05,2.57967702769125e-05,2.6342646724906e-05,2.66840702530486e-05,2.88456621238078e-05
203,"CZE","Czech Republic",4.66111227205528e-05,4.7080218918124e-05,4.64846430038259e-05,4.67922399043045e-05,4.7072202187661e-05,4.56360927043361e-05,4.57080127220635e-05,4.51507686117294e-05,4.47778311794876e-05,4.35659506147874e-05,4.42029670406257e-05,4.3921125661294e-05,4.42402732050936e-05,4.25136424090988e-05,4.16138299288375e-05,4.14372800303886e-05,4.11684963145205e-05,4.11536695009211e-05,4.0639974231246e-05,4.01054360669686e-05,3.88862891992023e-05,3.95972804283207e-05,3.99959225059526e-05
180,"COD","Dem. Rep. Congo",1.99110105358248e-05,1.98376834439384e-05,2.12922164889596e-05,2.1802200326924e-05,2.2074005310203e-05,2.13969003530612e-05,2.12395577170422e-05,2.00698557037087e-05,2.00804103163574e-05,1.96047215139973e-05,1.97315137443474e-05,1.90811149704325e-05,2.16907915688175e-05,2.20528115558257e-05,2.19633995596904e-05,2.19942549480463e-05,2.17361999721556e-05,2.20684358093213e-05,2.08985563977687e-05,2.06880696240299e-05,2.03547183378695e-05,2.02306464719765e-05,1.98969374997399e-05
208,"DNK","Denmark",7.02297693317272e-05,7.18446707022845e-05,7.03134024599646e-05,6.93803665435258e-05,6.82761457394112e-05,6.77192739017668e-05,6.7129251580572e-05,6.70153172113279e-05,6.53485196740001e-05,6.28270924182908e-05,6.45314449293516e-05,6.26506577780522e-05,6.17000013591884e-05,6.03747293822971e-05,5.98921763629679e-05,5.9646523091562e-05,5.93574382726287e-05,5.88033262908111e-05,5.83398749938726e-05,5.7099398702055e-05,5.72760865136423e-05,5.60039189083743e-05,5.59034273374875e-05
262,"DJI","Djibouti",4.51462401267868e-05,4.40240891455146e-05,4.29587557927791e-05,4.26581482643466e-05,4.27677843721628e-05,4.26064046814088e-05,4.23875401884652e-05,4.19558111687987e-05,4.17947503981261e-05,4.02839630985581e-05,3.9382114210307e-05,3.92822031338231e-05,3.91911532782771e-05,3.92074940854312e-05,3.92280962139832e-05,3.87574173249631e-05,3.97747984140899e-05,3.97987758511795e-05,3.91601194856593e-05,3.85477013838066e-05,3.83431362116981e-05,3.83517086862098e-05,3.83637760304912e-05
212,"DMA","Dominica",3.05796974219413e-05,3.06662949540006e-05,3.06173273563622e-05,3.06829140001753e-05,3.09155073351416e-05,3.08704895593674e-05,3.0985423758401e-05,3.14067611777535e-05,3.1548951760635e-05,3.16920348321631e-05,3.19976728965166e-05,3.28765529079747e-05,3.30972012542097e-05,3.31303855040033e-05,3.32992172521659e-05,3.2996700329967e-05,3.31073849447021e-05,3.26690623979092e-05,3.27577199497338e-05,3.29002632021056e-05,3.27800541704285e-05,3.27293818704082e-05,3.25831420047569e-05
